"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
394;"Kane";"28.2";126;33594;33589;5;17390;6859;39
285;"Lukaku";"52.2";117;31668;31656;12;13356;9856;125
260;"de Gea";"39.3";57;27592;27128;464;197;4739;4
286;"Elliot";"26.4";42;23975;6613;17362;NA;134;NA
248;"David Silva";"25.2";85;19023;19017;6;875;3014;8
234;"Salah";"36.0";92;17493;17402;91;158;1400;NA
381;"Davies";"19.8";58;17299;1553;15746;19;99;NA
387;"Eriksen";"24.8";97;16040;16016;24;266;1869;NA
245;"Otamendi";"20.8";59;15075;15053;22;42;92;NA
259;"Jesus";"19.2";106;14556;14552;4;6126;4168;44
247;"Sterling";"13.6";82;14085;1275;12810;2605;2303;12
255;"Sané";"19.5";87;13030;13025;5;1708;1813;31
264;"Jones";"12.3";53;12912;12543;369;5;44;NA
70;"Groß";"16.8";58;11858;10935;923;3;63;NA
374;"Abraham";"14.5";58;11685;11330;355;43;300;NA
97;"Azpilicueta";"16.3";67;10976;10941;35;35;150;NA
281;"Mkhitaryan";"18.3";82;10336;10308;28;50;753;NA
367;"Carroll";"6.8";45;9656;6212;3444;NA;10;NA
494;"Mbemba";"13.1";40;9096;171;8925;NA;4;NA
388;"Alli";"20.4";93;8968;8951;17;126;863;NA
267;"Valencia";"14.4";67;8954;8894;60;40;163;NA
252;"De Bruyne";"20.3";101;8806;8805;1;1367;2026;15
78;"Ward";"14.8";47;8729;4798;3931;1;12;NA
13;"Kolasinac";"11.1";60;8444;8047;397;2;45;NA
10;"Monreal";"11.5";56;8398;8115;283;2;26;NA
77;"Mee";"7.0";45;7841;3927;3914;NA;5;NA
414;"Doucouré";"17.7";54;7608;5706;1902;NA;21;NA
379;"Walker";"14.6";66;7542;7535;7;46;118;NA
421;"Foster";"13.2";45;7439;1237;6202;NA;71;NA
353;"Rangel";"12.2";39;7175;35;7140;NA;1;NA
310;"Cédric";"8.6";50;7124;6768;356;1;15;NA
382;"Trippier";"8.6";56;7096;6719;377;6;37;NA
209;"Vardy";"14.8";86;6732;6691;41;146;1053;NA
242;"Stones";"9.6";56;6410;6384;26;8;41;NA
290;"Lascelles";"12.8";47;6408;5583;825;NA;15;NA
108;"Loftus-Cheek";"5.3";45;6373;2505;3868;NA;7;NA
487;"Chicharito";"13.4";69;6137;5619;518;37;233;1
468;"Hegazi";"22.1";47;5969;4670;1299;NA;9;NA
107;"Matic";"14.8";50;5919;5366;553;5;45;NA
501;"Richarlison";"16.4";64;5793;5052;741;2;31;NA
472;"Morata";"20.7";103;5674;5470;204;1251;1421;6
497;"Choupo-Moting";"6.2";57;5277;4851;426;10;51;NA
235;"Firmino";"18.6";85;5025;4910;115;37;498;1
306;"Forster";"9.5";51;4806;3934;872;NA;203;NA
479;"Hart";"9.0";44;4704;1718;2986;1;97;NA
111;"Kanté";"12.3";50;4669;231;4438;1;20;NA
350;"Fabianski";"8.3";46;4665;1892;2773;1;69;NA
226;"Coutinho";"7.4";89;4626;4592;34;55;395;NA
377;"Alderweireld";"11.9";60;4624;4454;170;1;20;NA
23;"Xhaka";"11.8";55;4508;4111;397;1;24;NA
300;"Atsu";"4.4";51;4328;3727;601;NA;21;NA
352;"Naughton";"5.7";46;4236;3684;552;NA;2;NA
307;"Bertrand";"9.9";55;4156;3965;191;NA;3;NA
308;"Yoshida";"5.3";51;4093;3967;126;1;7;NA
257;"Agüero";"23.2";118;3980;3905;75;2464;529;28
34;"Daniels";"9.2";49;3967;2953;1014;NA;NA;NA
295;"Ritchie";"4.6";59;3953;3661;292;2;26;NA
104;"Hazard";"5.2";106;3839;3838;1;1036;1014;1
100;"Alonso";"14.8";69;3730;3712;18;11;60;NA
57;"Hünemeier";"6.8";39;3707;21;3686;NA;NA;NA
94;"Courtois";"12.8";54;3613;3154;459;2;343;NA
7;"Bellerín";"10.4";59;3571;3461;110;NA;10;NA
316;"Davis";"4.5";51;3505;2676;829;2;15;NA
271;"Bailly";"10.2";61;3436;297;3139;8;22;NA
193;"Simpson";"4.1";45;3288;2633;655;NA;4;NA
18;"Ramsey";"5.2";70;3250;3050;200;12;63;NA
198;"Maguire";"7.3";51;3215;2934;281;NA;7;NA
284;"Rashford";"8.0";76;3133;3000;133;51;247;NA
101;"David Luiz";"13.2";59;3078;2734;344;5;35;NA
41;"Surman";"6.0";46;3014;1678;1336;NA;4;NA
250;"Fernandinho";"5.0";51;2897;2733;164;2;38;NA
28;"Lacazette";"14.1";104;2699;2694;5;156;729;NA
380;"Vertonghen";"7.5";60;2677;2590;87;NA;19;NA
373;"Ayew";"3.9";50;2631;2005;626;NA;19;NA
227;"Can";"5.9";50;2459;1573;886;1;7;NA
161;"Rooney";"10.1";73;2458;2330;128;20;151;NA
