"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"2575352";"1";"82";"16";"";"1028";"17";"1";"0";"Salah"
"3614956";"2";"69";"6";"";"1033";"0";"0";"0";"Kane"
"60026";"3";"55";"3";"";"1050";"2";"2";"0";"Agüero"
"8242";"4";"68";"5";"";"1057";"3";"1";"0";"Salah"
"21823";"5";"60";"10";"";"1065";"0";"1";"0";"Salah"
"100121";"6";"75";"11";"";"1054";"0";"2";"0";"Pogba"
"616809";"7";"68";"8";"";"1044";"11";"3";"8";"Salah"
"197850";"8";"76";"24";"wildcard";"1045";"0";"0";"0";"Salah"
"64137";"9";"56";"10";"";"1048";"0";"1";"0";"Kane"
"875378";"10";"57";"-1";"";"1040";"0";"1";"0";"Kane"
"8450";"11";"44";"6";"";"1048";"1";"0";"0";"Hazard"
"2166271";"12";"79";"6";"wildcard";"1053";"1";"0";"0";"Salah"
"473996";"13";"89";"3";"";"1054";"11";"1";"0";"Pogba"
"138561";"14";"92";"17";"";"1063";"34";"2";"4";"Salah"
"304393";"15";"85";"7";"";"1068";"5";"2";"0";"Son"
"226251";"16";"69";"5";"";"1055";"1";"1";"0";"Salah"
"1561884";"17";"74";"12";"";"1057";"36";"1";"0";"Pogba"
"724734";"18";"56";"5";"";"1043";"8";"2";"0";"Vardy"
"146156";"19";"57";"2";"";"1043";"0";"2";"0";"Salah"
"53944";"20";"55";"17";"";"1052";"2";"2";"0";"Kane"
"1813479";"21";"77";"10";"";"1043";"7";"0";"0";"Salah"
"981588";"22";"60";"13";"";"1030";"8";"1";"0";"Salah"
"2742939";"23";"56";"12";"";"1055";"35";"3";"4";"Kane"
"2199241";"24";"75";"8";"";"1050";"0";"1";"0";"Kane"
"1577223";"25";"48";"13";"";"1046";"2";"1";"0";"Salah"
"291017";"26";"50";"6";"";"1033";"0";"2";"0";"Lingard"
"110179";"27";"56";"8";"";"1056";"5";"2";"0";"Sané"
"2063181";"27";"65";"8";"";"1040";"2";"2";"0";"Salah"
"2862023";"27";"64";"8";"";"1045";"3";"1";"0";"Kane"
"10248";"30";"65";"17";"";"1053";"0";"1";"0";"Salah"
"252314";"31";"63";"7";"";"1042";"5";"1";"0";"Kane"
"902198";"32";"54";"21";"";"1039";"11";"1";"0";"Salah"
"177877";"33";"53";"11";"wildcard";"1038";"0";"0";"0";"Kane"
"25171";"34";"55";"3";"";"1050";"1";"0";"0";"Salah"
"933770";"35";"63";"11";"";"1030";"15";"1";"0";"Pogba"
"3852718";"35";"71";"7";"";"1036";"2";"1";"0";"Son"
"3184997";"37";"58";"10";"";"1051";"5";"0";"0";"Kane"
"22689";"38";"71";"14";"";"1038";"4";"1";"0";"Salah"
"31625";"38";"64";"6";"";"1046";"1";"3";"4";"Kane"
"172910";"40";"71";"4";"";"1041";"10";"1";"0";"Hazard"
"1417";"41";"60";"9";"";"1059";"0";"1";"0";"Kane"
"465365";"42";"71";"7";"";"1045";"1";"0";"0";"Hazard"
"66419";"43";"59";"13";"";"1045";"0";"2";"0";"Salah"
"995328";"43";"61";"6";"wildcard";"1048";"0";"0";"0";"Sterling"
"7392";"45";"81";"-1";"";"1029";"0";"1";"0";"Salah"
"2556505";"45";"78";"20";"";"1038";"1";"0";"0";"Pogba"
"1198623";"47";"41";"11";"";"1040";"10";"1";"0";"Sterling"
"392756";"48";"60";"17";"";"1037";"1";"0";"0";"Kane"
"164452";"49";"79";"8";"";"1056";"15";"0";"0";"Salah"
