"id";"position";"is_captain";"is_vice_captain";"multiplier";"web_name";"now_cost";"selected_by_percent"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
267;3;FALSE;FALSE;1;"Mendy";62;"25.1"
28;4;FALSE;FALSE;1;"Daniels";45;"15.3"
253;5;FALSE;TRUE;1;"Salah";130;"54.5"
393;6;FALSE;FALSE;1;"Richarlison";67;"33.4"
251;7;FALSE;FALSE;1;"Mané";98;"32.3"
125;8;FALSE;FALSE;1;"Pedro";66;"6.7"
280;9;TRUE;FALSE;3;"Agüero";111;"40.8"
177;10;FALSE;FALSE;1;"Tosun";70;"6.2"
151;11;FALSE;FALSE;1;"Zaha";70;"31.7"
445;12;FALSE;FALSE;1;"Foster";45;"4.9"
95;13;FALSE;FALSE;1;"Peltier";40;"3.7"
182;14;FALSE;FALSE;1;"Cairney";50;"2.5"
145;15;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
115;3;FALSE;FALSE;1;"Alonso";66;"24.9"
267;4;FALSE;FALSE;1;"Mendy";62;"25.1"
233;5;FALSE;FALSE;1;"Maddison";65;"2.0"
251;6;FALSE;FALSE;1;"Mané";98;"32.3"
393;7;FALSE;FALSE;1;"Richarlison";67;"33.4"
304;8;FALSE;FALSE;1;"Fred";60;"4.0"
302;9;FALSE;FALSE;1;"Pogba";81;"17.7"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
417;11;FALSE;TRUE;1;"Arnautovic";70;"20.2"
400;12;FALSE;FALSE;1;"Fabianski";45;"16.9"
113;13;FALSE;FALSE;1;"Azpilicueta";65;"14.5"
138;14;FALSE;FALSE;1;"Tomkins";45;"7.7"
493;15;FALSE;FALSE;1;"Rondón";60;"1.3"
154;1;FALSE;FALSE;1;"Pickford";50;"19.3"
267;2;FALSE;FALSE;1;"Mendy";62;"25.1"
115;3;FALSE;FALSE;1;"Alonso";66;"24.9"
247;4;FALSE;FALSE;1;"Robertson";60;"17.9"
253;5;FALSE;TRUE;1;"Salah";130;"54.5"
251;6;FALSE;FALSE;1;"Mané";98;"32.3"
393;7;FALSE;FALSE;1;"Richarlison";67;"33.4"
433;8;FALSE;FALSE;1;"Neves";51;"22.6"
151;9;FALSE;FALSE;1;"Zaha";70;"31.7"
177;10;FALSE;FALSE;1;"Tosun";70;"6.2"
280;11;TRUE;FALSE;2;"Agüero";111;"40.8"
24;12;FALSE;FALSE;1;"Begovic";45;"4.9"
459;13;FALSE;FALSE;1;"Jorginho";51;"13.8"
145;14;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
95;15;FALSE;FALSE;1;"Peltier";40;"3.7"
282;1;FALSE;FALSE;1;"De Gea";60;"27.6"
267;2;FALSE;FALSE;1;"Mendy";62;"25.1"
247;3;FALSE;FALSE;1;"Robertson";60;"17.9"
142;4;FALSE;FALSE;1;"van Aanholt";55;"5.8"
276;5;FALSE;FALSE;1;"Bernardo Silva";76;"11.9"
253;6;FALSE;TRUE;1;"Salah";130;"54.5"
164;7;FALSE;FALSE;1;"Walcott";65;"3.0"
18;8;FALSE;FALSE;1;"Mkhitaryan";70;"15.5"
393;9;FALSE;FALSE;1;"Richarlison";67;"33.4"
151;10;FALSE;FALSE;1;"Zaha";70;"31.7"
280;11;TRUE;FALSE;3;"Agüero";111;"40.8"
24;12;FALSE;FALSE;1;"Begovic";45;"4.9"
138;13;FALSE;FALSE;1;"Tomkins";45;"7.7"
189;14;FALSE;FALSE;1;"Kamara";45;"11.2"
27;15;FALSE;FALSE;1;"Steve Cook";45;"5.7"
400;1;FALSE;FALSE;1;"Fabianski";45;"16.9"
72;2;FALSE;FALSE;1;"Tarkowski";50;"9.8"
267;3;FALSE;TRUE;1;"Mendy";62;"25.1"
247;4;FALSE;FALSE;1;"Robertson";60;"17.9"
115;5;FALSE;FALSE;1;"Alonso";66;"24.9"
233;6;FALSE;FALSE;1;"Maddison";65;"2.0"
125;7;FALSE;FALSE;1;"Pedro";66;"6.7"
393;8;FALSE;FALSE;1;"Richarlison";67;"33.4"
251;9;FALSE;FALSE;1;"Mané";98;"32.3"
23;10;FALSE;FALSE;1;"Aubameyang";110;"16.1"
280;11;TRUE;FALSE;2;"Agüero";111;"40.8"
468;12;FALSE;FALSE;1;"Alisson";55;"15.2"
437;13;FALSE;FALSE;1;"Jiménez";55;"5.0"
40;14;FALSE;FALSE;1;"Fraser";55;"4.0"
145;15;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
351;1;FALSE;FALSE;1;"Lloris";55;"7.9"
267;2;FALSE;TRUE;1;"Mendy";62;"25.1"
286;3;FALSE;FALSE;1;"Shaw";51;"10.7"
116;4;FALSE;FALSE;1;"David Luiz";55;"4.0"
233;5;FALSE;FALSE;1;"Maddison";65;"2.0"
370;6;FALSE;FALSE;1;"Lucas Moura";70;"2.3"
251;7;FALSE;FALSE;1;"Mané";98;"32.3"
393;8;FALSE;FALSE;1;"Richarlison";67;"33.4"
134;9;FALSE;FALSE;1;"Morata";90;"4.0"
257;10;FALSE;FALSE;1;"Firmino";95;"33.5"
280;11;TRUE;FALSE;3;"Agüero";111;"40.8"
490;12;FALSE;FALSE;1;"Hart";45;"6.0"
29;13;FALSE;FALSE;1;"Adam Smith";45;"0.7"
245;14;FALSE;FALSE;1;"Alexander-Arnold";50;"16.6"
182;15;FALSE;FALSE;1;"Cairney";50;"2.5"
282;1;FALSE;FALSE;1;"De Gea";60;"27.6"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
246;3;FALSE;FALSE;1;"van Dijk";60;"18.0"
267;4;FALSE;FALSE;1;"Mendy";62;"25.1"
459;5;FALSE;FALSE;1;"Jorginho";51;"13.8"
393;6;FALSE;FALSE;1;"Richarlison";67;"33.4"
297;7;FALSE;FALSE;1;"Mata";65;"2.2"
251;8;FALSE;FALSE;1;"Mané";98;"32.3"
177;9;FALSE;FALSE;1;"Tosun";70;"6.2"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
417;11;FALSE;FALSE;1;"Arnautovic";70;"20.2"
490;12;FALSE;FALSE;1;"Hart";45;"6.0"
295;13;FALSE;TRUE;1;"Sánchez";104;"5.8"
28;14;FALSE;FALSE;1;"Daniels";45;"15.3"
145;15;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
400;1;FALSE;FALSE;1;"Fabianski";45;"16.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
145;3;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
267;4;FALSE;FALSE;1;"Mendy";62;"25.1"
276;5;FALSE;FALSE;1;"Bernardo Silva";76;"11.9"
253;6;FALSE;TRUE;1;"Salah";130;"54.5"
251;7;FALSE;FALSE;1;"Mané";98;"32.3"
233;8;FALSE;FALSE;1;"Maddison";65;"2.0"
393;9;FALSE;FALSE;1;"Richarlison";67;"33.4"
43;10;FALSE;FALSE;1;"Wilson";61;"10.3"
280;11;TRUE;FALSE;2;"Agüero";111;"40.8"
47;12;FALSE;FALSE;1;"Ryan";45;"4.6"
151;13;FALSE;FALSE;1;"Zaha";70;"31.7"
427;14;FALSE;FALSE;1;"Bennett";40;"6.7"
335;15;FALSE;FALSE;1;"Bednarek";40;"4.5"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
357;2;FALSE;FALSE;1;"Trippier";60;"23.7"
115;3;FALSE;FALSE;1;"Alonso";66;"24.9"
247;4;FALSE;FALSE;1;"Robertson";60;"17.9"
253;5;FALSE;TRUE;1;"Salah";130;"54.5"
433;6;FALSE;FALSE;1;"Neves";51;"22.6"
393;7;FALSE;FALSE;1;"Richarlison";67;"33.4"
124;8;FALSE;FALSE;1;"Willian";75;"8.6"
251;9;FALSE;FALSE;1;"Mané";98;"32.3"
417;10;FALSE;FALSE;1;"Arnautovic";70;"20.2"
280;11;TRUE;FALSE;2;"Agüero";111;"40.8"
136;12;FALSE;FALSE;1;"Speroni";40;"13.5"
145;13;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
335;14;FALSE;FALSE;1;"Bednarek";40;"4.5"
189;15;FALSE;FALSE;1;"Kamara";45;"11.2"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
355;3;FALSE;FALSE;1;"Vertonghen";60;"11.2"
246;4;FALSE;FALSE;1;"van Dijk";60;"18.0"
267;5;FALSE;FALSE;1;"Mendy";62;"25.1"
251;6;FALSE;FALSE;1;"Mané";98;"32.3"
304;7;FALSE;FALSE;1;"Fred";60;"4.0"
164;8;FALSE;FALSE;1;"Walcott";65;"3.0"
280;9;TRUE;FALSE;3;"Agüero";111;"40.8"
372;10;FALSE;TRUE;1;"Kane";125;"29.5"
43;11;FALSE;FALSE;1;"Wilson";61;"10.3"
445;12;FALSE;FALSE;1;"Foster";45;"4.9"
70;13;FALSE;FALSE;1;"Mee";50;"5.1"
433;14;FALSE;FALSE;1;"Neves";51;"22.6"
56;15;FALSE;FALSE;1;"Stephens";45;"9.4"
445;1;FALSE;FALSE;1;"Foster";45;"4.9"
115;2;FALSE;FALSE;1;"Alonso";66;"24.9"
286;3;FALSE;FALSE;1;"Shaw";51;"10.7"
221;4;FALSE;FALSE;1;"Pereira";50;"4.0"
393;5;FALSE;FALSE;1;"Richarlison";67;"33.4"
251;6;FALSE;FALSE;1;"Mané";98;"32.3"
364;7;FALSE;TRUE;1;"Eriksen";95;"14.2"
125;8;FALSE;FALSE;1;"Pedro";66;"6.7"
432;9;FALSE;FALSE;1;"Jota";64;"4.2"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
257;11;FALSE;FALSE;1;"Firmino";95;"33.5"
24;12;FALSE;FALSE;1;"Begovic";45;"4.9"
151;13;FALSE;FALSE;1;"Zaha";70;"31.7"
145;14;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
49;15;FALSE;FALSE;1;"Duffy";45;"2.8"
490;1;FALSE;FALSE;1;"Hart";45;"6.0"
157;2;FALSE;FALSE;1;"Coleman";55;"2.7"
221;3;FALSE;FALSE;1;"Pereira";50;"4.0"
72;4;FALSE;FALSE;1;"Tarkowski";50;"9.8"
40;5;FALSE;FALSE;1;"Fraser";55;"4.0"
251;6;FALSE;FALSE;1;"Mané";98;"32.3"
276;7;FALSE;FALSE;1;"Bernardo Silva";76;"11.9"
393;8;FALSE;FALSE;1;"Richarlison";67;"33.4"
257;9;FALSE;FALSE;1;"Firmino";95;"33.5"
280;10;TRUE;FALSE;3;"Agüero";111;"40.8"
177;11;FALSE;FALSE;1;"Tosun";70;"6.2"
445;12;FALSE;FALSE;1;"Foster";45;"4.9"
295;13;FALSE;TRUE;1;"Sánchez";104;"5.8"
28;14;FALSE;FALSE;1;"Daniels";45;"15.3"
145;15;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
490;1;FALSE;FALSE;1;"Hart";45;"6.0"
28;2;FALSE;FALSE;1;"Daniels";45;"15.3"
267;3;FALSE;FALSE;1;"Mendy";62;"25.1"
72;4;FALSE;FALSE;1;"Tarkowski";50;"9.8"
253;5;FALSE;TRUE;1;"Salah";130;"54.5"
276;6;FALSE;FALSE;1;"Bernardo Silva";76;"11.9"
432;7;FALSE;FALSE;1;"Jota";64;"4.2"
251;8;FALSE;FALSE;1;"Mané";98;"32.3"
393;9;FALSE;FALSE;1;"Richarlison";67;"33.4"
417;10;FALSE;FALSE;1;"Arnautovic";70;"20.2"
280;11;TRUE;FALSE;2;"Agüero";111;"40.8"
445;12;FALSE;FALSE;1;"Foster";45;"4.9"
472;13;FALSE;FALSE;1;"Sturridge";60;"1.4"
145;14;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
138;15;FALSE;FALSE;1;"Tomkins";45;"7.7"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
267;3;FALSE;FALSE;1;"Mendy";62;"25.1"
378;4;FALSE;FALSE;1;"Holebas";46;"6.1"
18;5;FALSE;FALSE;1;"Mkhitaryan";70;"15.5"
393;6;FALSE;FALSE;1;"Richarlison";67;"33.4"
126;7;FALSE;TRUE;1;"Kanté";50;"22.7"
302;8;FALSE;FALSE;1;"Pogba";81;"17.7"
253;9;FALSE;FALSE;1;"Salah";130;"54.5"
280;10;TRUE;FALSE;3;"Agüero";111;"40.8"
417;11;FALSE;FALSE;1;"Arnautovic";70;"20.2"
400;12;FALSE;FALSE;1;"Fabianski";45;"16.9"
484;13;FALSE;FALSE;1;"Digne";50;"2.1"
145;14;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
151;15;FALSE;FALSE;1;"Zaha";70;"31.7"
282;1;FALSE;FALSE;1;"De Gea";60;"27.6"
72;2;FALSE;FALSE;1;"Tarkowski";50;"9.8"
267;3;FALSE;FALSE;1;"Mendy";62;"25.1"
245;4;FALSE;FALSE;1;"Alexander-Arnold";50;"16.6"
115;5;FALSE;FALSE;1;"Alonso";66;"24.9"
251;6;FALSE;FALSE;1;"Mané";98;"32.3"
271;7;FALSE;FALSE;1;"David Silva";84;"5.1"
393;8;FALSE;FALSE;1;"Richarlison";67;"33.4"
43;9;FALSE;FALSE;1;"Wilson";61;"10.3"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
417;11;FALSE;TRUE;1;"Arnautovic";70;"20.2"
498;12;FALSE;FALSE;1;"Kepa";55;"3.8"
433;13;FALSE;FALSE;1;"Neves";51;"22.6"
318;14;FALSE;FALSE;1;"Shelvey";55;"1.1"
246;15;FALSE;FALSE;1;"van Dijk";60;"18.0"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
267;3;FALSE;FALSE;1;"Mendy";62;"25.1"
115;4;FALSE;FALSE;1;"Alonso";66;"24.9"
184;5;FALSE;FALSE;1;"Sessegnon";64;"7.7"
393;6;FALSE;FALSE;1;"Richarlison";67;"33.4"
253;7;FALSE;TRUE;1;"Salah";130;"54.5"
433;8;FALSE;FALSE;1;"Neves";51;"22.6"
280;9;TRUE;FALSE;2;"Agüero";111;"40.8"
257;10;FALSE;FALSE;1;"Firmino";95;"33.5"
437;11;FALSE;FALSE;1;"Jiménez";55;"5.0"
24;12;FALSE;FALSE;1;"Begovic";45;"4.9"
145;13;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
423;14;FALSE;FALSE;1;"Boly";45;"1.6"
304;15;FALSE;FALSE;1;"Fred";60;"4.0"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
267;2;FALSE;FALSE;1;"Mendy";62;"25.1"
247;3;FALSE;FALSE;1;"Robertson";60;"17.9"
357;4;FALSE;FALSE;1;"Trippier";60;"23.7"
150;5;FALSE;FALSE;1;"Milivojevic";65;"7.3"
251;6;FALSE;FALSE;1;"Mané";98;"32.3"
393;7;FALSE;FALSE;1;"Richarlison";67;"33.4"
432;8;FALSE;FALSE;1;"Jota";64;"4.2"
257;9;FALSE;TRUE;1;"Firmino";95;"33.5"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
45;11;FALSE;FALSE;1;"King";64;"5.7"
490;12;FALSE;FALSE;1;"Hart";45;"6.0"
142;13;FALSE;FALSE;1;"van Aanholt";55;"5.8"
145;14;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
478;15;FALSE;FALSE;1;"Schürrle";59;"4.4"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
115;3;FALSE;FALSE;1;"Alonso";66;"24.9"
72;4;FALSE;FALSE;1;"Tarkowski";50;"9.8"
393;5;FALSE;FALSE;1;"Richarlison";67;"33.4"
253;6;FALSE;FALSE;1;"Salah";130;"54.5"
251;7;FALSE;TRUE;1;"Mané";98;"32.3"
276;8;FALSE;FALSE;1;"Bernardo Silva";76;"11.9"
433;9;FALSE;FALSE;1;"Neves";51;"22.6"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
480;11;FALSE;FALSE;1;"Mitrovic";65;"6.0"
400;12;FALSE;FALSE;1;"Fabianski";45;"16.9"
153;13;FALSE;FALSE;1;"Sørloth";50;"0.3"
140;14;FALSE;FALSE;1;"Kelly";40;"7.1"
32;15;FALSE;FALSE;1;"Simpson";40;"5.4"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
247;2;FALSE;FALSE;1;"Robertson";60;"17.9"
115;3;FALSE;FALSE;1;"Alonso";66;"24.9"
72;4;FALSE;FALSE;1;"Tarkowski";50;"9.8"
393;5;FALSE;TRUE;1;"Richarlison";67;"33.4"
271;6;FALSE;FALSE;1;"David Silva";84;"5.1"
251;7;FALSE;FALSE;1;"Mané";98;"32.3"
302;8;FALSE;FALSE;1;"Pogba";81;"17.7"
43;9;FALSE;FALSE;1;"Wilson";61;"10.3"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
151;11;FALSE;FALSE;1;"Zaha";70;"31.7"
490;12;FALSE;FALSE;1;"Hart";45;"6.0"
484;13;FALSE;FALSE;1;"Digne";50;"2.1"
339;14;FALSE;FALSE;1;"Oriol Romeu";45;"2.9"
4;15;FALSE;FALSE;1;"Bellerín";55;"12.8"
260;1;FALSE;FALSE;1;"Ederson";55;"20.9"
245;2;FALSE;FALSE;1;"Alexander-Arnold";50;"16.6"
267;3;FALSE;FALSE;1;"Mendy";62;"25.1"
355;4;FALSE;FALSE;1;"Vertonghen";60;"11.2"
357;5;FALSE;FALSE;1;"Trippier";60;"23.7"
253;6;FALSE;TRUE;1;"Salah";130;"54.5"
393;7;FALSE;FALSE;1;"Richarlison";67;"33.4"
251;8;FALSE;FALSE;1;"Mané";98;"32.3"
151;9;FALSE;FALSE;1;"Zaha";70;"31.7"
280;10;TRUE;FALSE;2;"Agüero";111;"40.8"
417;11;FALSE;FALSE;1;"Arnautovic";70;"20.2"
190;12;FALSE;FALSE;1;"Hamer";40;"5.4"
145;13;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
167;14;FALSE;FALSE;1;"Schneiderlin";45;"2.7"
202;15;FALSE;FALSE;1;"Billing";45;"0.2"
490;1;FALSE;FALSE;1;"Hart";45;"6.0"
142;2;FALSE;FALSE;1;"van Aanholt";55;"5.8"
267;3;FALSE;FALSE;1;"Mendy";62;"25.1"
286;4;FALSE;FALSE;1;"Shaw";51;"10.7"
276;5;FALSE;FALSE;1;"Bernardo Silva";76;"11.9"
40;6;FALSE;FALSE;1;"Fraser";55;"4.0"
251;7;FALSE;FALSE;1;"Mané";98;"32.3"
393;8;FALSE;FALSE;1;"Richarlison";67;"33.4"
253;9;FALSE;TRUE;1;"Salah";130;"54.5"
151;10;FALSE;FALSE;1;"Zaha";70;"31.7"
280;11;TRUE;FALSE;2;"Agüero";111;"40.8"
328;12;FALSE;FALSE;1;"McCarthy";45;"2.8"
247;13;FALSE;FALSE;1;"Robertson";60;"17.9"
145;14;FALSE;FALSE;1;"Wan-Bissaka";41;"21.7"
189;15;FALSE;FALSE;1;"Kamara";45;"11.2"
468;1;FALSE;FALSE;1;"Alisson";55;"15.2"
267;2;FALSE;FALSE;1;"Mendy";62;"25.1"
247;3;FALSE;FALSE;1;"Robertson";60;"17.9"
115;4;FALSE;FALSE;1;"Alonso";66;"24.9"
393;5;FALSE;FALSE;1;"Richarlison";67;"33.4"
276;6;FALSE;TRUE;1;"Bernardo Silva";76;"11.9"
122;7;FALSE;FALSE;1;"Hazard";105;"12.4"
18;8;FALSE;FALSE;1;"Mkhitaryan";70;"15.5"
251;9;FALSE;FALSE;1;"Mané";98;"32.3"
