"id";"position";"is_captain";"is_vice_captain";"multiplier";"web_name";"now_cost";"selected_by_percent"
154;1;FALSE;FALSE;1;"Pickford";50;"14.2"
247;2;FALSE;FALSE;1;"Robertson";66;"34.0"
115;3;FALSE;FALSE;1;"Alonso";68;"40.6"
378;4;FALSE;FALSE;1;"Holebas";48;"13.3"
484;5;FALSE;FALSE;1;"Digne";52;"12.5"
302;6;FALSE;TRUE;1;"Pogba";82;"28.1"
126;7;FALSE;FALSE;1;"Kanté";49;"17.5"
253;8;TRUE;FALSE;2;"Salah";133;"41.1"
391;9;FALSE;FALSE;1;"Pereyra";63;"17.0"
372;10;FALSE;FALSE;1;"Kane";126;"32.7"
305;11;FALSE;FALSE;1;"Rashford";72;"19.7"
24;12;FALSE;FALSE;1;"Begovic";44;"3.7"
493;13;FALSE;FALSE;1;"Rondón";58;"3.1"
450;14;FALSE;FALSE;1;"Torreira";51;"7.0"
425;15;FALSE;FALSE;1;"Doherty";52;"24.1"
191;1;FALSE;FALSE;1;"Lössl";44;"1.8"
247;2;FALSE;FALSE;1;"Robertson";66;"34.0"
115;3;FALSE;FALSE;1;"Alonso";68;"40.6"
245;4;FALSE;FALSE;1;"Alexander-Arnold";51;"19.7"
101;5;FALSE;FALSE;1;"Paterson";51;"0.8"
253;6;FALSE;FALSE;1;"Salah";133;"41.1"
122;7;FALSE;TRUE;1;"Hazard";111;"38.6"
393;8;FALSE;FALSE;1;"Richarlison";70;"29.9"
305;9;FALSE;FALSE;1;"Rashford";72;"19.7"
480;10;FALSE;FALSE;1;"Mitrovic";67;"17.2"
372;11;TRUE;FALSE;2;"Kane";126;"32.7"
439;12;FALSE;FALSE;1;"Steele";40;"1.4"
8;13;FALSE;FALSE;1;"Kolasinac";49;"3.8"
427;14;FALSE;FALSE;1;"Bennett";41;"10.6"
340;15;FALSE;FALSE;1;"Højbjerg";44;"3.1"
400;1;FALSE;FALSE;1;"Fabianski";48;"18.8"
484;2;FALSE;FALSE;1;"Digne";52;"12.5"
115;3;FALSE;FALSE;1;"Alonso";68;"40.6"
247;4;FALSE;FALSE;1;"Robertson";66;"34.0"
253;5;FALSE;FALSE;1;"Salah";133;"41.1"
393;6;FALSE;FALSE;1;"Richarlison";70;"29.9"
122;7;FALSE;FALSE;1;"Hazard";111;"38.6"
391;8;FALSE;FALSE;1;"Pereyra";63;"17.0"
367;9;FALSE;TRUE;1;"Son";88;"17.0"
305;10;FALSE;FALSE;1;"Rashford";72;"19.7"
280;11;TRUE;FALSE;2;"Agüero";112;"22.0"
190;12;FALSE;FALSE;1;"Hamer";40;"8.0"
189;13;FALSE;FALSE;1;"Kamara";44;"10.8"
145;14;FALSE;FALSE;1;"Wan-Bissaka";44;"31.7"
427;15;FALSE;FALSE;1;"Bennett";41;"10.6"
400;1;FALSE;FALSE;1;"Fabianski";48;"18.8"
484;2;FALSE;FALSE;1;"Digne";52;"12.5"
378;3;FALSE;FALSE;1;"Holebas";48;"13.3"
247;4;FALSE;FALSE;1;"Robertson";66;"34.0"
302;5;FALSE;FALSE;1;"Pogba";82;"28.1"
393;6;FALSE;FALSE;1;"Richarlison";70;"29.9"
253;7;TRUE;FALSE;2;"Salah";133;"41.1"
122;8;FALSE;TRUE;1;"Hazard";111;"38.6"
40;9;FALSE;FALSE;1;"Fraser";61;"21.4"
437;10;FALSE;FALSE;1;"Jiménez";63;"22.2"
372;11;FALSE;FALSE;1;"Kane";126;"32.7"
135;12;FALSE;FALSE;1;"Hennessey";45;"4.8"
