"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"1269640";"85";"121";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2031447";"85";"121";"0";"bboost";"1000";"20";"0";"0";"Salah"
"2505866";"85";"121";"0";"bboost";"1000";"5";"0";"0";"Sánchez"
"3011089";"85";"121";"27";"3xc";"1000";"0";"0";"0";"Mané"
"3258782";"85";"121";"3";"3xc";"1000";"0";"0";"0";"Richarlison"
"3289197";"85";"121";"0";"bboost";"1000";"0";"0";"0";"Salah"
"3420567";"85";"121";"0";"bboost";"1000";"5";"0";"0";"Mané"
"4050922";"85";"121";"1";"";"1000";"5";"0";"0";"Salah"
"4257660";"85";"121";"0";"bboost";"1000";"0";"0";"0";"Sánchez"
"4401673";"85";"121";"0";"bboost";"1000";"0";"0";"0";"Mané"
"4498326";"85";"121";"0";"bboost";"1000";"10";"0";"0";"Salah"
"90504";"112";"120";"0";"bboost";"1000";"5";"0";"0";"Salah"
"206822";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Salah"
"250219";"112";"120";"3";"";"1000";"10";"0";"0";"Mané"
"337027";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Mané"
"519748";"112";"120";"20";"";"1000";"15";"0";"0";"Mané"
"552138";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Salah"
"823298";"112";"120";"12";"";"1000";"5";"0";"0";"Mané"
"1024268";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Mané"
"1031945";"112";"120";"26";"";"1000";"0";"0";"0";"Mané"
"1285523";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1296049";"112";"120";"11";"3xc";"1000";"10";"0";"0";"Mané"
"1621834";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Mané"
"1817326";"112";"120";"0";"bboost";"1000";"5";"0";"0";"Sánchez"
"1969801";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Firmino"
"2933959";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Salah"
"3741981";"112";"120";"0";"bboost";"1000";"0";"0";"0";"Mané"
"4353023";"112";"120";"4";"3xc";"1000";"0";"0";"0";"Mané"
"12137";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Salah"
"29573";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Mané"
"33336";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Mané"
"148648";"129";"119";"2";"";"1000";"0";"0";"0";"Mané"
"258454";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Salah"
"305208";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Mané"
"329936";"129";"119";"0";"bboost";"1000";"10";"0";"0";"Firmino"
"479206";"129";"119";"3";"";"1000";"0";"0";"0";"Mané"
"592541";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Salah"
"939715";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Salah"
"952961";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Mané"
"969793";"129";"119";"0";"bboost";"1000";"5";"0";"0";"Salah"
"1252815";"129";"119";"2";"";"1000";"0";"0";"0";"Salah"
"1307246";"129";"119";"0";"bboost";"1000";"5";"0";"0";"Mané"
"1345924";"129";"119";"6";"";"1000";"45";"0";"0";"Mané"
"1366950";"129";"119";"0";"bboost";"1000";"10";"0";"0";"Mané"
"1693681";"129";"119";"0";"bboost";"1000";"5";"0";"0";"Salah"
"1769891";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1889352";"129";"119";"6";"3xc";"1000";"15";"0";"0";"Mané"
"2138073";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2146664";"129";"119";"12";"";"1000";"5";"0";"0";"Mané"
"2370490";"129";"119";"7";"";"1000";"45";"0";"0";"Mané"
"2466413";"129";"119";"2";"";"1000";"0";"0";"0";"Mané"
"2621075";"129";"119";"0";"bboost";"1000";"30";"0";"0";"Wilson"
"2751017";"129";"119";"0";"3xc";"1000";"0";"0";"0";"Mané"
"2863452";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Mané"
"3179701";"129";"119";"16";"";"1000";"0";"0";"0";"Salah"
"3307160";"129";"119";"26";"3xc";"1000";"0";"0";"0";"Mané"
"3351113";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Mané"
"3617489";"129";"119";"0";"bboost";"1000";"0";"0";"0";"Mané"
"4472333";"129";"119";"14";"3xc";"1000";"0";"0";"0";"Mané"
"4493022";"129";"119";"15";"3xc";"1000";"0";"0";"0";"Mané"
"4124";"161";"118";"13";"";"1000";"5";"0";"0";"Mané"
"5600";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Mané"
"8471";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Mané"
"70626";"161";"118";"0";"bboost";"1000";"10";"0";"0";"Salah"
"83857";"161";"118";"0";"bboost";"1000";"5";"0";"0";"Salah"
"124847";"161";"118";"15";"";"1000";"0";"0";"0";"Mané"
"178688";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Agüero"
"195266";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Salah"
"257068";"161";"118";"0";"bboost";"1000";"5";"0";"0";"Firmino"
"352330";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Salah"
"627581";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Salah"
"774012";"161";"118";"10";"";"1000";"0";"0";"0";"Salah"
"845401";"161";"118";"18";"";"1000";"50";"0";"0";"Mané"
"907030";"161";"118";"12";"3xc";"1000";"0";"0";"0";"Mané"
"1068756";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Firmino"
"1446286";"161";"118";"7";"";"1000";"0";"0";"0";"Mané"
"1474871";"161";"118";"5";"";"1000";"0";"0";"0";"Mané"
"1704805";"161";"118";"27";"";"1000";"0";"0";"0";"Salah"
"1851846";"161";"118";"0";"bboost";"1000";"0";"0";"0";"De Bruyne"
"2050890";"161";"118";"17";"";"1000";"0";"0";"0";"Mané"
"2248707";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Mané"
"2503528";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Mané"
"3566661";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Mané"
"3838309";"161";"118";"9";"";"1000";"25";"0";"0";"Mané"
"3865409";"161";"118";"17";"";"1000";"0";"0";"0";"Mané"
"3886571";"161";"118";"21";"3xc";"1000";"0";"0";"0";"Mané"
"4132948";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Salah"
"4334043";"161";"118";"13";"";"1000";"10";"0";"0";"Mané"
"4353527";"161";"118";"5";"3xc";"1000";"0";"0";"0";"Salah"
"4538172";"161";"118";"0";"bboost";"1000";"0";"0";"0";"Salah"
"92818";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Mané"
"138727";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Mané"
"162346";"191";"117";"5";"";"1000";"0";"0";"0";"Mané"
"163250";"191";"117";"24";"";"1000";"35";"0";"0";"Mané"
"184865";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Firmino"
"188810";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Mané"
"219278";"191";"117";"0";"bboost";"1000";"5";"0";"0";"Salah"
"267235";"191";"117";"18";"";"1000";"0";"0";"0";"Mané"
"293445";"191";"117";"13";"";"1000";"0";"0";"0";"Mané"
"320988";"191";"117";"2";"";"1000";"0";"0";"0";"Mané"
"364984";"191";"117";"0";"bboost";"1000";"10";"0";"0";"Salah"
"476184";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Mané"
"495841";"191";"117";"28";"";"1000";"0";"0";"0";"Mané"
"709166";"191";"117";"3";"";"1000";"0";"0";"0";"Salah"
"712591";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"713171";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"772540";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"783344";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Mané"
"791003";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Agüero"
"904318";"191";"117";"15";"";"1000";"0";"0";"0";"Mané"
"923203";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"944072";"191";"117";"0";"bboost";"1000";"10";"0";"0";"Mané"
"1042578";"191";"117";"0";"bboost";"1000";"5";"0";"0";"Mané"
"1298319";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1323658";"191";"117";"18";"";"1000";"10";"0";"0";"Mané"
"1472522";"191";"117";"2";"";"1000";"5";"0";"0";"Salah"
"1550299";"191";"117";"12";"";"1000";"0";"0";"0";"Mané"
"1574511";"191";"117";"2";"";"1000";"15";"0";"0";"Mané"
"1673204";"191";"117";"1";"3xc";"1000";"30";"0";"0";"Mané"
"1676218";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Mané"
"1864788";"191";"117";"0";"bboost";"1000";"5";"0";"0";"Mané"
"1969758";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2001412";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2002994";"191";"117";"22";"3xc";"1000";"5";"0";"0";"Mané"
"2452956";"191";"117";"9";"";"1000";"10";"0";"0";"Mané"
"2658927";"191";"117";"0";"bboost";"1000";"30";"0";"0";"Sánchez"
"2684252";"191";"117";"3";"";"1000";"30";"0";"0";"Salah"
"2799621";"191";"117";"3";"";"1000";"5";"0";"0";"Mané"
"3176523";"191";"117";"8";"3xc";"1000";"0";"0";"0";"Richarlison"
"3184065";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"3250188";"191";"117";"14";"3xc";"1000";"10";"0";"0";"Mané"
"3357430";"191";"117";"15";"3xc";"1000";"0";"0";"0";"Salah"
"3433405";"191";"117";"0";"bboost";"1000";"5";"0";"0";"Mané"
"3938138";"191";"117";"3";"";"1000";"5";"0";"0";"Mané"
"4416114";"191";"117";"0";"bboost";"1000";"5";"0";"0";"Salah"
"4475933";"191";"117";"0";"bboost";"1000";"20";"0";"0";"Salah"
"4526307";"191";"117";"0";"bboost";"1000";"0";"0";"0";"Salah"
"5475";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Mané"
"57991";"238";"116";"10";"";"1000";"0";"0";"0";"Mané"
"94631";"238";"116";"3";"";"1000";"0";"0";"0";"Salah"
"107113";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"119263";"238";"116";"0";"bboost";"1000";"5";"0";"0";"Sánchez"
"162781";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"174885";"238";"116";"12";"";"1000";"15";"0";"0";"Mané"
"189370";"238";"116";"0";"bboost";"1000";"5";"0";"0";"Salah"
"278612";"238";"116";"26";"";"1000";"0";"0";"0";"Mané"
"287572";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Firmino"
"326706";"238";"116";"12";"";"1000";"15";"0";"0";"Mané"
"451904";"238";"116";"15";"";"1000";"0";"0";"0";"Mané"
"478839";"238";"116";"0";"bboost";"1000";"5";"0";"0";"Mané"
"478905";"238";"116";"0";"bboost";"1000";"5";"0";"0";"Mané"
"545437";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"590841";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Mané"
"615888";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"625534";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"668494";"238";"116";"9";"";"1000";"5";"0";"0";"Mané"
"732025";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Mané"
"748684";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Agüero"
"762305";"238";"116";"21";"";"1000";"15";"0";"0";"Mané"
"820882";"238";"116";"13";"";"1000";"0";"0";"0";"Mané"
"829069";"238";"116";"14";"";"1000";"30";"0";"0";"Salah"
"1020627";"238";"116";"2";"";"1000";"5";"0";"0";"Salah"
"1359103";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1479741";"238";"116";"1";"";"1000";"5";"0";"0";"Mané"
"1585559";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1590325";"238";"116";"5";"";"1000";"0";"0";"0";"Mané"
"1606476";"238";"116";"1";"";"1000";"10";"0";"0";"Salah"
"1611414";"238";"116";"19";"";"1000";"0";"0";"0";"Salah"
"1629514";"238";"116";"0";"bboost";"1000";"10";"0";"0";"Zaha"
"1693535";"238";"116";"3";"3xc";"1000";"5";"0";"0";"Mané"
"1694314";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1838431";"238";"116";"4";"";"1000";"5";"0";"0";"Mané"
"1839357";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Agüero"
"1886214";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1951378";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Mané"
"2065151";"238";"116";"0";"bboost";"1000";"10";"0";"0";"Salah"
"2262420";"238";"116";"13";"";"1000";"0";"0";"0";"Mané"
"2590143";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Mané"
"2721469";"238";"116";"8";"";"1000";"5";"0";"0";"Mané"
"2743891";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2785461";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2846065";"238";"116";"6";"";"1000";"0";"0";"0";"Mendy"
"2970986";"238";"116";"3";"3xc";"1000";"5";"0";"0";"Salah"
"2991188";"238";"116";"16";"";"1000";"0";"0";"0";"Salah"
"3191251";"238";"116";"1";"";"1000";"10";"0";"0";"Mané"
"3313612";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Salah"
"3453290";"238";"116";"20";"";"1000";"0";"0";"0";"Mané"
"3469740";"238";"116";"6";"";"1000";"5";"0";"0";"Mané"
"3517112";"238";"116";"0";"bboost";"1000";"0";"0";"0";"Mané"
"3636820";"238";"116";"5";"";"1000";"5";"0";"0";"Quaner"
"3680721";"238";"116";"7";"";"1000";"10";"0";"0";"Salah"
"3835734";"238";"116";"4";"";"1000";"0";"0";"0";"Salah"
"3909623";"238";"116";"0";"bboost";"1000";"0";"0";"0";"King"
"4030961";"238";"116";"6";"3xc";"1000";"0";"0";"0";"Mané"
"4215888";"238";"116";"1";"";"1000";"0";"0";"0";"Mané"
"4290521";"238";"116";"16";"";"1000";"20";"0";"0";"Mané"
"1504";"297";"115";"21";"";"1000";"0";"0";"0";"Salah"
"20654";"297";"115";"7";"";"1000";"10";"0";"0";"Mané"
"74708";"297";"115";"20";"";"1000";"5";"0";"0";"Mané"
"102648";"297";"115";"27";"";"1000";"0";"0";"0";"Salah"
"118270";"297";"115";"4";"";"1000";"0";"0";"0";"Salah"
"155413";"297";"115";"0";"bboost";"1000";"5";"0";"0";"Mané"
"164828";"297";"115";"3";"";"1000";"0";"0";"0";"Mané"
"188474";"297";"115";"21";"";"1000";"0";"0";"0";"Mané"
"235751";"297";"115";"1";"";"1000";"0";"0";"0";"Mané"
"249645";"297";"115";"0";"bboost";"1000";"5";"0";"0";"Sánchez"
"349504";"297";"115";"25";"";"1000";"0";"0";"0";"Salah"
"384909";"297";"115";"0";"bboost";"1000";"30";"0";"0";"Mané"
"424988";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"425840";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"488364";"297";"115";"3";"3xc";"1000";"0";"0";"0";"Mané"
"507137";"297";"115";"19";"";"1000";"5";"0";"0";"Mané"
"539947";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"559340";"297";"115";"0";"bboost";"1000";"10";"0";"0";"Mané"
"593273";"297";"115";"18";"";"1000";"5";"0";"0";"Mané"
"614546";"297";"115";"13";"";"1000";"5";"0";"0";"Mané"
"631768";"297";"115";"26";"";"1000";"5";"0";"0";"Salah"
"690232";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"899033";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"942205";"297";"115";"9";"";"1000";"5";"0";"0";"Salah"
"1016565";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"1072563";"297";"115";"0";"bboost";"1000";"10";"0";"0";"Mané"
"1075143";"297";"115";"0";"3xc";"1000";"0";"0";"0";"Mané"
"1088192";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1157875";"297";"115";"15";"";"1000";"0";"0";"0";"Mané"
"1343911";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1466224";"297";"115";"0";"bboost";"1000";"15";"0";"0";"Mané"
"1542937";"297";"115";"3";"";"1000";"0";"0";"0";"Salah"
"1629144";"297";"115";"7";"";"1000";"20";"0";"0";"Mané"
"1680106";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"1690503";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Firmino"
"1792908";"297";"115";"15";"";"1000";"0";"0";"0";"Salah"
"1846841";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"1882755";"297";"115";"0";"bboost";"1000";"5";"0";"0";"Sánchez"
"1945370";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"1963251";"297";"115";"2";"3xc";"1000";"5";"0";"0";"Mané"
"1972992";"297";"115";"15";"";"1000";"0";"0";"0";"Mané"
"2064304";"297";"115";"0";"bboost";"1000";"5";"0";"0";"Salah"
"2064657";"297";"115";"10";"";"1000";"0";"0";"0";"Mané"
"2172634";"297";"115";"15";"";"1000";"0";"0";"0";"Mané"
"2187197";"297";"115";"14";"";"1000";"5";"0";"0";"Salah"
"2216757";"297";"115";"20";"3xc";"1000";"0";"0";"0";"Mané"
"2227337";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"2305464";"297";"115";"0";"bboost";"1000";"5";"0";"0";"Mané"
"2309821";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2363486";"297";"115";"7";"3xc";"1000";"0";"0";"0";"Mané"
"2383707";"297";"115";"0";"3xc";"1000";"0";"0";"0";"Mané"
"2402326";"297";"115";"1";"";"1000";"0";"0";"0";"Salah"
"2526184";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2684227";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"2715944";"297";"115";"3";"";"1000";"0";"0";"0";"Mané"
"2862824";"297";"115";"5";"";"1000";"10";"0";"0";"Mané"
"2867838";"297";"115";"2";"";"1000";"20";"0";"0";"Salah"
"2954312";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2962564";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"2992849";"297";"115";"2";"";"1000";"5";"0";"0";"Mané"
"3091958";"297";"115";"12";"";"1000";"0";"0";"0";"Mané"
"3133202";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Firmino"
"3313138";"297";"115";"10";"3xc";"1000";"0";"0";"0";"Mané"
"3433265";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"3480965";"297";"115";"9";"";"1000";"0";"0";"0";"Salah"
"3551044";"297";"115";"14";"";"1000";"0";"0";"0";"Salah"
"3628990";"297";"115";"15";"";"1000";"0";"0";"0";"Salah"
"3633471";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Salah"
"3842518";"297";"115";"3";"";"1000";"0";"0";"0";"Salah"
"4031193";"297";"115";"5";"";"1000";"5";"0";"0";"Mané"
"4079346";"297";"115";"7";"";"1000";"5";"0";"0";"Mané"
"4134674";"297";"115";"0";"bboost";"1000";"10";"0";"0";"Mané"
"4155183";"297";"115";"17";"";"1000";"0";"0";"0";"Mané"
"4187598";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"4368493";"297";"115";"3";"";"1000";"0";"0";"0";"Mané"
"4471957";"297";"115";"0";"bboost";"1000";"0";"0";"0";"Mané"
"4536885";"297";"115";"4";"";"1000";"5";"0";"0";"Mané"
"449";"374";"114";"0";"bboost";"1000";"0";"0";"0";"Salah"
"3001";"374";"114";"1";"";"1000";"5";"0";"0";"Mané"
"23894";"374";"114";"0";"bboost";"1000";"0";"0";"0";"Mané"
