"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
145;"Wan-Bissaka";"31.1";44;4167;3086;1081;NA;7;NA
247;"Robertson";"35.1";66;3351;3343;8;6;25;NA
425;"Doherty";"23.6";52;3278;2897;381;NA;5;NA
393;"Richarlison";"30.8";70;3211;3186;25;9;37;NA
253;"Salah";"39.8";132;3206;3206;NA;2125;780;12
372;"Kane";"31.6";125;3148;3148;NA;1912;1010;3
122;"Hazard";"36.8";110;3005;3004;1;325;887;NA
465;"Felipe Anderson";"18.1";73;2780;2715;65;4;26;NA
400;"Fabianski";"18.3";47;2719;2217;502;NA;2;NA
437;"Jiménez";"20.2";63;2523;2340;183;1;15;NA
115;"Alonso";"42.6";69;2500;2381;119;NA;4;NA
484;"Digne";"9.0";51;2175;1777;398;NA;3;NA
23;"Aubameyang";"36.4";115;2072;2072;NA;130;681;1
305;"Rashford";"18.4";72;1699;1697;2;75;307;NA
367;"Son";"14.7";87;1640;1639;1;136;366;NA
190;"Hamer";"8.5";40;1611;NA;1611;NA;NA;NA
43;"Wilson";"32.4";68;1456;678;778;NA;2;NA
275;"Sané";"13.8";96;1435;1425;10;6;79;NA
270;"Sterling";"14.8";114;1364;1361;3;46;218;NA
8;"Kolasinac";"4.2";50;1322;1175;147;NA;2;NA
40;"Fraser";"24.5";62;1073;291;782;NA;1;NA
427;"Bennett";"10.5";41;1033;203;830;NA;2;NA
454;"Patrício";"8.8";46;1002;723;279;NA;NA;NA
301;"Martial";"9.9";74;987;6;981;78;147;NA
258;"Ings";"8.8";56;839;761;78;1;11;NA
189;"Kamara";"10.3";44;822;88;734;NA;NA;NA
260;"Ederson";"23.6";57;776;749;27;NA;2;NA
302;"Pogba";"17.2";80;721;720;1;79;173;NA
245;"Alexander-Arnold";"18.5";51;701;574;127;NA;1;NA
489;"Snodgrass";"3.7";54;678;426;252;1;NA;NA
340;"Højbjerg";"3.4";44;599;NA;599;NA;NA;NA
246;"van Dijk";"26.0";63;592;591;1;4;16;NA
268;"Laporte";"14.1";60;583;460;123;NA;2;NA
419;"Chicharito";"5.0";64;567;6;561;NA;3;NA
