"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
234;"Salah";"43.4";95;38857;38848;9;10321;9240;80
260;"de Gea";"41.7";58;25591;20942;4649;129;2958;2
286;"Elliot";"26.6";42;24752;12604;12148;7;195;NA
285;"Lukaku";"48.2";115;22469;22281;188;3023;5295;5
394;"Kane";"38.2";128;20704;20315;389;17494;1091;296
255;"Sané";"28.3";89;17937;17907;30;1776;3914;4
248;"David Silva";"21.7";84;16092;15993;99;214;1550;1
97;"Azpilicueta";"19.9";68;15549;14934;615;46;154;1
374;"Abraham";"17.6";60;14966;14293;673;361;1140;1
472;"Morata";"23.0";104;14638;14394;244;1563;2543;5
245;"Otamendi";"14.6";58;13362;12656;706;6;82;NA
264;"Jones";"12.6";55;12357;10281;2076;3;34;NA
78;"Ward";"20.6";49;12345;9913;2432;2;26;NA
257;"Agüero";"21.4";118;12126;12093;33;5459;2975;21
381;"Davies";"18.7";57;11909;11414;495;110;248;1
70;"Groß";"19.4";59;11876;10968;908;22;150;NA
259;"Jesus";"15.4";105;11536;11473;63;1503;2547;5
501;"Richarlison";"18.4";65;11448;11045;403;78;390;NA
247;"Sterling";"10.8";81;11420;11326;94;243;1002;2
252;"De Bruyne";"20.9";101;11334;11324;10;1561;2518;5
387;"Eriksen";"23.2";96;11162;11147;15;1777;2323;4
77;"Mee";"11.1";46;10411;7931;2480;NA;17;NA
379;"Walker";"14.8";66;8999;8827;172;8;83;NA
235;"Firmino";"18.5";85;8905;8871;34;658;1696;4
367;"Carroll";"6.3";45;8365;2499;5866;NA;8;NA
494;"Mbemba";"12.2";40;8273;80;8193;NA;2;NA
414;"Doucouré";"17.6";54;7774;6423;1351;13;60;NA
382;"Trippier";"8.9";57;7738;778;6960;105;148;NA
388;"Alli";"17.0";92;7628;668;6960;1715;1356;18
267;"Valencia";"15.5";67;7410;6908;502;7;77;NA
353;"Rangel";"11.4";39;7265;7;7258;NA;1;NA
10;"Monreal";"10.6";56;7190;4172;3018;1;22;NA
13;"Kolasinac";"11.3";60;6926;4475;2451;4;24;NA
209;"Vardy";"13.9";85;6860;6827;33;348;1207;1
310;"Cédric";"7.4";49;6683;6300;383;2;26;NA
421;"Foster";"11.8";45;6646;1648;4998;NA;52;NA
108;"Loftus-Cheek";"5.3";45;6467;1488;4979;3;7;NA
290;"Lascelles";"9.9";48;6465;5719;746;4;26;NA
34;"Daniels";"10.4";48;6104;4360;1744;NA;11;NA
100;"Alonso";"14.1";69;5744;5464;280;4;53;NA
104;"Hazard";"5.1";106;5586;5553;33;395;1047;3
242;"Stones";"10.5";57;5543;5072;471;NA;18;NA
468;"Hegazi";"19.8";46;5513;3362;2151;2;16;NA
107;"Matic";"14.0";50;4872;3654;1218;2;18;NA
350;"Fabianski";"8.0";46;4673;2115;2558;5;54;NA
94;"Courtois";"12.8";54;4670;3434;1236;4;362;NA
306;"Forster";"8.9";51;4541;3537;1004;3;154;1
497;"Choupo-Moting";"5.9";57;4507;3837;670;8;36;NA
380;"Vertonghen";"9.2";60;4492;4451;41;55;100;NA
41;"Surman";"7.5";47;4444;2070;2374;2;15;NA
487;"Chicharito";"10.3";69;4394;3964;430;18;132;NA
479;"Hart";"8.6";44;4147;466;3681;NA;33;NA
352;"Naughton";"5.4";46;3958;2938;1020;1;3;NA
57;"Hünemeier";"7.3";39;3927;18;3909;NA;1;NA
300;"Atsu";"3.0";50;3910;2916;994;4;20;NA
308;"Yoshida";"4.7";51;3706;3294;412;NA;11;NA
307;"Bertrand";"8.9";54;3637;3461;176;3;13;NA
18;"Ramsey";"6.0";70;3596;3167;429;10;67;NA
281;"Mkhitaryan";"13.4";80;3519;3262;257;4;175;NA
216;"Moreno";"4.3";46;3377;2972;405;1;11;NA
373;"Ayew";"4.0";51;3185;2170;1015;6;43;NA
198;"Maguire";"7.7";51;3170;2782;388;NA;9;NA
250;"Fernandinho";"7.7";52;3130;2860;270;12;36;NA
7;"Bellerín";"9.5";59;3046;2293;753;NA;5;NA
23;"Xhaka";"10.3";54;2928;1970;958;1;18;NA
193;"Simpson";"3.8";45;2916;1962;954;2;2;NA
284;"Rashford";"8.8";76;2845;2533;312;18;104;NA
295;"Ritchie";"3.8";58;2763;2533;230;9;31;NA
28;"Lacazette";"10.4";103;2745;2649;96;260;491;NA
316;"Davis";"4.8";51;2743;2160;583;3;26;NA
348;"Diouf";"4.6";55;2684;2210;474;9;63;NA
111;"Kanté";"12.1";49;2584;1284;1300;1;10;NA
377;"Alderweireld";"7.8";59;2475;213;2262;6;15;NA
186;"Quaner";"3.6";45;2463;7;2456;NA;1;NA
405;"Mariappa";"4.1";40;2397;588;1809;NA;1;NA
101;"David Luiz";"12.2";59;2395;226;2169;2;11;NA
