"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"2621075";"1";"71";"5";"freehit";"1014";"0";"0";"0";"Salah"
"3590375";"2";"102";"0";"bboost";"1005";"0";"1";"0";"Salah"
"2415205";"3";"96";"2";"";"1006";"3";"1";"0";"Salah"
"2633702";"3";"45";"2";"";"1013";"3";"2";"0";"Salah"
"2702629";"3";"69";"2";"";"1012";"8";"2";"0";"Salah"
"582028";"6";"63";"9";"";"1010";"0";"0";"0";"Agüero"
"642529";"7";"77";"3";"freehit";"1013";"0";"0";"0";"Salah"
"50908";"8";"65";"7";"";"1014";"0";"0";"0";"Salah"
"3144802";"9";"54";"3";"";"1016";"15";"1";"0";"Salah"
"2554389";"10";"64";"7";"";"1009";"4";"0";"0";"Salah"
"3517112";"10";"79";"9";"wildcard";"1006";"2";"0";"0";"Salah"
"12137";"12";"70";"2";"";"1012";"0";"2";"0";"Salah"
"3616421";"12";"81";"0";"";"1011";"0";"2";"0";"Salah"
"791003";"14";"64";"9";"wildcard";"1014";"0";"0";"0";"Alonso"
"2852523";"15";"55";"5";"wildcard";"1010";"0";"0";"0";"Agüero"
"2992849";"16";"61";"7";"";"1011";"9";"1";"0";"Mané"
"2575352";"17";"63";"9";"";"1007";"9";"1";"0";"Agüero"
"3369418";"18";"71";"0";"";"1010";"0";"0";"0";"Agüero"
"1889352";"19";"64";"15";"";"1010";"4";"1";"0";"Mané"
"2217312";"19";"70";"7";"";"1015";"5";"1";"0";"Salah"
"2614408";"21";"75";"20";"";"1010";"0";"0";"0";"Salah"
"3980726";"22";"67";"5";"";"1012";"3";"2";"0";"Salah"
"4075100";"23";"75";"3";"wildcard";"1009";"3";"0";"0";"Salah"
"3313612";"24";"62";"4";"";"1013";"0";"2";"4";"Salah"
"4298923";"25";"59";"2";"";"1015";"0";"0";"0";"Salah"
"2995004";"26";"68";"7";"wildcard";"1012";"1";"0";"0";"Salah"
"3869553";"27";"65";"4";"";"1011";"8";"1";"0";"Salah"
"357142";"28";"74";"9";"";"1010";"0";"1";"0";"Salah"
"1813759";"28";"56";"8";"";"1013";"3";"2";"4";"Agüero"
"3026048";"28";"91";"2";"";"1005";"39";"1";"0";"Salah"
"1298148";"31";"75";"7";"";"1005";"30";"1";"0";"Agüero"
"1351775";"31";"71";"13";"3xc";"1014";"0";"1";"0";"Salah"
"3497829";"33";"72";"7";"";"1013";"0";"2";"0";"Salah"
"500194";"34";"71";"9";"";"1011";"9";"1";"0";"Salah"
"1186572";"34";"71";"6";"";"1012";"0";"1";"0";"Salah"
"1292884";"36";"57";"1";"";"1012";"3";"2";"0";"Salah"
"2272216";"36";"80";"3";"";"1008";"0";"1";"0";"Mané"
"3460472";"36";"71";"7";"";"1012";"3";"2";"0";"Agüero"
"3461699";"36";"78";"15";"3xc";"1011";"2";"2";"0";"Salah"
"3480965";"36";"60";"4";"";"1014";"3";"2";"0";"Salah"
"3692056";"36";"72";"8";"3xc";"1017";"5";"2";"4";"Salah"
"3818718";"36";"64";"0";"bboost";"1007";"0";"1";"0";"Agüero"
"452267";"43";"54";"0";"";"1013";"2";"2";"4";"Salah"
"107113";"44";"69";"5";"";"1007";"16";"2";"0";"Agüero"
"464568";"44";"53";"11";"";"1014";"0";"2";"0";"Salah"
"4398604";"44";"57";"2";"";"1014";"9";"2";"0";"Salah"
"2954515";"47";"54";"14";"";"1012";"5";"1";"0";"Mané"
