"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
393;"Richarlison";"32.8";71;4037;4037;NA;84;466;NA
145;"Wan-Bissaka";"29.1";43;3976;2063;1913;NA;NA;NA
247;"Robertson";"31.7";64;3509;3496;13;2;8;NA
253;"Salah";"35.7";130;3424;3424;NA;1759;1194;1
425;"Doherty";"20.3";50;3357;3294;63;NA;5;NA
115;"Alonso";"46.0";70;3304;2823;481;NA;2;NA
43;"Wilson";"38.9";70;3123;116;3007;3;51;NA
372;"Kane";"30.2";125;2955;2955;NA;954;1523;NA
437;"Jiménez";"18.4";61;2429;2396;33;4;44;NA
270;"Sterling";"21.5";116;2338;2336;2;94;576;NA
465;"Felipe Anderson";"16.0";73;2328;2327;1;18;170;NA
40;"Fraser";"28.5";63;2140;1823;317;1;2;NA
400;"Fabianski";"15.6";46;2140;2077;63;NA;7;NA
23;"Aubameyang";"35.9";115;2035;2035;NA;1651;264;7
122;"Hazard";"34.4";109;1972;1967;5;11;145;NA
245;"Alexander-Arnold";"29.7";54;1934;20;1914;NA;3;NA
190;"Hamer";"8.4";40;1709;NA;1709;NA;NA;NA
484;"Digne";"3.7";49;1293;1289;4;NA;4;NA
275;"Sané";"13.4";95;1275;1266;9;1;37;NA
427;"Bennett";"10.8";42;1127;740;387;NA;NA;NA
260;"Ederson";"25.9";58;1119;950;169;NA;2;NA
454;"Patrício";"9.2";46;1077;539;538;NA;NA;NA
268;"Laporte";"16.3";61;1010;937;73;NA;NA;NA
8;"Kolasinac";"3.0";50;849;849;NA;6;24;NA
340;"Højbjerg";"4.0";44;762;206;556;NA;NA;NA
480;"Mitrovic";"20.0";67;737;655;82;1;4;NA
22;"Lacazette";"10.8";96;672;672;NA;347;166;NA
47;"Ryan";"5.7";46;605;448;157;NA;NA;NA
524;"Success";"3.7";46;533;153;380;NA;NA;NA
367;"Son";"5.9";85;516;516;NA;7;59;NA
189;"Kamara";"8.8";43;496;132;364;NA;NA;NA
179;"Button";"1.7";40;472;NA;472;NA;NA;NA
301;"Martial";"9.2";75;456;14;442;5;17;NA
464;"Balbuena";"1.2";44;430;414;16;NA;NA;NA
419;"Chicharito";"4.9";64;416;415;1;7;33;NA
4;"Bellerín";"12.2";55;392;389;3;4;15;NA
445;"Foster";"3.9";45;379;44;335;NA;NA;NA
468;"Alisson";"21.2";57;377;338;39;NA;2;NA
504;"Camarasa";"1.7";46;376;232;144;NA;NA;NA
