"id";"position";"is_captain";"is_vice_captain";"multiplier";"web_name";"now_cost";"selected_by_percent"
154;1;FALSE;FALSE;1;"Pickford";50;"13.9"
247;2;FALSE;FALSE;1;"Robertson";66;"33.9"
115;3;FALSE;FALSE;1;"Alonso";68;"39.7"
484;4;FALSE;FALSE;1;"Digne";52;"12.9"
425;5;FALSE;FALSE;1;"Doherty";52;"23.8"
302;6;FALSE;FALSE;1;"Pogba";84;"30.8"
126;7;FALSE;FALSE;1;"Kanté";49;"18.4"
253;8;TRUE;FALSE;2;"Salah";133;"42.0"
391;9;FALSE;FALSE;1;"Pereyra";63;"17.0"
372;10;FALSE;TRUE;1;"Kane";126;"32.7"
437;11;FALSE;FALSE;1;"Jiménez";64;"22.3"
24;12;FALSE;FALSE;1;"Begovic";44;"3.7"
450;13;FALSE;FALSE;1;"Torreira";50;"6.4"
378;14;FALSE;FALSE;1;"Holebas";48;"12.8"
305;15;FALSE;FALSE;1;"Rashford";72;"20.4"
400;1;FALSE;FALSE;1;"Fabianski";48;"18.4"
484;2;FALSE;FALSE;1;"Digne";52;"12.9"
115;3;FALSE;FALSE;1;"Alonso";68;"39.7"
247;4;FALSE;FALSE;1;"Robertson";66;"33.9"
253;5;FALSE;FALSE;1;"Salah";133;"42.0"
393;6;FALSE;FALSE;1;"Richarlison";69;"29.0"
122;7;FALSE;FALSE;1;"Hazard";111;"38.3"
391;8;FALSE;FALSE;1;"Pereyra";63;"17.0"
367;9;FALSE;TRUE;1;"Son";88;"17.2"
305;10;FALSE;FALSE;1;"Rashford";72;"20.4"
23;11;TRUE;FALSE;2;"Aubameyang";114;"35.3"
190;12;FALSE;FALSE;1;"Hamer";40;"7.7"
145;13;FALSE;FALSE;1;"Wan-Bissaka";44;"32.3"
427;14;FALSE;FALSE;1;"Bennett";41;"10.6"
189;15;FALSE;FALSE;1;"Kamara";45;"11.2"
400;1;FALSE;FALSE;1;"Fabianski";48;"18.4"
484;2;FALSE;FALSE;1;"Digne";52;"12.9"
425;3;FALSE;FALSE;1;"Doherty";52;"23.8"
268;4;FALSE;FALSE;1;"Laporte";59;"11.0"
465;5;FALSE;FALSE;1;"Felipe Anderson";74;"19.8"
367;6;FALSE;FALSE;1;"Son";88;"17.2"
253;7;FALSE;FALSE;1;"Salah";133;"42.0"
40;8;FALSE;FALSE;1;"Fraser";61;"22.3"
437;9;FALSE;FALSE;1;"Jiménez";64;"22.3"
372;10;FALSE;TRUE;1;"Kane";126;"32.7"
23;11;TRUE;FALSE;2;"Aubameyang";114;"35.3"
454;12;FALSE;FALSE;1;"Patrício";45;"8.8"
394;13;FALSE;FALSE;1;"Deulofeu";55;"2.2"
145;14;FALSE;FALSE;1;"Wan-Bissaka";44;"32.3"
245;15;FALSE;FALSE;1;"Alexander-Arnold";52;"20.7"
191;1;FALSE;FALSE;1;"Lössl";44;"1.9"
484;2;FALSE;FALSE;1;"Digne";52;"12.9"
115;3;FALSE;FALSE;1;"Alonso";68;"39.7"
8;4;FALSE;FALSE;1;"Kolasinac";49;"4.1"
427;5;FALSE;FALSE;1;"Bennett";41;"10.6"
253;6;FALSE;FALSE;1;"Salah";133;"42.0"
122;7;TRUE;FALSE;2;"Hazard";111;"38.3"
393;8;FALSE;FALSE;1;"Richarlison";69;"29.0"
480;9;FALSE;FALSE;1;"Mitrovic";66;"16.3"
437;10;FALSE;FALSE;1;"Jiménez";64;"22.3"
372;11;FALSE;TRUE;1;"Kane";126;"32.7"
439;12;FALSE;FALSE;1;"Steele";40;"1.4"
101;13;FALSE;FALSE;1;"Paterson";51;"0.9"
247;14;FALSE;FALSE;1;"Robertson";66;"33.9"
340;15;FALSE;FALSE;1;"Højbjerg";44;"2.9"
