"entry";"rank";"gw_points";"points_on_bench";"chip_played";"team_value";"in_bank";"transfers_done";"transfers_cost"
"1905560";"1";"78";"16";"";"1006";"19";"1";"0"
"2021230";"2";"70";"12";"";"1005";"0";"0";"0"
"2620643";"3";"91";"10";"freehit";"1003";"3";"0";"0"
"1186231";"4";"107";"0";"bboost";"1008";"4";"1";"0"
"2685758";"5";"78";"10";"";"1004";"0";"0";"0"
"966173";"6";"59";"0";"bboost";"1007";"7";"2";"0"
"2145603";"7";"62";"14";"";"1004";"0";"0";"0"
"1143273";"8";"79";"6";"";"1005";"0";"0";"0"
"539106";"9";"81";"17";"";"1006";"4";"1";"0"
"421965";"10";"82";"0";"bboost";"1006";"4";"2";"0"
"2160210";"11";"79";"0";"bboost";"1006";"3";"2";"4"
"1557051";"12";"93";"7";"";"1004";"0";"0";"0"
"163596";"13";"69";"4";"";"1006";"0";"0";"0"
"2262082";"13";"53";"12";"";"1008";"0";"0";"0"
"3105196";"15";"77";"8";"";"1004";"0";"2";"0"
"761937";"16";"52";"2";"";"1007";"5";"0";"0"
"2050652";"17";"80";"11";"3xc";"1004";"0";"1";"0"
"3168369";"18";"93";"10";"";"1003";"0";"0";"0"
"3653581";"19";"82";"6";"";"1005";"0";"0";"0"
"3824312";"19";"56";"11";"";"1008";"0";"0";"0"
"1330432";"21";"73";"10";"";"1002";"0";"1";"0"
"3194189";"21";"59";"8";"";"1006";"3";"2";"0"
"3676359";"21";"62";"19";"";"1005";"4";"1";"0"
"2500453";"24";"91";"8";"";"1006";"0";"0";"0"
"2615646";"25";"63";"2";"";"1007";"5";"0";"0"
"1589079";"26";"53";"11";"";"1006";"15";"1";"0"
"2249436";"26";"89";"2";"";"1001";"0";"1";"0"
"2508661";"26";"86";"0";"bboost";"1008";"1";"1";"0"
"350886";"29";"57";"12";"";"1011";"25";"1";"0"
"744854";"30";"76";"16";"";"1004";"5";"0";"0"
"2139765";"30";"62";"0";"bboost";"1006";"4";"1";"0"
"2684901";"30";"68";"13";"3xc";"1007";"5";"0";"0"
"51377";"33";"88";"0";"bboost";"1007";"9";"1";"0"
"1398492";"33";"62";"4";"";"1007";"3";"2";"0"
"2214822";"33";"77";"7";"";"1004";"0";"1";"0"
"935952";"36";"73";"19";"";"1003";"0";"0";"0"
"1871583";"36";"83";"14";"wildcard";"1007";"4";"0";"0"
"2141704";"36";"83";"4";"";"1005";"0";"0";"0"
"3128371";"39";"90";"1";"";"1001";"0";"0";"0"
"2448501";"40";"80";"-1";"";"1002";"5";"2";"0"
"2524821";"40";"70";"11";"3xc";"1004";"0";"1";"0"
"564153";"42";"84";"4";"";"1001";"3";"1";"0"
"2059698";"42";"72";"5";"";"1007";"1";"1";"0"
"354021";"44";"92";"12";"3xc";"1005";"19";"1";"0"
"929092";"44";"80";"10";"";"1004";"5";"1";"0"
"2886753";"46";"53";"5";"";"1005";"5";"0";"0"
"92365";"47";"72";"6";"";"1006";"0";"0";"0"
"1090194";"47";"72";"0";"";"1007";"0";"0";"0"
"1957524";"47";"65";"0";"";"1006";"10";"1";"0"
"3214395";"47";"77";"22";"";"1004";"24";"1";"0"
"3131795";"51";"85";"8";"3xc";"1004";"3";"1";"0"
"2606249";"52";"46";"12";"";"1007";"0";"0";"0"
"3791028";"52";"76";"5";"";"1002";"0";"0";"0"
"370742";"54";"63";"2";"";"1009";"9";"1";"0"
"700255";"54";"79";"8";"";"1001";"23";"2";"0"
"734055";"54";"73";"0";"bboost";"1010";"15";"1";"0"
"2540100";"54";"63";"12";"";"1006";"34";"1";"0"
"3674940";"54";"62";"12";"";"1009";"1";"1";"0"
"1424804";"59";"86";"0";"bboost";"1007";"5";"0";"0"
"1762350";"60";"86";"0";"bboost";"1006";"0";"1";"0"
"3145102";"60";"71";"5";"";"1009";"0";"0";"0"
"259793";"62";"88";"8";"";"1004";"0";"1";"0"
"420395";"62";"93";"0";"bboost";"1006";"0";"1";"0"
"794479";"62";"67";"10";"";"1007";"9";"1";"0"
"2245400";"62";"54";"18";"";"1007";"4";"1";"0"
"2389278";"62";"47";"6";"";"1008";"5";"2";"0"
"2752661";"62";"81";"3";"";"1006";"5";"1";"0"
"3094779";"62";"89";"0";"bboost";"1001";"9";"1";"0"
"3507113";"62";"67";"5";"";"1007";"0";"0";"0"
"1796791";"70";"67";"8";"";"1006";"2";"1";"0"
"3638717";"71";"55";"4";"";"1011";"9";"1";"0"
"813433";"72";"68";"14";"";"1004";"0";"0";"0"
"1921491";"72";"75";"3";"";"1004";"0";"0";"0"
"2502065";"72";"67";"2";"";"1003";"0";"0";"0"
"2882456";"72";"76";"0";"bboost";"1004";"0";"0";"0"
"3255184";"72";"82";"5";"";"1007";"0";"0";"0"
"3876229";"72";"76";"4";"";"1003";"0";"0";"0"
"173038";"78";"48";"2";"";"1007";"0";"0";"0"
"1310615";"78";"52";"9";"3xc";"1010";"18";"1";"0"
"1577670";"78";"67";"0";"bboost";"1005";"10";"0";"0"
"2949755";"78";"91";"6";"3xc";"1000";"10";"0";"0"
"3163945";"78";"67";"16";"";"1009";"15";"0";"0"
"3635974";"78";"81";"0";"bboost";"1005";"4";"0";"0"
"7772";"84";"72";"0";"";"1008";"0";"2";"0"
"749405";"84";"56";"4";"";"1011";"0";"1";"0"
"757168";"84";"79";"0";"";"1007";"14";"1";"0"
"1895465";"84";"65";"10";"";"1006";"0";"1";"0"
"3219205";"84";"68";"9";"";"1009";"0";"2";"0"
"3583334";"84";"66";"11";"";"1005";"10";"1";"0"
"3808601";"84";"71";"4";"";"1003";"10";"1";"0"
"3831698";"84";"57";"12";"";"1006";"5";"1";"0"
"3278666";"92";"82";"14";"";"1003";"15";"1";"0"
"1035884";"93";"74";"3";"";"1003";"10";"0";"0"
"2193234";"93";"58";"2";"";"1006";"0";"0";"0"
"2207491";"93";"56";"0";"bboost";"1006";"0";"0";"0"
"2366545";"93";"83";"9";"";"1004";"10";"0";"0"
"2923400";"93";"71";"19";"freehit";"1002";"3";"0";"0"
"3333978";"93";"63";"5";"freehit";"1008";"0";"0";"0"
"1346805";"99";"67";"16";"";"1008";"10";"1";"0"
"1531108";"99";"66";"14";"";"1008";"13";"1";"0"
"115327";"101";"67";"7";"";"1007";"14";"1";"0"
"657503";"101";"67";"2";"";"1005";"24";"1";"0"
"877758";"101";"72";"7";"";"1009";"0";"1";"0"
"960321";"101";"70";"3";"3xc";"1006";"0";"1";"0"
"1224235";"101";"70";"6";"";"1005";"29";"2";"0"
"1473274";"101";"84";"2";"";"1003";"0";"1";"0"
"1555978";"101";"101";"8";"3xc";"1000";"3";"1";"0"
"1914843";"101";"80";"4";"3xc";"1002";"19";"1";"0"
"3284609";"101";"81";"12";"";"1002";"0";"1";"0"
"3540017";"101";"57";"6";"";"1009";"8";"1";"0"
"840566";"111";"82";"13";"";"1003";"0";"0";"0"
"1508309";"111";"72";"5";"";"1007";"5";"0";"0"
"2179680";"111";"69";"10";"";"1004";"0";"0";"0"
"2198021";"111";"75";"3";"";"1003";"0";"0";"0"
"2248319";"111";"62";"2";"";"1002";"0";"0";"0"
"266830";"116";"69";"4";"";"1008";"9";"1";"0"
"669482";"116";"63";"1";"";"1008";"4";"0";"0"
"1014414";"116";"68";"8";"";"1006";"5";"0";"0"
"1578554";"116";"77";"3";"";"1005";"0";"0";"0"
"2981153";"116";"58";"4";"";"1006";"5";"0";"0"
"3534274";"116";"86";"9";"";"1003";"5";"0";"0"
"21129";"122";"62";"12";"";"1009";"8";"2";"0"
"46293";"122";"63";"7";"";"1006";"0";"1";"0"
"117954";"122";"70";"9";"";"1008";"0";"1";"0"
"234573";"122";"72";"12";"";"1007";"0";"2";"0"
"417614";"122";"65";"0";"bboost";"1008";"0";"2";"0"
"1047128";"122";"81";"7";"";"1005";"0";"1";"0"
"1859996";"122";"82";"7";"";"1007";"0";"0";"0"
"1944323";"122";"65";"11";"";"1007";"0";"1";"0"
"1980491";"122";"53";"7";"";"1010";"10";"2";"0"
"2093376";"122";"60";"13";"";"1009";"4";"1";"0"
"2226752";"122";"72";"2";"";"1004";"10";"1";"0"
"2287096";"122";"49";"2";"";"1007";"0";"1";"0"
"2370506";"122";"56";"7";"";"1005";"5";"1";"0"
"2895553";"122";"70";"0";"bboost";"1005";"4";"1";"0"
"3304149";"122";"59";"5";"";"1005";"5";"1";"0"
"3319716";"122";"69";"1";"";"1006";"3";"1";"0"
"3578327";"122";"61";"15";"";"1009";"0";"1";"0"
"165841";"139";"76";"26";"";"1003";"2";"3";"8"
"1319186";"140";"56";"16";"";"1003";"35";"0";"0"
"1395246";"140";"83";"3";"";"1003";"0";"0";"0"
"2088418";"140";"80";"0";"";"1004";"0";"0";"0"
"2226547";"140";"72";"6";"";"1003";"10";"0";"0"
"2265434";"140";"71";"15";"";"1008";"0";"0";"0"
"2594811";"140";"71";"8";"";"1003";"0";"0";"0"
"3350971";"140";"58";"8";"";"1004";"5";"0";"0"
"3450460";"140";"77";"4";"";"1003";"0";"0";"0"
"3672692";"140";"75";"21";"";"1004";"0";"0";"0"
"273669";"149";"66";"8";"";"1006";"0";"1";"0"
"379974";"149";"82";"3";"";"1002";"5";"1";"0"
"761004";"149";"83";"6";"3xc";"1005";"0";"1";"0"
"1638203";"149";"48";"1";"";"1010";"5";"1";"0"
"2088783";"149";"81";"3";"";"1006";"19";"0";"0"
"3197004";"149";"68";"9";"";"1009";"15";"1";"0"
"3459553";"149";"78";"3";"";"1004";"14";"0";"0"
"3516442";"149";"79";"4";"";"1002";"8";"0";"0"
"3688516";"149";"51";"5";"";"1006";"0";"0";"0"
"17490";"158";"63";"0";"bboost";"1008";"5";"1";"0"
"387742";"158";"68";"15";"";"1007";"0";"1";"0"
"423982";"158";"92";"1";"";"1003";"0";"1";"0"
"556519";"158";"66";"1";"";"1005";"14";"1";"0"
"748709";"158";"70";"1";"";"1005";"0";"1";"0"
"763672";"158";"65";"5";"";"1005";"1";"2";"0"
"1472257";"158";"50";"11";"";"1010";"14";"2";"0"
"2154298";"158";"50";"7";"";"1006";"8";"1";"0"
"2385306";"158";"69";"11";"";"1002";"0";"2";"0"
"2945534";"158";"68";"0";"bboost";"1005";"0";"1";"0"
"522407";"168";"69";"0";"bboost";"1006";"0";"0";"0"
"2133078";"168";"65";"0";"";"1005";"0";"0";"0"
"2449775";"168";"72";"12";"";"1001";"5";"0";"0"
"2877633";"168";"69";"20";"";"1004";"5";"0";"0"
"2894914";"168";"71";"0";"bboost";"1005";"0";"0";"0"
"2921530";"168";"63";"0";"bboost";"1006";"0";"0";"0"
"3091033";"168";"73";"0";"bboost";"1007";"0";"0";"0"
"3352631";"168";"71";"2";"";"1000";"0";"0";"0"
"3646577";"168";"73";"4";"";"1005";"0";"0";"0"
"3665783";"168";"62";"9";"";"1008";"0";"0";"0"
"3715814";"168";"75";"8";"";"1005";"0";"0";"0"
"3741540";"168";"72";"14";"";"1004";"0";"0";"0"
"1270042";"180";"75";"16";"";"1005";"14";"0";"0"
"1842810";"180";"72";"1";"";"1005";"0";"0";"0"
"3009590";"180";"93";"5";"3xc";"1004";"5";"0";"0"
"3304166";"180";"83";"13";"";"1002";"9";"0";"0"
"3693564";"180";"77";"3";"";"1005";"0";"0";"0"
"3785662";"180";"59";"9";"";"1005";"0";"0";"0"
"5847";"186";"56";"10";"";"1011";"0";"1";"0"
"159149";"186";"62";"5";"";"1010";"0";"1";"0"
"563271";"186";"64";"16";"";"1009";"5";"1";"0"
"946656";"186";"79";"9";"";"1004";"5";"2";"0"
"1030438";"186";"72";"5";"";"1004";"4";"2";"0"
"1034026";"186";"50";"6";"";"1005";"18";"1";"0"
"1269345";"186";"70";"0";"";"1005";"13";"1";"0"
"1564471";"186";"68";"4";"";"1003";"10";"2";"0"
"2059731";"186";"53";"7";"";"1006";"2";"2";"0"
"2085306";"186";"86";"5";"";"1003";"5";"1";"0"
"2127660";"186";"86";"20";"";"1003";"21";"2";"0"
"2157499";"186";"49";"10";"";"1004";"13";"2";"0"
"2709926";"186";"82";"0";"bboost";"1004";"24";"1";"0"
"3069926";"186";"67";"6";"";"1007";"9";"1";"0"
"3708918";"186";"79";"10";"";"1002";"3";"2";"0"
"19130";"201";"59";"1";"3xc";"1007";"10";"2";"4"
"249701";"201";"69";"10";"";"1008";"9";"1";"0"
"816280";"203";"59";"11";"";"1008";"0";"0";"0"
"1315730";"203";"54";"6";"";"1002";"0";"0";"0"
"1458407";"203";"61";"3";"";"1002";"20";"0";"0"
"2179121";"203";"74";"0";"bboost";"1005";"0";"0";"0"
"3418869";"203";"80";"0";"bboost";"1005";"0";"0";"0"
"3799718";"203";"70";"0";"";"1006";"0";"0";"0"
"814811";"209";"82";"6";"wildcard";"1004";"0";"0";"0"
"1290727";"209";"60";"5";"";"1007";"0";"0";"0"
"2180398";"209";"69";"23";"freehit";"1009";"10";"0";"0"
"2241825";"209";"53";"13";"";"1005";"9";"1";"0"
"3292462";"209";"60";"19";"";"1008";"15";"0";"0"
"3353979";"209";"60";"4";"";"1007";"0";"0";"0"
"3535507";"209";"83";"10";"";"1002";"5";"1";"0"
"3809326";"209";"68";"2";"";"1004";"14";"0";"0"
"3809709";"209";"87";"12";"";"1003";"0";"0";"0"
"3855579";"209";"64";"0";"bboost";"1004";"0";"1";"0"
"156373";"219";"55";"8";"";"1009";"0";"2";"0"
"202847";"219";"68";"12";"";"1008";"14";"1";"0"
"406317";"219";"62";"5";"";"1007";"18";"1";"0"
"926025";"219";"77";"8";"";"1007";"9";"1";"0"
"1426526";"219";"62";"4";"";"1006";"3";"1";"0"
"1634899";"219";"78";"8";"";"1007";"0";"1";"0"
"1750116";"219";"76";"12";"";"1005";"0";"1";"0"
"2413599";"219";"62";"7";"";"1007";"4";"1";"0"
"3196088";"219";"82";"5";"";"1002";"8";"1";"0"
"3290372";"219";"53";"3";"";"1008";"14";"0";"0"
"680501";"229";"75";"0";"bboost";"1009";"10";"1";"0"
"1131246";"229";"79";"1";"";"1004";"0";"1";"0"
"3086985";"229";"86";"3";"";"1005";"5";"0";"0"
"600370";"232";"69";"10";"";"1004";"0";"0";"0"
"940068";"232";"66";"10";"freehit";"1004";"4";"0";"0"
"984123";"232";"62";"7";"freehit";"1004";"7";"0";"0"
"1409661";"232";"76";"13";"";"1004";"0";"0";"0"
"1547838";"232";"61";"3";"";"1004";"0";"0";"0"
"1591050";"232";"65";"12";"";"1002";"15";"0";"0"
"1636685";"232";"48";"9";"";"1008";"15";"0";"0"
"2390534";"232";"74";"5";"";"1004";"0";"0";"0"
"2799266";"232";"78";"11";"";"1002";"0";"0";"0"
"2872718";"232";"71";"4";"";"1007";"0";"0";"0"
"2993911";"232";"53";"10";"";"1007";"0";"0";"0"
"3050606";"232";"65";"1";"";"1009";"0";"0";"0"
"3539707";"232";"76";"0";"";"1004";"0";"0";"0"
"19961";"245";"56";"1";"";"1006";"5";"0";"0"
"31566";"245";"60";"15";"";"1009";"9";"0";"0"
"525545";"245";"64";"11";"freehit";"1002";"3";"0";"0"
"1096664";"245";"87";"2";"";"1003";"10";"0";"0"
"1141194";"245";"86";"5";"";"1005";"0";"0";"0"
"1470462";"245";"66";"9";"";"1004";"20";"1";"0"
"1633837";"245";"59";"6";"";"1002";"0";"0";"0"
"1737251";"245";"60";"11";"";"1004";"5";"0";"0"
"2507311";"245";"76";"19";"wildcard";"1008";"3";"0";"0"
"2597970";"245";"76";"6";"";"1007";"0";"0";"0"
"2881138";"245";"85";"7";"";"1002";"0";"0";"0"
"3029292";"245";"66";"3";"";"1005";"5";"1";"0"
"3176926";"245";"86";"5";"";"1003";"20";"0";"0"
"3513174";"245";"70";"15";"";"1006";"0";"0";"0"
"122687";"259";"60";"15";"";"1010";"0";"1";"0"
"127746";"259";"54";"8";"";"1006";"5";"1";"0"
"179517";"259";"54";"2";"";"1009";"30";"1";"0"
"399639";"259";"48";"10";"";"1011";"0";"1";"0"
"699847";"259";"65";"9";"";"1003";"0";"1";"0"
"892792";"259";"90";"8";"";"1003";"3";"2";"0"
"948944";"259";"66";"4";"";"1005";"9";"2";"0"
"1097150";"259";"78";"7";"";"1004";"0";"2";"0"
"1222037";"259";"56";"9";"";"1005";"14";"1";"0"
"1246753";"259";"61";"9";"3xc";"1002";"1";"2";"4"
"1446247";"259";"76";"15";"";"1005";"5";"1";"0"
"1461945";"259";"78";"0";"bboost";"1005";"0";"2";"4"
"1835472";"259";"43";"2";"";"1004";"0";"1";"0"
"2186558";"259";"68";"17";"";"1007";"10";"2";"0"
"2203060";"259";"73";"12";"";"1007";"3";"2";"0"
"2248741";"259";"72";"10";"";"1007";"0";"1";"0"
"2417770";"259";"75";"12";"";"1006";"3";"1";"0"
"2632094";"259";"57";"20";"";"1006";"8";"1";"0"
"2820658";"259";"55";"2";"";"1010";"0";"1";"0"
"3079268";"259";"59";"10";"";"1006";"0";"1";"0"
"3388436";"259";"63";"23";"";"1006";"7";"2";"0"
"3390924";"259";"78";"6";"";"1003";"2";"1";"0"
"3480896";"259";"58";"0";"bboost";"1008";"13";"2";"0"
"3487984";"259";"85";"9";"";"1005";"10";"1";"0"
"3597997";"259";"82";"10";"";"1005";"15";"2";"0"
"3729511";"259";"67";"7";"";"1007";"14";"1";"0"
"503888";"285";"64";"20";"";"1009";"4";"1";"0"
"570835";"285";"79";"3";"";"1005";"10";"1";"0"
"949973";"287";"85";"10";"";"1006";"0";"3";"8"
"304166";"288";"64";"9";"";"1006";"0";"0";"0"
"1326471";"288";"78";"1";"";"1004";"0";"0";"0"
"1543197";"288";"105";"0";"bboost";"1003";"0";"0";"0"
"1546711";"288";"77";"5";"";"1003";"0";"0";"0"
"1651256";"288";"68";"15";"";"1004";"0";"0";"0"
"2024614";"288";"63";"0";"bboost";"1006";"5";"0";"0"
"2140315";"288";"62";"1";"";"1005";"0";"0";"0"
"2671754";"288";"72";"1";"";"1002";"0";"0";"0"
"2740350";"288";"74";"0";"bboost";"1001";"0";"0";"0"
"3103832";"288";"60";"2";"";"1003";"0";"0";"0"
"3133678";"288";"85";"4";"";"999";"0";"0";"0"
"3551956";"288";"77";"1";"";"1003";"0";"0";"0"
"3681603";"288";"51";"16";"freehit";"1008";"8";"0";"0"
"3820950";"288";"84";"10";"";"1001";"0";"0";"0"
"532765";"302";"63";"6";"";"1008";"0";"0";"0"
"1171645";"302";"65";"10";"";"1005";"5";"0";"0"
"1199812";"302";"66";"20";"";"1007";"4";"1";"0"
"1400616";"302";"61";"2";"";"1005";"5";"1";"0"
"1410584";"302";"42";"7";"";"1011";"0";"0";"0"
"1597034";"302";"68";"6";"";"1006";"0";"0";"0"
"1795075";"302";"64";"5";"";"1002";"3";"1";"0"
"1856508";"302";"68";"4";"";"1005";"4";"0";"0"
"1859315";"302";"51";"10";"";"1007";"5";"0";"0"
"1956297";"302";"66";"0";"bboost";"1006";"5";"0";"0"
"2075529";"302";"60";"2";"";"1004";"0";"0";"0"
"2388986";"302";"55";"8";"";"1008";"0";"1";"0"
"2653830";"302";"79";"14";"";"1003";"5";"1";"0"
"2748498";"302";"60";"10";"";"1008";"10";"0";"0"
"2775464";"302";"77";"11";"";"1003";"0";"0";"0"
"3830357";"302";"83";"9";"";"1005";"0";"0";"0"
"76195";"318";"66";"4";"";"1007";"5";"0";"0"
"103669";"318";"47";"14";"3xc";"1006";"4";"2";"0"
"330807";"318";"70";"0";"";"1003";"8";"2";"0"
"378227";"318";"68";"3";"";"1008";"0";"1";"0"
"512611";"318";"84";"7";"3xc";"1003";"1";"1";"0"
"595240";"318";"60";"7";"";"1004";"4";"1";"0"
"776553";"318";"65";"17";"";"1006";"21";"2";"0"
"1006659";"318";"76";"6";"";"1005";"20";"2";"0"
"1138892";"318";"56";"8";"";"1009";"5";"1";"0"
"1308413";"318";"51";"17";"";"1010";"5";"1";"0"
"1563293";"318";"48";"9";"";"1009";"10";"1";"0"
"1732106";"318";"73";"17";"";"1000";"9";"1";"0"
"1855048";"318";"81";"11";"";"1005";"0";"1";"0"
"1940748";"318";"71";"2";"";"1006";"10";"1";"0"
"2084709";"318";"65";"5";"";"1009";"5";"1";"0"
"2398620";"318";"75";"2";"";"1007";"10";"0";"0"
"2749527";"318";"57";"10";"";"1007";"12";"2";"0"
"3320858";"318";"62";"15";"";"1009";"8";"1";"0"
"3413055";"318";"59";"4";"";"1006";"0";"2";"0"
"3574745";"318";"83";"16";"";"1003";"10";"2";"4"
"3812507";"318";"47";"17";"";"1007";"0";"1";"0"
"549386";"339";"64";"21";"";"1004";"10";"1";"0"
"683173";"339";"73";"16";"";"1005";"0";"3";"4"
"2017906";"339";"68";"7";"";"1007";"0";"2";"4"
"70497";"342";"85";"13";"3xc";"1006";"0";"1";"0"
"77745";"343";"71";"19";"";"1005";"0";"0";"0"
"774108";"343";"58";"6";"";"1005";"0";"0";"0"
"910972";"343";"69";"10";"";"1006";"0";"0";"0"
"1503123";"343";"72";"2";"";"1005";"0";"0";"0"
"2228937";"343";"73";"12";"";"1002";"0";"0";"0"
"2301497";"343";"55";"15";"";"1006";"0";"0";"0"
"2386074";"343";"55";"0";"";"1008";"0";"0";"0"
"2970832";"343";"65";"4";"";"1007";"0";"0";"0"
"3000795";"343";"59";"11";"freehit";"1006";"2";"0";"0"
"3343430";"343";"57";"15";"";"1005";"0";"0";"0"
"3726935";"343";"62";"10";"";"1008";"0";"0";"0"
"146426";"354";"66";"14";"";"1005";"4";"1";"0"
"512247";"354";"82";"6";"";"1003";"10";"0";"0"
"522869";"354";"72";"19";"";"1007";"24";"0";"0"
"961102";"354";"59";"8";"";"1007";"5";"0";"0"
"1009310";"354";"73";"12";"";"1005";"30";"1";"0"
"1250527";"354";"79";"9";"";"1005";"10";"0";"0"
"1863110";"354";"45";"2";"";"1007";"0";"0";"0"
"1906240";"354";"57";"3";"";"1007";"9";"1";"0"
"2092449";"354";"69";"5";"";"1007";"5";"0";"0"
"2518940";"354";"54";"8";"";"1001";"0";"0";"0"
"2620195";"354";"79";"4";"";"1003";"5";"0";"0"
"2694447";"354";"70";"4";"";"1003";"10";"0";"0"
"2975060";"354";"82";"12";"";"1006";"5";"0";"0"
"3120391";"354";"74";"12";"";"1005";"0";"0";"0"
"3226910";"354";"76";"2";"";"1003";"5";"0";"0"
"3274518";"354";"64";"2";"";"1003";"0";"0";"0"
"3373004";"354";"65";"3";"";"1006";"0";"0";"0"
"3448586";"354";"69";"21";"";"1002";"0";"0";"0"
"3465834";"354";"63";"6";"";"1007";"5";"0";"0"
"3703748";"354";"62";"5";"";"1003";"10";"0";"0"
"55793";"374";"68";"8";"";"1007";"5";"2";"0"
"103252";"374";"54";"9";"";"1006";"6";"1";"0"
"139896";"374";"73";"0";"bboost";"1002";"3";"2";"0"
"277773";"374";"86";"10";"";"1002";"5";"1";"0"
"289506";"374";"50";"2";"3xc";"1007";"0";"2";"0"
"365360";"374";"86";"2";"3xc";"1002";"5";"1";"0"
"486646";"374";"61";"3";"";"1006";"10";"1";"0"
"491110";"374";"63";"10";"";"1004";"0";"1";"0"
"577412";"374";"77";"20";"";"1004";"0";"2";"0"
"619418";"374";"69";"17";"";"1004";"8";"2";"0"
"819428";"374";"89";"0";"bboost";"1004";"1";"2";"0"
"1033469";"374";"84";"11";"";"1006";"15";"1";"0"
"1036597";"374";"70";"12";"";"1001";"1";"1";"0"
"1058169";"374";"56";"6";"";"1006";"1";"2";"0"
"1104247";"374";"65";"15";"";"1003";"10";"1";"0"
"1144863";"374";"63";"0";"bboost";"1008";"0";"1";"0"
"1326760";"374";"54";"7";"";"1007";"15";"1";"0"
"1405050";"374";"63";"4";"";"1007";"4";"1";"0"
"1626781";"374";"61";"19";"";"1005";"13";"2";"0"
"1700119";"374";"84";"0";"bboost";"1004";"0";"1";"0"
"1733404";"374";"94";"0";"bboost";"1000";"5";"1";"0"
"1796248";"374";"74";"6";"";"1005";"4";"2";"0"
"1929133";"374";"75";"1";"";"1005";"0";"1";"0"
"1983292";"374";"88";"9";"";"1001";"0";"1";"0"
"1990541";"374";"77";"3";"";"1005";"18";"1";"0"
"2093099";"374";"61";"5";"";"1006";"0";"2";"0"
"2229776";"374";"63";"0";"bboost";"1006";"14";"1";"0"
"2409869";"374";"79";"2";"";"1003";"10";"1";"0"
"2583649";"374";"77";"0";"";"1001";"5";"1";"0"
"2636779";"374";"68";"7";"";"1003";"8";"1";"0"
"2655935";"374";"83";"2";"";"1003";"5";"1";"0"
"2851200";"374";"76";"14";"";"1003";"13";"1";"0"
"3169985";"374";"76";"19";"";"1005";"28";"2";"0"
"3267992";"374";"69";"11";"";"1005";"5";"0";"0"
"3442927";"374";"77";"0";"bboost";"1004";"1";"1";"0"
"3604144";"374";"50";"8";"";"1006";"14";"2";"0"
"3645550";"374";"83";"0";"bboost";"1003";"3";"2";"0"
"386849";"411";"64";"14";"";"1007";"4";"2";"4"
"3592689";"411";"70";"2";"";"1005";"2";"3";"4"
"3752995";"411";"73";"10";"";"1004";"4";"1";"0"
"1316071";"414";"83";"0";"bboost";"1002";"4";"2";"4"
"129949";"415";"75";"11";"";"1004";"0";"0";"0"
"783770";"415";"83";"8";"";"1003";"0";"0";"0"
"872472";"415";"58";"15";"";"1006";"0";"0";"0"
"895592";"415";"75";"2";"";"1007";"40";"0";"0"
"1003401";"415";"78";"4";"";"1003";"0";"0";"0"
"1164519";"415";"63";"14";"";"1006";"0";"0";"0"
"1184428";"415";"64";"10";"";"1006";"5";"0";"0"
"1279935";"415";"82";"14";"";"1001";"0";"0";"0"
"1854138";"415";"85";"0";"bboost";"1003";"0";"0";"0"
"1987783";"415";"51";"21";"";"1007";"0";"0";"0"
"2066376";"415";"60";"2";"";"1005";"0";"0";"0"
"2124898";"415";"96";"11";"";"1002";"0";"0";"0"
"2207841";"415";"83";"4";"";"1000";"0";"0";"0"
"2249635";"415";"64";"7";"";"1006";"15";"0";"0"
"2809982";"415";"76";"7";"";"1005";"0";"0";"0"
"2911608";"415";"76";"15";"";"1003";"0";"0";"0"
"2926026";"415";"72";"8";"";"1005";"0";"0";"0"
"2935491";"415";"78";"4";"";"1005";"5";"0";"0"
"3211264";"415";"78";"3";"";"1004";"0";"0";"0"
"3214067";"415";"66";"0";"";"1002";"0";"0";"0"
"3216004";"415";"63";"2";"";"1005";"0";"0";"0"
"3561569";"415";"66";"1";"";"1002";"0";"0";"0"
"3570530";"415";"55";"8";"";"1006";"0";"0";"0"
"136695";"438";"55";"14";"";"1011";"0";"0";"0"
"311913";"438";"83";"12";"";"1003";"0";"0";"0"
"432009";"438";"38";"12";"wildcard";"1009";"2";"0";"0"
"709464";"438";"82";"0";"bboost";"1006";"0";"0";"0"
"981419";"438";"92";"17";"";"1002";"0";"0";"0"
"987525";"438";"68";"5";"";"1008";"0";"1";"0"
"1059545";"438";"80";"4";"";"1000";"9";"1";"0"
"1352418";"438";"81";"15";"";"1006";"3";"1";"0"
"1535323";"438";"82";"2";"";"1003";"0";"1";"0"
"1821326";"438";"81";"8";"";"1005";"0";"0";"0"
"1822815";"438";"94";"8";"";"1001";"0";"1";"0"
"2059790";"438";"32";"9";"";"1010";"4";"0";"0"
"2241888";"438";"69";"5";"";"1002";"8";"1";"0"
"2289291";"438";"84";"3";"";"1003";"0";"0";"0"
"2366445";"438";"84";"11";"";"1003";"0";"0";"0"
"2518068";"438";"57";"16";"";"1007";"9";"0";"0"
"3072806";"438";"64";"0";"bboost";"1006";"23";"1";"0"
"3217908";"438";"65";"0";"bboost";"1005";"5";"1";"0"
"3271721";"438";"82";"6";"";"1004";"4";"0";"0"
"3701175";"438";"61";"7";"";"1005";"0";"1";"0"
"20030";"458";"73";"2";"";"1005";"3";"1";"0"
"72867";"458";"64";"8";"";"1011";"5";"2";"0"
"183245";"458";"57";"13";"";"1008";"0";"1";"0"
