"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
24;"Begovic";"4.8";45;8;2;6;NA;1;NA
28;"Daniels";"13.4";45;8;2;6;NA;NA;NA
378;"Holebas";"9.0";46;8;7;1;NA;NA;NA
427;"Bennett";"7.7";40;8;NA;8;NA;NA;NA
437;"Jiménez";"5.0";55;8;3;5;NA;NA;NA
138;"Tomkins";"6.4";45;7;NA;7;NA;NA;NA
164;"Walcott";"13.5";67;7;7;NA;NA;1;NA
167;"Schneiderlin";"2.2";45;7;NA;7;NA;NA;NA
257;"Firmino";"29.1";95;7;7;NA;NA;2;NA
454;"Patrício";"5.4";45;7;NA;7;NA;NA;NA
490;"Hart";"5.9";45;7;4;3;NA;NA;NA
150;"Milivojevic";"6.0";64;6;1;5;NA;NA;NA
27;"Steve Cook";"8.7";46;5;1;4;NA;NA;NA
88;"Etheridge";"5.6";46;5;2;3;NA;NA;NA
335;"Bednarek";"4.0";39;5;NA;5;NA;NA;NA
498;"Kepa";"3.9";55;5;3;2;NA;NA;NA
23;"Aubameyang";"14.4";109;4;4;NA;NA;1;NA
47;"Ryan";"4.3";45;4;1;3;NA;NA;NA
52;"Suttner";"6.6";40;4;NA;4;NA;NA;NA
126;"Kanté";"22.9";50;4;3;1;NA;NA;NA
131;"Hudson-Odoi";"1.6";44;4;NA;4;NA;NA;NA
141;"Schlupp";"4.4";45;4;2;2;NA;NA;NA
142;"van Aanholt";"5.5";55;4;2;2;NA;NA;NA
154;"Pickford";"17.9";50;4;1;3;NA;NA;NA
220;"Maguire";"15.7";55;4;3;1;NA;NA;NA
221;"Pereira";"5.5";51;4;4;NA;NA;NA;NA
233;"Maddison";"2.4";65;4;3;1;NA;NA;NA
282;"De Gea";"23.9";60;4;2;2;NA;NA;NA
522;"Stankovic";"3.5";40;4;NA;4;NA;NA;NA
25;"Boruc";"6.8";40;3;NA;3;NA;NA;NA
70;"Mee";"4.4";50;3;2;1;NA;NA;NA
113;"Azpilicueta";"13.1";65;3;3;NA;NA;NA;NA
155;"Stekelenburg";"4.3";40;3;NA;3;NA;NA;NA
262;"Stones";"9.9";55;3;NA;3;NA;NA;NA
286;"Shaw";"8.6";51;3;NA;3;NA;NA;NA
302;"Pogba";"17.9";82;3;3;NA;NA;NA;NA
304;"Fred";"3.1";59;3;3;NA;NA;NA;NA
351;"Lloris";"7.5";55;3;3;NA;NA;1;NA
392;"Hughes";"1.3";50;3;3;NA;NA;NA;NA
410;"Masuaku";"2.2";45;3;NA;3;NA;NA;NA
423;"Boly";"1.6";45;3;NA;3;NA;NA;NA
451;"Guendouzi";"3.3";45;3;NA;3;NA;NA;NA
4;"Bellerín";"12.2";55;2;2;NA;NA;NA;NA
15;"Iwobi";"1.7";55;2;2;NA;NA;NA;NA
32;"Simpson";"5.0";40;2;NA;2;NA;NA;NA
48;"Dunk";"1.9";44;2;NA;2;NA;NA;NA
80;"Westwood";"1.8";45;2;NA;2;NA;NA;NA
86;"Wells";"1.9";45;2;NA;2;NA;NA;NA
109;"Madine";"1.3";45;2;NA;2;NA;NA;NA
124;"Willian";"7.0";75;2;2;NA;NA;NA;NA
135;"Hennessey";"3.2";45;2;1;1;NA;NA;NA
209;"Quaner";"4.2";45;2;NA;2;NA;NA;NA
218;"Benalouane";"1.0";40;2;NA;2;NA;NA;NA
242;"Gomez";"1.9";50;2;2;NA;NA;NA;NA
265;"Walker";"10.4";65;2;2;NA;NA;NA;NA
271;"David Silva";"6.6";85;2;2;NA;NA;NA;NA
274;"Gündogan";"2.9";55;2;2;NA;NA;NA;NA
318;"Shelvey";"0.9";55;2;NA;2;NA;NA;NA
328;"McCarthy";"3.1";45;2;NA;2;NA;NA;NA
330;"Bertrand";"5.9";50;2;1;1;NA;NA;NA
332;"Cédric";"5.6";44;2;1;1;NA;NA;NA
334;"McQueen";"1.2";40;2;NA;2;NA;NA;NA
364;"Eriksen";"11.2";94;2;2;NA;NA;NA;NA
432;"Jota";"2.9";63;2;NA;2;NA;NA;NA
435;"Costa";"0.6";49;2;1;1;NA;NA;NA
478;"Schürrle";"3.7";59;2;1;1;NA;NA;NA
1;"Cech";"2.1";50;1;NA;1;NA;NA;NA
5;"Monreal";"1.6";55;1;1;NA;NA;NA;NA
11;"Lichtsteiner";"1.6";49;1;NA;1;NA;NA;NA
17;"Xhaka";"2.9";54;1;NA;1;NA;NA;NA
19;"Nelson";"0.7";44;1;NA;1;NA;NA;NA
29;"Adam Smith";"0.7";45;1;NA;1;NA;NA;NA
39;"Lewis Cook";"0.3";49;1;NA;1;NA;NA;NA
53;"Schelotto";"2.0";40;1;NA;1;NA;NA;NA
59;"Groß";"5.2";69;1;NA;1;NA;NA;NA
83;"Lennon";"0.4";50;1;NA;1;NA;NA;NA
90;"Morrison";"0.5";50;1;1;NA;NA;NA;NA
99;"Hoilett";"0.2";54;1;NA;1;NA;NA;NA
105;"Ward";"0.3";45;1;NA;1;NA;NA;NA
116;"David Luiz";"3.9";55;1;1;NA;NA;NA;NA
134;"Morata";"4.6";90;1;1;NA;NA;NA;NA
140;"Kelly";"6.5";40;1;NA;1;NA;NA;NA
143;"Sakho";"1.6";50;1;NA;1;NA;NA;NA
153;"Sørloth";"0.3";50;1;NA;1;NA;NA;NA
162;"Keane";"2.1";50;1;1;NA;NA;NA;NA
168;"Gueye";"0.5";50;1;NA;1;NA;NA;NA
179;"Button";"1.7";40;1;NA;1;NA;NA;NA
183;"McDonald";"0.3";45;1;NA;1;NA;NA;NA
184;"Sessegnon";"6.4";64;1;NA;1;NA;NA;NA
188;"Fonte";"0.4";44;1;NA;1;NA;NA;NA
195;"Zanka";"5.6";45;1;1;NA;NA;NA;NA
196;"Malone";"2.8";40;1;NA;1;NA;NA;NA
199;"Mooy";"2.6";54;1;NA;1;NA;NA;NA
202;"Billing";"0.3";45;1;NA;1;NA;NA;NA
211;"Mounie";"0.3";60;1;1;NA;NA;NA;NA
225;"Gray";"1.7";55;1;1;NA;NA;NA;NA
249;"Henderson";"1.0";54;1;NA;1;NA;NA;NA
270;"Sterling";"2.7";110;1;1;NA;NA;NA;NA
275;"Sané";"6.1";93;1;1;NA;NA;1;NA
288;"Valencia";"0.6";65;1;NA;1;NA;NA;NA
291;"Bailly";"3.0";54;1;NA;1;NA;NA;NA
295;"Sánchez";"2.9";102;1;1;NA;NA;1;NA
297;"Mata";"1.7";64;1;NA;1;NA;NA;NA
303;"McTominay";"0.7";44;1;NA;1;NA;NA;NA
312;"Lascelles";"6.4";50;1;NA;1;NA;NA;NA
329;"Forster";"1.0";44;1;NA;1;NA;NA;NA
338;"Ward-Prowse";"0.3";54;1;NA;1;NA;NA;NA
347;"Long";"1.5";49;1;1;NA;NA;NA;NA
355;"Vertonghen";"10.8";60;1;1;NA;NA;NA;NA
372;"Kane";"28.5";125;1;1;NA;NA;NA;NA
380;"Kabasele";"0.8";45;1;NA;1;NA;NA;NA
395;"Gray";"0.7";60;1;1;NA;NA;NA;NA
396;"Deeney";"3.8";60;1;1;NA;NA;NA;NA
422;"Norris";"2.4";40;1;NA;1;NA;NA;NA
439;"Steele";"1.5";40;1;NA;1;NA;NA;NA
465;"Felipe Anderson";"2.6";69;1;1;NA;NA;NA;NA
474;"Fabri";"0.4";45;1;NA;1;NA;NA;NA
475;"Moutinho";"1.5";54;1;NA;1;NA;NA;NA
503;"Montoya";"0.2";45;1;NA;1;NA;NA;NA
506;"Mina";"1.0";55;1;NA;1;NA;NA;NA
509;"Rico";"0.2";45;1;NA;1;NA;NA;NA
518;"Carlos Sánchez";"0.3";45;1;NA;1;NA;NA;NA
524;"Success";"1.0";45;1;NA;1;NA;NA;NA
