"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
145;"Wan-Bissaka";"31.7";44;4133;1002;3131;NA;1;NA
253;"Salah";"41.1";133;3639;3639;NA;1709;995;2
122;"Hazard";"38.6";111;3288;3288;NA;329;1126;1
372;"Kane";"32.7";126;3215;3215;NA;1909;944;2
425;"Doherty";"24.1";52;3175;1210;1965;NA;1;NA
393;"Richarlison";"29.9";70;3104;3092;12;10;45;NA
247;"Robertson";"34.0";66;3094;3058;36;NA;5;NA
484;"Digne";"12.5";52;3088;3073;15;1;4;NA
400;"Fabianski";"18.8";48;2772;2566;206;NA;3;NA
465;"Felipe Anderson";"20.4";74;2693;2688;5;26;112;1
437;"Jiménez";"22.2";63;2619;1816;803;NA;3;NA
302;"Pogba";"28.1";82;2268;2268;NA;500;516;4
305;"Rashford";"19.7";72;2149;2146;3;42;185;NA
115;"Alonso";"40.6";68;2145;2139;6;2;3;NA
367;"Son";"17.0";88;1798;1798;NA;184;434;NA
190;"Hamer";"8.0";40;1555;1;1554;NA;NA;NA
23;"Aubameyang";"35.2";114;1478;1435;43;1;140;NA
43;"Wilson";"30.7";67;1150;810;340;NA;1;NA
189;"Kamara";"10.8";44;1003;333;670;NA;NA;NA
427;"Bennett";"10.6";41;947;32;915;NA;NA;NA
454;"Patrício";"8.9";45;931;223;708;NA;NA;NA
275;"Sané";"10.2";95;911;911;NA;20;84;NA
258;"Ings";"8.6";56;865;5;860;NA;NA;NA
245;"Alexander-Arnold";"19.7";51;842;784;58;NA;NA;NA
8;"Kolasinac";"3.8";49;837;333;504;NA;NA;NA
116;"David Luiz";"11.4";58;809;800;9;NA;1;NA
301;"Martial";"8.2";73;782;777;5;33;55;NA
270;"Sterling";"11.2";113;737;737;NA;104;120;NA
480;"Mitrovic";"17.2";67;721;713;8;17;44;NA
260;"Ederson";"22.1";56;707;683;24;NA;NA;NA
40;"Fraser";"21.4";61;658;333;325;NA;NA;NA
179;"Button";"2.3";40;623;133;490;NA;NA;NA
489;"Snodgrass";"3.3";54;562;528;34;NA;1;NA
246;"van Dijk";"26.2";64;557;543;14;1;2;NA
340;"Højbjerg";"3.1";44;541;14;527;NA;NA;NA
378;"Holebas";"13.3";48;504;495;9;1;1;NA
468;"Alisson";"24.2";59;478;433;45;NA;NA;NA
391;"Pereyra";"17.0";63;455;452;3;3;12;NA
239;"Lovren";"3.3";49;447;423;24;NA;NA;NA
445;"Foster";"4.5";45;446;375;71;NA;1;NA
300;"Lingard";"7.3";69;442;442;NA;5;24;NA
286;"Shaw";"6.1";49;438;431;7;NA;NA;NA
268;"Laporte";"12.2";60;415;409;6;NA;NA;NA
524;"Success";"3.8";46;406;54;352;NA;NA;NA
504;"Camarasa";"2.6";46;368;125;243;NA;NA;NA
221;"Pereira";"8.6";52;337;334;3;NA;5;NA
357;"Trippier";"18.7";61;334;331;3;1;2;NA
419;"Chicharito";"3.1";62;328;NA;328;NA;NA;NA
136;"Speroni";"10.3";39;315;NA;315;NA;NA;NA
490;"Hart";"8.2";45;301;33;268;NA;NA;NA
335;"Bednarek";"4.3";39;266;5;261;NA;NA;NA
