"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
285;"Lukaku";"60.2";118;34766;34760;6;12317;13125;188
260;"de Gea";"37.0";56;23734;23401;333;84;4445;6
257;"Agüero";"10.1";116;23218;23216;2;20129;1450;2398
381;"Davies";"22.0";58;22964;22570;394;13;105;NA
281;"Mkhitaryan";"33.7";85;22187;22164;23;107;1887;1
234;"Salah";"35.4";92;21651;21639;12;331;2678;10
286;"Elliot";"24.6";41;21141;6708;14433;NA;250;1
248;"David Silva";"22.1";84;20004;19995;9;1406;2497;52
387;"Eriksen";"25.8";97;18942;18932;10;414;2762;10
394;"Kane";"34.0";126;16316;16314;2;9078;4085;229
388;"Alli";"28.8";95;14402;14391;11;164;1667;3
472;"Morata";"26.7";104;12117;12106;11;1752;2837;62
245;"Otamendi";"14.3";57;10788;10736;52;28;101;2
111;"Kanté";"20.8";51;10587;9385;1202;6;90;NA
235;"Firmino";"23.7";86;10586;10520;66;91;1587;NA
267;"Valencia";"11.9";66;10114;10089;25;49;136;1
468;"Hegazi";"27.2";49;9924;5294;4630;1;14;NA
264;"Jones";"8.9";52;9769;9654;115;NA;13;NA
252;"De Bruyne";"16.1";100;9028;9025;3;598;1988;16
353;"Rangel";"12.5";39;9020;53;8967;NA;1;NA
487;"Chicharito";"19.8";70;8861;7889;972;8;263;NA
97;"Azpilicueta";"14.0";66;8804;8770;34;13;63;2
421;"Foster";"16.2";45;8790;1966;6824;NA;178;NA
379;"Walker";"13.7";65;8636;8606;30;62;153;4
367;"Carroll";"6.1";45;7950;2957;4993;NA;8;NA
494;"Mbemba";"12.8";40;7732;3350;4382;NA;11;NA
310;"Cédric";"9.9";50;7568;3611;3957;NA;3;NA
108;"Loftus-Cheek";"6.6";45;7024;1266;5758;NA;2;NA
70;"Groß";"13.5";57;6986;6649;337;3;108;NA
414;"Doucouré";"11.0";52;6627;5339;1288;NA;51;NA
100;"Alonso";"18.1";70;6167;6143;24;9;74;NA
242;"Stones";"7.3";55;6035;6002;33;12;46;1
13;"Kolasinac";"13.2";60;5971;5916;55;17;80;NA
107;"Matic";"15.7";50;5895;5376;519;5;55;1
306;"Forster";"8.2";50;5824;2559;3265;NA;336;NA
271;"Bailly";"17.7";62;5771;5739;32;7;50;NA
77;"Mee";"7.1";45;5504;4327;1177;1;7;NA
307;"Bertrand";"11.9";55;5433;3450;1983;NA;1;NA
34;"Daniels";"10.8";49;5115;3659;1456;NA;8;NA
290;"Lascelles";"11.1";47;5051;4133;918;NA;10;NA
259;"Jesus";"11.5";104;4814;313;4501;2020;1238;88
377;"Alderweireld";"12.8";60;4707;4634;73;1;23;NA
300;"Atsu";"5.0";51;4695;4070;625;NA;25;NA
94;"Courtois";"13.5";55;4680;4165;515;2;681;3
106;"Willian";"10.9";69;4619;4466;153;3;65;NA
479;"Hart";"8.8";45;4586;570;4016;NA;59;NA
295;"Ritchie";"6.2";60;4388;4212;176;NA;34;NA
172;"Mooy";"10.3";57;4204;3400;804;NA;15;NA
57;"Hünemeier";"6.2";39;4069;17;4052;NA;NA;NA
374;"Abraham";"5.5";56;4050;3569;481;14;75;NA
352;"Naughton";"5.9";46;3921;3119;802;NA;6;NA
101;"David Luiz";"13.7";59;3908;173;3735;1;21;NA
497;"Choupo-Moting";"6.0";56;3802;2617;1185;NA;22;NA
23;"Xhaka";"12.5";56;3797;3304;493;1;32;NA
161;"Rooney";"11.7";74;3658;3472;186;44;377;NA
382;"Trippier";"3.7";54;3562;3446;116;1;17;NA
350;"Fabianski";"7.8";45;3509;2228;1281;NA;142;NA
375;"Lloris";"12.3";55;3256;2835;421;3;520;NA
78;"Ward";"6.1";45;3124;2669;455;NA;6;NA
227;"Can";"6.9";50;3094;1811;1283;NA;13;NA
501;"Richarlison";"5.4";61;3075;2765;310;2;19;NA
209;"Vardy";"11.6";85;3034;2800;234;37;308;NA
308;"Yoshida";"2.7";50;3031;1363;1668;NA;NA;NA
424;"Dawson";"4.7";50;2999;1542;1457;NA;2;NA
282;"Pogba";"11.0";80;2995;198;2797;101;141;NA
7;"Bellerín";"10.4";59;2917;2838;79;5;14;NA
193;"Simpson";"4.3";45;2862;1086;1776;NA;3;NA
186;"Quaner";"3.7";45;2840;7;2833;NA;NA;NA
380;"Vertonghen";"7.9";60;2776;2726;50;NA;15;NA
320;"Oriol Romeu";"3.3";45;2675;701;1974;NA;2;NA
171;"Zanka";"9.1";46;2673;2073;600;NA;6;NA
31;"Federici";"3.5";40;2547;NA;2547;NA;NA;NA
72;"Hemed";"2.5";50;2506;1717;789;2;17;NA
10;"Monreal";"5.1";54;2480;2401;79;1;11;1
112;"Chalobah";"2.5";45;2472;57;2415;NA;3;NA
420;"Myhill";"3.7";40;2470;1;2469;NA;2;NA
284;"Rashford";"7.9";76;2303;2262;41;14;166;NA
198;"Maguire";"7.1";51;2281;1606;675;NA;4;NA
293;"Gámez";"3.5";40;2245;547;1698;NA;1;NA
146;"Keane";"8.2";54;2240;194;2046;1;8;NA
247;"Sterling";"5.3";79;2166;2153;13;65;120;2
90;"Cork";"3.7";45;2118;741;1377;NA;4;NA
60;"Rosenior";"3.4";40;2098;20;2078;NA;NA;NA
407;"Kiko Femenía";"5.0";45;2013;1210;803;NA;NA;NA
452;"Obiang";"2.0";45;1973;33;1940;NA;1;NA
127;"McArthur";"2.7";44;1943;29;1914;NA;NA;NA
512;"Jesé";"7.0";59;1943;1345;598;NA;9;NA
373;"Ayew";"3.2";50;1933;1225;708;NA;18;NA
165;"Löwe";"4.1";45;1891;1313;578;NA;1;NA
201;"King";"4.2";45;1888;487;1401;NA;NA;NA
316;"Davis";"4.2";51;1879;896;983;1;7;NA
135;"Pickford";"8.3";50;1870;1103;767;NA;104;NA
