"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
253;"Salah";"45.4";134;4241;4241;NA;3357;632;4
145;"Wan-Bissaka";"32.9";45;4204;3335;869;NA;1;NA
484;"Digne";"14.7";52;3496;3471;25;1;4;NA
393;"Richarlison";"28.3";69;3273;3272;1;28;244;NA
302;"Pogba";"33.8";85;3247;3210;37;3;141;NA
122;"Hazard";"36.8";111;3184;3184;NA;1125;1579;1
372;"Kane";"28.2";126;3115;3113;2;56;859;NA
247;"Robertson";"34.7";66;3114;3113;1;2;21;NA
425;"Doherty";"23.0";52;2973;223;2750;NA;NA;NA
305;"Rashford";"28.2";74;2689;2633;56;1;33;NA
437;"Jiménez";"22.6";64;2611;1120;1491;NA;3;NA
400;"Fabianski";"17.9";48;2541;1966;575;NA;3;NA
245;"Alexander-Arnold";"21.4";52;1895;1885;10;NA;4;NA
465;"Felipe Anderson";"18.3";73;1829;1721;108;NA;20;NA
115;"Alonso";"37.3";67;1662;1662;NA;6;41;NA
23;"Aubameyang";"33.7";113;1473;1473;NA;201;602;NA
190;"Hamer";"7.3";40;1426;NA;1426;NA;NA;NA
367;"Son";"10.1";87;1376;1371;5;6;127;NA
189;"Kamara";"11.5";45;1169;1;1168;NA;NA;NA
116;"David Luiz";"13.1";59;1117;1117;NA;2;10;NA
275;"Sané";"12.8";96;982;982;NA;48;270;NA
427;"Bennett";"10.4";41;938;27;911;NA;NA;NA
43;"Wilson";"25.2";66;871;7;864;NA;4;NA
454;"Patrício";"8.6";45;810;178;632;NA;NA;NA
40;"Fraser";"21.9";61;723;558;165;NA;1;NA
179;"Button";"3.1";40;720;62;658;NA;NA;NA
8;"Kolasinac";"3.9";49;710;610;100;NA;NA;NA
504;"Camarasa";"2.9";46;654;412;242;NA;NA;NA
468;"Alisson";"25.2";59;529;526;3;NA;1;NA
258;"Ings";"5.2";55;525;NA;525;NA;NA;NA
221;"Pereira";"12.3";53;514;513;1;1;3;NA
260;"Ederson";"20.9";56;514;507;7;NA;1;NA
246;"van Dijk";"27.3";64;491;490;1;1;4;NA
335;"Bednarek";"5.0";39;472;57;415;NA;NA;NA
340;"Højbjerg";"2.6";44;469;NA;469;NA;NA;NA
137;"Guaita";"1.7";42;453;370;83;NA;NA;NA
301;"Martial";"7.6";73;450;402;48;NA;6;NA
445;"Foster";"4.7";45;447;342;105;NA;1;NA
88;"Etheridge";"10.1";46;436;411;25;NA;NA;NA
480;"Mitrovic";"15.6";66;436;412;24;NA;5;NA
136;"Speroni";"11.2";39;417;NA;417;NA;NA;NA
524;"Success";"3.7";46;410;1;409;NA;NA;NA
270;"Sterling";"10.5";113;395;395;NA;100;158;NA
378;"Holebas";"12.7";48;378;243;135;NA;NA;NA
391;"Pereyra";"16.8";63;363;331;32;NA;1;NA
286;"Shaw";"6.7";50;356;132;224;NA;NA;NA
394;"Deulofeu";"2.5";55;314;256;58;NA;3;NA
417;"Arnautovic";"7.9";69;301;289;12;NA;4;NA
489;"Snodgrass";"2.1";53;285;114;171;NA;NA;NA
357;"Trippier";"18.2";61;254;181;73;NA;NA;NA
42;"Brooks";"5.3";51;234;144;90;NA;NA;NA
280;"Agüero";"22.4";112;229;229;NA;36;74;NA
85;"Barnes";"1.6";57;227;223;4;NA;1;NA
202;"Billing";"1.9";45;207;28;179;NA;NA;NA
383;"Kiko Femenía";"1.7";42;196;62;134;NA;NA;NA
268;"Laporte";"10.8";59;193;186;7;NA;NA;NA
172;"Sigurdsson";"6.3";73;188;188;NA;2;16;NA
155;"Stekelenburg";"3.4";40;183;NA;183;NA;NA;NA
351;"Lloris";"5.1";54;183;154;29;NA;NA;NA
300;"Lingard";"5.6";68;181;125;56;NA;3;NA
95;"Peltier";"3.7";39;178;NA;178;NA;NA;NA
239;"Lovren";"2.2";49;167;NA;167;NA;NA;NA
396;"Deeney";"5.5";59;166;148;18;NA;3;NA
498;"Kepa";"6.2";56;159;158;1;NA;NA;NA
276;"Bernardo Silva";"8.9";76;156;156;NA;1;13;NA
490;"Hart";"6.7";44;154;1;153;NA;NA;NA
25;"Boruc";"5.6";40;149;NA;149;NA;NA;NA
257;"Firmino";"19.1";92;149;149;NA;6;32;NA
364;"Eriksen";"6.8";93;143;142;1;NA;8;NA
209;"Quaner";"4.3";43;135;NA;135;NA;NA;NA
131;"Hudson-Odoi";"2.1";42;131;36;95;NA;1;NA
192;"Schindler";"2.7";43;126;50;76;NA;NA;NA
126;"Kanté";"19.0";50;125;87;38;NA;1;NA
135;"Hennessey";"4.1";45;122;39;83;NA;NA;NA
410;"Masuaku";"2.2";43;120;NA;120;NA;NA;NA
439;"Steele";"1.3";40;115;NA;115;NA;NA;NA
483;"Jonny";"2.3";43;110;1;109;NA;NA;NA
493;"Rondón";"3.0";57;107;26;81;NA;NA;NA
56;"Stephens";"3.3";44;104;4;100;NA;NA;NA
191;"Lössl";"1.9";44;103;67;36;NA;NA;NA
464;"Balbuena";"0.6";43;96;NA;96;NA;NA;NA
47;"Ryan";"3.0";44;92;NA;92;NA;NA;NA
102;"Gunnarsson";"0.9";44;92;12;80;NA;NA;NA
292;"Lindelöf";"1.7";48;90;28;62;NA;NA;NA
80;"Westwood";"2.2";45;87;47;40;NA;1;NA
101;"Paterson";"1.0";51;87;78;9;NA;NA;NA
251;"Mané";"19.1";95;86;85;1;11;22;NA
450;"Torreira";"5.5";50;84;26;58;NA;NA;NA
234;"Vardy";"4.6";89;83;83;NA;2;10;NA
343;"Redmond";"1.4";52;83;66;17;NA;1;NA
175;"Calvert-Lewin";"1.9";53;81;58;23;NA;1;NA
154;"Pickford";"13.6";50;79;67;12;NA;NA;NA
24;"Begovic";"3.6";44;78;19;59;NA;NA;NA
146;"Puncheon";"1.0";42;77;18;59;NA;NA;NA
353;"Alderweireld";"4.1";60;75;44;31;NA;NA;NA
332;"Cédric";"3.7";42;68;21;47;NA;NA;NA
534;"McNeil";"0.2";44;64;49;15;NA;NA;NA
91;"Bamba";"2.6";45;62;54;8;NA;NA;NA
409;"Diop";"0.8";43;62;7;55;NA;NA;NA
49;"Duffy";"4.3";46;54;5;49;NA;NA;NA
48;"Dunk";"2.8";45;52;3;49;NA;NA;NA
448;"Gibbs-White";"0.8";43;52;2;50;NA;NA;NA
328;"McCarthy";"2.7";44;49;14;35;NA;NA;NA
167;"Schneiderlin";"2.2";42;48;NA;48;NA;NA;NA
9;"Chambers";"0.9";42;46;18;28;NA;NA;NA
22;"Lacazette";"6.2";93;46;46;NA;NA;5;NA
219;"Chilwell";"2.5";51;45;45;NA;NA;NA;NA
233;"Maddison";"4.5";68;45;45;NA;NA;NA;NA
106;"Murphy";"0.4";48;41;NA;41;NA;NA;NA
522;"Stankovic";"3.2";39;40;NA;40;NA;NA;NA
105;"Ward";"0.2";43;39;NA;39;NA;NA;NA
147;"McArthur";"2.7";48;39;15;24;NA;NA;NA
