"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
136;"Speroni";"15.2";40;369;NA;369;NA;NA;NA
459;"Jorginho";"10.1";50;343;247;96;1;2;NA
125;"Pedro";"2.5";65;330;315;15;2;2;NA
116;"David Luiz";"4.0";55;323;303;20;NA;NA;NA
25;"Boruc";"7.4";40;305;NA;305;NA;1;NA
154;"Pickford";"21.1";50;292;166;126;NA;19;NA
332;"Cédric";"8.0";45;288;35;253;NA;NA;NA
357;"Trippier";"25.0";60;287;1;286;1;2;1
245;"Alexander-Arnold";"17.1";50;280;249;31;NA;1;NA
480;"Mitrovic";"6.3";65;275;201;74;NA;13;NA
246;"van Dijk";"18.3";60;261;253;8;1;9;NA
275;"Sané";"13.6";95;259;239;20;1;17;NA
113;"Azpilicueta";"16.2";65;256;246;10;4;4;NA
124;"Willian";"9.2";75;231;222;9;2;12;NA
43;"Wilson";"4.4";60;222;187;35;3;11;NA
70;"Mee";"4.9";50;222;163;59;NA;NA;NA
330;"Bertrand";"7.3";50;218;162;56;NA;1;NA
209;"Quaner";"5.8";45;212;NA;212;2;1;NA
355;"Vertonghen";"10.1";60;209;203;6;1;1;NA
18;"Mkhitaryan";"13.5";70;207;149;58;NA;NA;NA
141;"Schlupp";"1.3";45;206;154;52;NA;NA;NA
328;"McCarthy";"0.9";45;206;174;32;NA;15;NA
47;"Ryan";"5.3";45;194;41;153;NA;6;NA
126;"Kanté";"20.8";50;188;132;56;1;1;NA
498;"Kepa";"3.4";55;186;174;12;NA;24;NA
437;"Jiménez";"3.5";55;170;98;72;NA;3;NA
356;"Davies";"8.8";60;169;151;18;NA;NA;NA
370;"Lucas Moura";"2.3";70;159;148;11;NA;8;NA
391;"Pereyra";"2.2";60;157;141;16;5;4;NA
425;"Doherty";"1.2";45;149;14;135;NA;NA;NA
305;"Rashford";"11.3";70;141;121;20;NA;12;NA
265;"Walker";"12.3";65;139;115;24;NA;NA;NA
157;"Coleman";"3.1";55;137;91;46;NA;NA;NA
150;"Milivojevic";"9.4";65;136;102;34;NA;1;NA
427;"Bennett";"5.3";40;131;2;129;NA;NA;NA
262;"Stones";"9.6";55;126;91;35;NA;NA;NA
52;"Suttner";"8.6";40;125;NA;125;NA;NA;NA
167;"Schneiderlin";"2.6";45;125;8;117;NA;NA;NA
184;"Sessegnon";"9.6";65;120;92;28;NA;1;NA
372;"Kane";"31.3";125;117;115;2;6;46;NA
378;"Holebas";"2.2";45;114;83;31;NA;NA;NA
118;"Rüdiger";"3.1";60;113;109;4;4;NA;NA
392;"Hughes";"0.5";50;111;10;101;NA;NA;NA
348;"Austin";"1.8";60;110;79;31;NA;1;NA
302;"Pogba";"11.0";80;109;101;8;6;3;1
258;"Ings";"1.9";55;108;16;92;NA;NA;NA
22;"Lacazette";"4.3";95;106;92;14;NA;4;NA
4;"Bellerín";"15.5";55;104;32;72;NA;NA;NA
410;"Masuaku";"2.4";45;102;2;100;NA;NA;NA
223;"Mahrez";"5.2";90;98;93;5;NA;8;NA
458;"Kenedy";"2.5";50;96;10;86;NA;NA;NA
297;"Mata";"2.4";65;91;78;13;1;1;NA
351;"Lloris";"8.4";55;89;65;24;NA;15;NA
478;"Schürrle";"6.4";60;88;58;30;NA;3;NA
423;"Boly";"2.0";45;86;13;73;NA;NA;NA
291;"Bailly";"3.6";55;84;70;14;NA;NA;NA
27;"Steve Cook";"1.4";45;83;55;28;NA;NA;NA
31;"Aké";"3.8";50;82;57;25;1;NA;NA
134;"Morata";"3.2";90;82;78;4;1;14;NA
102;"Gunnarsson";"1.3";45;80;NA;80;NA;NA;NA
367;"Son";"6.3";85;78;71;7;NA;3;NA
273;"De Bruyne";"28.0";100;77;69;8;1;7;NA
69;"Lowton";"1.0";50;76;41;35;NA;NA;NA
140;"Kelly";"8.4";40;72;NA;72;NA;NA;NA
29;"Adam Smith";"0.6";45;71;43;28;NA;NA;NA
380;"Kabasele";"0.7";45;71;37;34;NA;NA;NA
122;"Hazard";"11.0";105;67;64;3;5;11;NA
365;"Alli";"4.6";90;66;65;1;1;2;NA
109;"Madine";"1.3";45;65;3;62;NA;NA;NA
53;"Schelotto";"2.5";40;64;NA;64;NA;NA;NA
162;"Keane";"2.7";50;64;34;30;NA;NA;NA
220;"Maguire";"16.7";55;64;19;45;NA;NA;NA
179;"Button";"1.9";40;63;NA;63;NA;NA;NA
195;"Zanka";"9.7";45;62;3;59;NA;NA;NA
221;"Pereira";"1.6";50;61;10;51;NA;NA;NA
135;"Hennessey";"1.6";45;59;31;28;NA;1;NA
234;"Vardy";"6.3";90;54;42;12;NA;1;NA
447;"Wilshere";"5.1";50;52;4;48;NA;NA;NA
256;"Keita";"5.1";75;48;46;2;NA;6;NA
271;"David Silva";"4.8";85;48;1;47;NA;2;NA
312;"Lascelles";"8.7";50;48;9;39;NA;NA;NA
395;"Gray";"0.7";60;48;33;15;NA;3;NA
422;"Norris";"2.5";40;48;NA;48;NA;NA;NA
13;"Özil";"5.2";85;47;44;3;NA;2;NA
387;"Chalobah";"0.3";45;47;NA;47;NA;NA;NA
48;"Dunk";"3.2";45;46;5;41;NA;NA;NA
506;"Mina";"2.1";55;46;1;45;NA;NA;NA
71;"Ward";"2.6";50;45;33;12;NA;NA;NA
32;"Simpson";"5.8";40;44;NA;44;NA;NA;NA
149;"Townsend";"2.4";60;44;25;19;NA;NA;NA
435;"Costa";"0.8";50;40;8;32;NA;NA;NA
59;"Groß";"7.2";70;39;26;13;NA;1;NA
143;"Sakho";"1.6";50;39;33;6;NA;1;NA
233;"Maddison";"0.9";65;39;14;25;NA;NA;NA
284;"Smalling";"3.2";60;39;NA;39;NA;NA;NA
304;"Fred";"5.0";60;37;27;10;NA;NA;NA
76;"Gudmundsson";"2.0";60;36;20;16;NA;NA;NA
306;"Lukaku";"7.8";110;36;25;11;NA;8;NA
484;"Digne";"3.0";50;36;11;25;NA;NA;NA
285;"Jones";"3.0";55;35;NA;35;NA;NA;NA
49;"Duffy";"3.2";45;34;5;29;NA;NA;NA
359;"Sánchez";"2.8";60;34;30;4;NA;1;NA
213;"Schmeichel";"5.4";50;33;10;23;NA;1;NA
86;"Wells";"2.3";45;31;1;30;NA;NA;NA
381;"Janmaat";"0.6";50;31;25;6;NA;NA;NA
339;"Oriol Romeu";"3.0";45;30;2;28;NA;NA;NA
329;"Forster";"1.4";45;29;1;28;NA;1;NA
439;"Steele";"1.5";40;29;NA;29;NA;NA;NA
98;"Ralls";"0.3";50;28;5;23;NA;NA;NA
107;"Zohore";"0.7";50;28;NA;28;NA;NA;NA
199;"Mooy";"3.9";55;28;6;22;NA;NA;NA
331;"Yoshida";"1.6";45;27;NA;27;NA;NA;NA
264;"Otamendi";"8.6";65;26;NA;26;NA;NA;NA
327;"Joselu";"2.5";50;26;1;25;NA;NA;NA
2;"Leno";"2.4";50;25;NA;25;NA;1;NA
192;"Schindler";"3.3";45;25;1;24;NA;NA;NA
172;"Sigurdsson";"2.2";75;24;22;2;NA;NA;NA
225;"Gray";"1.1";55;24;7;17;NA;NA;NA
336;"Hoedt";"0.4";45;24;14;10;NA;NA;NA
483;"Jonny";"0.6";45;24;3;21;NA;NA;NA
191;"Lössl";"2.1";45;23;NA;23;NA;NA;NA
164;"Walcott";"2.0";65;22;19;3;NA;1;NA
347;"Long";"2.0";50;22;NA;22;NA;NA;NA
85;"Barnes";"1.0";60;21;8;13;NA;NA;NA
396;"Deeney";"1.1";60;21;15;6;NA;NA;NA
463;"Vestergaard";"0.6";50;21;19;2;NA;NA;NA
9;"Chambers";"2.0";45;20;4;16;NA;NA;NA
236;"Iheanacho";"1.2";60;20;8;12;NA;NA;NA
481;"Pereira";"0.7";50;20;7;13;NA;1;NA
17;"Xhaka";"4.7";55;19;3;16;NA;NA;NA
106;"Murphy";"0.3";50;19;5;14;NA;NA;NA
158;"Jagielka";"1.9";45;19;3;16;NA;NA;NA
272;"Fernandinho";"6.9";55;19;9;10;NA;NA;NA
326;"Pérez";"3.1";65;19;6;13;NA;NA;NA
465;"Felipe Anderson";"3.9";70;19;9;10;NA;NA;NA
147;"McArthur";"1.7";50;18;6;12;NA;NA;NA
196;"Malone";"4.6";40;18;NA;18;NA;NA;NA
239;"Lovren";"6.4";50;18;NA;18;NA;1;NA
270;"Sterling";"2.3";110;18;18;NA;NA;1;NA
300;"Lingard";"5.4";70;18;NA;18;NA;NA;NA
456;"Seri";"2.0";55;18;6;12;NA;NA;NA
84;"Vokes";"1.2";55;17;2;15;NA;NA;NA
110;"Reid";"0.7";55;17;3;14;NA;NA;NA
156;"Baines";"1.8";55;17;12;5;NA;NA;NA
183;"McDonald";"0.4";45;17;NA;17;NA;NA;NA
390;"Doucouré";"2.2";60;17;8;9;NA;NA;NA
428;"Batth";"2.1";40;17;NA;17;NA;NA;NA
438;"Bonatini";"1.0";50;17;1;16;NA;NA;NA
499;"Kovacic";"1.3";60;17;NA;17;NA;NA;NA
175;"Calvert-Lewin";"1.4";55;16;NA;16;NA;NA;NA
289;"Darmian";"0.5";50;16;15;1;NA;NA;NA
292;"Lindelöf";"1.4";50;16;14;2;NA;NA;NA
409;"Diop";"1.0";45;16;NA;16;NA;NA;NA
475;"Moutinho";"1.8";55;16;8;8;NA;NA;NA
93;"Connolly";"1.6";40;15;NA;15;NA;NA;NA
105;"Ward";"0.3";45;15;NA;15;NA;NA;NA
268;"Laporte";"1.4";55;15;11;4;NA;NA;NA
310;"Yedlin";"1.6";45;15;NA;15;NA;NA;NA
402;"Cresswell";"2.1";55;15;NA;15;NA;NA;NA
451;"Guendouzi";"1.2";45;15;1;14;NA;NA;NA
91;"Bamba";"0.8";45;14;2;12;NA;NA;NA
353;"Alderweireld";"3.4";60;14;NA;14;NA;NA;NA
358;"Walker-Peters";"0.5";45;14;NA;14;NA;NA;NA
450;"Torreira";"2.0";50;14;2;12;NA;NA;NA
117;"Moses";"4.4";60;13;12;1;NA;NA;NA
123;"Fàbregas";"1.3";65;13;NA;13;NA;NA;NA
133;"Giroud";"4.0";80;13;NA;13;NA;NA;NA
137;"Guaita";"0.3";45;13;NA;13;NA;1;NA
152;"Benteke";"1.3";65;13;10;3;NA;NA;NA
293;"Young";"2.1";60;13;1;12;NA;NA;NA
383;"Kiko Femenía";"0.5";45;13;1;12;NA;NA;NA
20;"Maitland-Niles";"0.7";45;12;NA;12;NA;NA;NA
38;"Ibe";"0.6";55;12;NA;12;NA;NA;NA
153;"Sørloth";"0.3";50;12;2;10;NA;NA;NA
430;"Coady";"0.7";45;12;2;10;NA;NA;NA
493;"Rondón";"1.6";60;12;2;10;NA;NA;NA
11;"Lichtsteiner";"2.5";50;11;NA;11;NA;NA;NA
82;"Cork";"1.2";50;11;NA;11;NA;NA;NA
83;"Lennon";"0.3";50;11;3;8;NA;NA;NA
235;"Okazaki";"1.6";55;11;NA;11;2;NA;NA
303;"McTominay";"0.9";45;11;1;10;NA;NA;NA
462;"Shaqiri";"7.3";75;11;7;4;NA;NA;NA
486;"Meyer";"0.8";60;11;NA;11;NA;NA;NA
16;"Elneny";"2.8";45;10;NA;10;NA;NA;NA
80;"Westwood";"0.3";45;10;NA;10;NA;NA;NA
87;"Wood";"0.5";65;10;3;7;NA;NA;NA
96;"Jazz Richards";"1.0";40;10;NA;10;NA;NA;NA
176;"Niasse";"1.0";55;10;4;6;NA;NA;NA
210;"Depoitre";"1.4";55;10;2;8;NA;NA;NA
343;"Redmond";"0.5";55;10;2;8;NA;NA;NA
360;"Aurier";"1.2";60;10;10;NA;NA;NA;NA
405;"Zabaleta";"3.7";45;10;NA;10;NA;NA;NA
472;"Sturridge";"1.2";60;10;7;3;NA;NA;NA
474;"Fabri";"0.3";45;10;2;8;NA;NA;NA
1;"Cech";"1.7";50;9;2;7;NA;NA;NA
73;"Long";"0.9";45;9;NA;9;NA;NA;NA
99;"Hoilett";"0.4";55;9;2;7;NA;NA;NA
277;"Foden";"0.3";50;9;NA;9;NA;NA;NA
371;"Llorente";"0.4";60;9;NA;9;NA;1;NA
403;"Ogbonna";"1.0";45;9;NA;9;NA;NA;NA
419;"Chicharito";"2.6";65;9;3;6;NA;NA;NA
511;"Fosu-Mensah";"0.9";45;9;NA;9;NA;NA;NA
12;"Sokratis";"2.7";55;8;1;7;NA;NA;NA
112;"Caballero";"0.2";50;8;1;7;NA;NA;NA
215;"Morgan";"1.6";45;8;1;7;NA;NA;NA
219;"Chilwell";"0.5";50;8;2;6;NA;NA;NA
281;"Jesus";"2.7";105;8;8;NA;NA;1;NA
334;"McQueen";"1.4";40;8;NA;8;NA;NA;NA
413;"Obiang";"1.3";45;8;NA;8;NA;NA;NA
494;"Lerma";"0.3";45;8;NA;8;NA;NA;NA
500;"Traoré";"0.7";55;8;NA;8;NA;NA;NA
119;"Christensen";"1.2";55;7;NA;7;NA;NA;NA
202;"Billing";"0.2";45;7;NA;7;NA;NA;NA
216;"Fuchs";"1.0";45;7;NA;7;NA;NA;NA
218;"Benalouane";"1.2";40;7;NA;7;NA;NA;NA
224;"Albrighton";"1.1";55;7;NA;7;NA;NA;NA
373;"Gomes";"0.5";45;7;NA;7;NA;NA;NA
408;"Fredericks";"0.7";50;7;NA;7;NA;NA;NA
491;"Gibson";"0.4";50;7;NA;7;NA;NA;NA
512;"Zambo Anguissa";"0.2";45;7;NA;7;NA;NA;NA
94;"Bennett";"0.2";45;6;NA;6;NA;NA;NA
146;"Puncheon";"0.9";45;6;NA;6;NA;NA;NA
333;"Stephens";"0.2";45;6;3;3;NA;NA;NA
338;"Ward-Prowse";"0.6";55;6;NA;6;NA;NA;NA
340;"Højbjerg";"0.5";45;6;NA;6;NA;NA;NA
411;"Noble";"0.5";50;6;NA;6;NA;NA;NA
452;"Gunn";"0.3";45;6;NA;6;NA;NA;NA
485;"Lindegaard";"0.2";45;6;NA;6;NA;NA;NA
505;"Jordan Ayew";"0.5";60;6;NA;6;NA;NA;NA
507;"Bernard";"0.4";60;6;NA;6;NA;NA;NA
14;"Ramsey";"1.4";75;5;3;2;NA;NA;NA
19;"Nelson";"0.8";45;5;NA;5;NA;NA;NA
26;"Francis";"0.5";45;5;3;2;1;NA;NA
62;"Murray";"0.8";65;5;2;3;NA;NA;NA
88;"Etheridge";"0.3";45;5;3;2;NA;1;NA
178;"Bettinelli";"0.3";45;5;NA;5;NA;NA;NA
274;"Gündogan";"1.5";55;5;4;1;NA;NA;NA
361;"Dier";"2.2";50;5;2;3;NA;NA;NA
389;"Capoue";"0.3";50;5;1;4;NA;NA;NA
394;"Deulofeu";"0.4";55;5;NA;5;NA;NA;NA
426;"Saïss";"0.3";45;5;NA;5;NA;NA;NA
513;"Vietto";"0.5";55;5;2;3;NA;NA;NA
519;"Dendoncker";"0.6";45;5;NA;5;NA;NA;NA
34;"Pugh";"0.7";45;4;NA;4;NA;NA;NA
46;"Defoe";"1.0";60;4;2;2;NA;NA;NA
67;"Heaton";"0.1";50;4;NA;4;NA;NA;NA
90;"Morrison";"0.6";50;4;NA;4;NA;NA;NA
111;"Courtois";"1.3";55;4;1;3;NA;2;NA
180;"Ream";"0.4";45;4;NA;4;NA;NA;NA
227;"Ndidi";"0.8";50;4;2;2;NA;NA;NA
241;"Clyne";"0.6";50;4;NA;4;NA;NA;NA
242;"Gomez";"0.3";50;4;4;NA;NA;NA;NA
252;"Wijnaldum";"0.7";55;4;4;NA;NA;NA;NA
263;"Kompany";"2.4";55;4;NA;4;NA;NA;NA
301;"Martial";"0.9";75;4;NA;4;NA;1;NA
317;"Ritchie";"1.1";60;4;1;3;NA;NA;NA
318;"Shelvey";"1.2";55;4;2;2;NA;NA;NA
346;"Elyounoussi";"0.5";65;4;1;3;NA;NA;NA
377;"Prödl";"0.2";45;4;NA;4;NA;NA;NA
386;"Masina";"0.1";45;4;NA;4;NA;NA;NA
455;"Le Marchand";"0.3";45;4;1;3;NA;NA;NA
476;"Jahanbakhsh";"1.6";70;4;4;NA;NA;1;NA
479;"Targett";"0.1";45;4;NA;4;NA;NA;NA
509;"Rico";"0.3";45;4;NA;4;NA;NA;NA
6;"Holding";"0.7";45;3;1;2;NA;NA;NA
39;"Lewis Cook";"0.3";50;3;NA;3;NA;NA;NA
42;"Brooks";"0.1";50;3;NA;3;NA;NA;NA
55;"Knockaert";"0.5";55;3;1;2;NA;NA;NA
63;"Hemed";"0.2";50;3;NA;3;NA;NA;NA
64;"Baldock";"0.5";45;3;NA;3;NA;NA;NA
66;"Andone";"0.1";50;3;NA;3;NA;NA;NA
108;"Bogle";"0.3";45;3;NA;3;NA;NA;NA
127;"Barkley";"0.5";60;3;3;NA;NA;NA;NA
201;"Hogg";"0.3";45;3;NA;3;NA;NA;NA
217;"Simpson";"0.4";45;3;NA;3;NA;NA;NA
296;"Matic";"0.8";50;3;NA;3;NA;NA;NA
344;"Lemina";"0.2";50;3;NA;3;NA;NA;NA
345;"Armstrong";"0.3";55;3;2;1;NA;NA;NA
362;"Dembélé";"1.7";50;3;NA;3;NA;NA;NA
375;"Kaboul";"0.2";45;3;NA;3;NA;NA;NA
382;"Mariappa";"0.2";45;3;NA;3;NA;NA;NA
436;"Enobakhare";"0.3";45;3;NA;3;NA;NA;NA
446;"Sema";"0.1";50;3;NA;3;NA;NA;NA
464;"Balbuena";"0.4";45;3;1;2;NA;NA;NA
467;"Cunningham";"0.1";45;3;NA;3;NA;NA;NA
482;"Schär";"0.4";50;3;NA;3;NA;NA;NA
517;"Quina";"0.1";45;3;NA;3;NA;NA;NA
518;"Carlos Sánchez";"0.4";45;3;NA;3;NA;NA;NA
8;"Kolasinac";"0.6";50;2;NA;2;NA;NA;NA
21;"Welbeck";"0.5";65;2;NA;2;NA;NA;NA
30;"Mings";"0.2";45;2;NA;2;NA;NA;NA
35;"Surman";"0.4";50;2;1;1;NA;NA;NA
50;"Bruno";"0.3";45;2;NA;2;NA;NA;NA
89;"Smithies";"0.1";45;2;NA;2;NA;NA;NA
103;"Pilkington";"0.2";45;2;NA;2;NA;NA;NA
104;"Damour";"0.1";45;2;NA;2;NA;NA;NA
114;"Cahill";"1.4";55;2;NA;2;NA;NA;NA
168;"Gueye";"0.6";50;2;2;NA;NA;NA;NA
181;"Odoi";"0.2";45;2;NA;2;NA;NA;NA
186;"Ayité";"0.2";45;2;NA;2;NA;NA;NA
193;"Löwe";"0.2";45;2;NA;2;NA;NA;NA
208;"Bacuna";"0.2";45;2;NA;2;NA;NA;NA
255;"Fabinho";"1.0";60;2;NA;2;NA;NA;NA
266;"Danilo";"1.1";55;2;NA;2;NA;NA;NA
288;"Valencia";"0.8";65;2;NA;2;NA;NA;NA
298;"Fellaini";"0.7";50;2;2;NA;NA;NA;NA
307;"Elliot";"0.4";45;2;NA;2;NA;NA;NA
309;"Dubravka";"0.4";50;2;NA;2;NA;NA;NA
324;"Ki Sung-yueng";"0.3";50;2;NA;2;NA;NA;NA
337;"Davis";"0.2";50;2;NA;2;NA;NA;NA
349;"Gabbiadini";"0.4";60;2;1;1;NA;NA;NA
352;"Vorm";"0.1";50;2;1;1;NA;NA;NA
384;"Zeegelaar";"0.1";45;2;NA;2;NA;NA;NA
385;"Navarro";"0.1";45;2;NA;2;NA;NA;NA
399;"Adrián";"0.6";45;2;NA;2;NA;NA;NA
440;"Bernardo";"0.2";45;2;NA;2;NA;NA;NA
441;"Ward";"0.4";45;2;NA;2;NA;NA;NA
453;"Yarmolenko";"1.1";70;2;NA;2;NA;NA;NA
457;"Ward";"0.2";45;2;NA;2;NA;NA;NA
495;"Vydra";"0.1";60;2;NA;2;NA;NA;NA
515;"Söyüncü";"0.1";50;2;NA;2;NA;NA;NA
5;"Monreal";"0.9";55;1;NA;1;NA;NA;NA
7;"Mustafi";"1.5";55;1;NA;1;NA;NA;NA
10;"Mavropanos";"0.2";50;1;NA;1;NA;NA;NA
15;"Iwobi";"0.8";55;1;NA;1;NA;NA;NA
44;"Mousset";"0.3";50;1;NA;1;NA;NA;NA
51;"Bong";"0.2";45;1;1;NA;NA;NA;NA
57;"Kayal";"0.1";45;1;NA;1;NA;NA;NA
60;"Pröpper";"0.2";50;1;NA;1;NA;NA;NA
61;"Izquierdo";"0.2";60;1;NA;1;NA;NA;NA
78;"Hendrick";"0.2";55;1;1;NA;NA;NA;NA
97;"Halford";"0.0";40;1;NA;1;NA;NA;NA
100;"Mendez-Laing";"0.1";50;1;NA;1;NA;NA;NA
101;"Paterson";"0.2";55;1;NA;1;NA;NA;NA
129;"Bakayoko";"0.3";50;1;NA;1;NA;NA;NA
132;"Loftus-Cheek";"1.2";55;1;NA;1;NA;NA;NA
161;"Kenny";"0.3";45;1;NA;1;NA;NA;NA
163;"Martina";"0.2";45;1;NA;1;NA;NA;NA
165;"Bolasie";"0.3";60;1;NA;1;NA;NA;NA
170;"Lookman";"0.3";55;1;NA;1;NA;NA;NA
185;"Johansen";"0.2";55;1;1;NA;NA;NA;NA
206;"Pritchard";"0.1";50;1;NA;1;NA;NA;NA
228;"Iborra";"0.1";50;1;NA;1;NA;NA;NA
230;"Choudhury";"0.1";45;1;NA;1;NA;NA;NA
231;"Silva";"0.3";50;1;1;NA;NA;NA;NA
232;"Diabaté";"0.1";50;1;NA;1;NA;NA;NA
250;"Lallana";"1.6";70;1;NA;1;NA;NA;NA
254;"Milner";"0.4";55;1;1;NA;NA;NA;NA
278;"Diaz";"0.1";50;1;NA;1;NA;NA;NA
315;"Manquillo";"0.2";45;1;NA;1;NA;NA;NA
323;"Hayden";"0.2";45;1;NA;1;NA;NA;NA
325;"Gayle";"0.2";60;1;NA;1;NA;NA;NA
366;"Wanyama";"0.1";50;1;NA;1;NA;NA;NA
412;"Kouyaté";"0.6";50;1;NA;1;NA;NA;NA
415;"Antonio";"1.7";70;1;1;NA;NA;NA;NA
416;"Fernandes";"0.3";45;1;NA;1;NA;NA;NA
421;"Ruddy";"0.5";45;1;NA;1;NA;NA;NA
431;"Vinagre";"0.2";45;1;NA;1;NA;NA;NA
448;"Gibbs-White";"0.4";45;1;NA;1;NA;NA;NA
461;"Durm";"0.3";45;1;NA;1;NA;NA;NA
466;"Bissouma";"0.1";50;1;NA;1;NA;NA;NA
471;"Diakhaby";"0.1";50;1;NA;1;NA;NA;NA
487;"Mawson";"0.3";50;1;NA;1;NA;NA;NA
489;"Snodgrass";"0.2";55;1;NA;1;NA;NA;NA
497;"Nkoudou";"0.0";50;1;NA;1;NA;NA;NA
503;"Montoya";"0.2";45;1;NA;1;NA;NA;NA
