"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"2575352";"1";"57";"9";"";"1030";"9";"2";"4";"Kane"
"1198623";"2";"53";"16";"";"1044";"19";"1";"0";"Hazard"
"3614956";"3";"44";"3";"";"1042";"1";"1";"0";"Kane"
"197850";"4";"59";"2";"";"1044";"1";"0";"0";"Sterling"
"616809";"5";"63";"10";"";"1050";"0";"1";"0";"Hazard"
"110179";"6";"66";"9";"";"1052";"20";"1";"0";"Hazard"
"8242";"7";"59";"8";"";"1048";"10";"0";"0";"Kane"
"226251";"8";"55";"17";"";"1056";"10";"0";"0";"Sterling"
"64137";"9";"56";"6";"";"1043";"0";"0";"0";"Kane"
"53944";"6";"68";"12";"";"1046";"7";"1";"0";"Kane"
"60026";"15";"53";"11";"";"1047";"0";"0";"0";"Kane"
"145649";"12";"48";"10";"";"1055";"15";"1";"0";"Salah"
"219346";"7";"45";"10";"";"1046";"17";"0";"0";"Son"
"465365";"14";"72";"11";"";"1038";"3";"0";"0";"Hazard"
"31625";"15";"62";"4";"";"1047";"1";"0";"0";"Kane"
"2500855";"16";"73";"0";"bboost";"1044";"0";"1";"0";"Hazard"
"21823";"17";"57";"8";"";"1064";"0";"1";"0";"Sterling"
"8450";"18";"46";"8";"";"1048";"1";"2";"0";"Kane"
"33174";"10";"52";"11";"";"1053";"1";"0";"0";"Kane"
"100121";"20";"50";"11";"";"1052";"1";"1";"0";"Kane"
"146156";"21";"71";"7";"";"1032";"3";"0";"0";"Kane"
"286618";"22";"78";"11";"wildcard";"1036";"3";"0";"0";"Kane"
"2862023";"23";"54";"11";"";"1045";"0";"2";"4";"Kane"
"981588";"24";"70";"6";"";"1023";"21";"1";"0";"Hazard"
"875378";"25";"56";"5";"";"1043";"5";"2";"4";"Kane"
"1561884";"26";"63";"2";"";"1059";"18";"2";"4";"Kane"
"933770";"27";"67";"4";"";"1031";"28";"1";"0";"Sterling"
"2393059";"27";"51";"9";"";"1041";"5";"2";"0";"Kane"
"2558769";"29";"61";"5";"";"1037";"13";"1";"0";"Kane"
"3718312";"30";"52";"13";"";"1021";"2";"0";"0";"Kane"
"1889818";"31";"52";"9";"";"1050";"10";"0";"0";"Sterling"
"302045";"32";"78";"5";"";"1051";"8";"0";"0";"Hazard"
"17281";"33";"63";"7";"";"1053";"12";"1";"0";"Aubameyang"
"87787";"34";"56";"10";"";"1053";"7";"2";"4";"Aubameyang"
"1577223";"35";"46";"17";"";"1049";"2";"1";"0";"Kane"
"304393";"36";"74";"7";"";"1058";"4";"0";"0";"Hazard"
"377836";"37";"52";"19";"";"1067";"23";"1";"0";"Kane"
"608368";"37";"69";"9";"";"1042";"9";"2";"4";"Kane"
"2166271";"39";"51";"4";"";"1053";"0";"1";"0";"Kane"
"138561";"40";"49";"11";"wildcard";"1055";"1";"0";"0";"Kane"
"252314";"41";"63";"2";"";"1036";"19";"1";"0";"Kane"
"323478";"41";"69";"8";"";"1055";"12";"1";"0";"Kane"
"547377";"41";"52";"18";"";"1049";"9";"2";"4";"Sterling"
"2557010";"44";"57";"3";"";"1049";"1";"1";"0";"Aubameyang"
"302414";"45";"59";"6";"";"1043";"10";"0";"0";"Hazard"
"2050818";"46";"57";"17";"";"1043";"8";"2";"0";"Sterling"
"615360";"47";"58";"2";"";"1046";"5";"0";"0";"Kane"
"66419";"48";"70";"3";"";"1041";"0";"2";"0";"Hazard"
"2560304";"48";"70";"1";"";"1035";"18";"1";"0";"Kane"
"212254";"50";"47";"7";"";"1059";"2";"0";"0";"Kane"
"3184997";"51";"56";"15";"";"1050";"10";"1";"0";"Kane"
"1152938";"52";"75";"5";"";"1053";"0";"2";"4";"Kane"
"449529";"53";"76";"13";"";"1036";"6";"2";"4";"Kane"
"8349";"54";"52";"14";"";"1050";"6";"1";"0";"Kane"
"353915";"55";"77";"4";"";"1031";"7";"0";"0";"Sterling"
"559016";"55";"56";"17";"";"1035";"5";"1";"0";"Sterling"
"589232";"57";"59";"19";"";"1047";"17";"1";"0";"Kane"
"1030017";"57";"59";"9";"";"1056";"9";"1";"0";"Kane"
"1426717";"59";"65";"8";"";"1064";"3";"1";"0";"Sterling"
"2354468";"60";"69";"1";"";"1051";"7";"1";"0";"Sterling"
"1417";"61";"46";"20";"";"1057";"2";"2";"0";"Kane"
"319194";"61";"65";"8";"";"1046";"24";"1";"0";"Kane"
"3058891";"61";"61";"2";"";"1036";"32";"1";"0";"Aubameyang"
"1254340";"64";"68";"11";"";"1044";"11";"2";"4";"Kane"
"307462";"65";"46";"9";"";"1054";"2";"1";"0";"Kane"
"1167015";"66";"62";"6";"";"1044";"15";"1";"0";"Kane"
"275332";"67";"61";"14";"";"1037";"0";"0";"0";"Hazard"
"1508738";"68";"61";"8";"";"1030";"15";"1";"0";"Kane"
"991152";"69";"53";"6";"";"1051";"2";"1";"0";"Sterling"
"1664419";"70";"78";"14";"";"1048";"12";"1";"0";"Hazard"
"43605";"71";"45";"6";"";"1051";"6";"1";"0";"Kane"
"1934636";"72";"54";"8";"";"1043";"3";"1";"0";"Kane"
"2063181";"72";"66";"6";"";"1037";"33";"1";"0";"Kane"
"3516652";"74";"66";"14";"";"1041";"9";"0";"0";"Salah"
"1358";"75";"54";"8";"";"1046";"5";"0";"0";"Kane"
"1016821";"76";"48";"19";"";"1050";"3";"0";"0";"Kane"
"36019";"77";"60";"10";"";"1057";"0";"2";"0";"Kane"
"1199805";"77";"57";"18";"";"1054";"5";"1";"0";"Sterling"
"1615290";"79";"50";"7";"";"1046";"10";"0";"0";"Salah"
"9392";"80";"45";"10";"";"1067";"19";"0";"0";"Aubameyang"
"2236582";"80";"57";"10";"";"1041";"16";"1";"0";"Kane"
"69706";"82";"61";"13";"";"1041";"21";"2";"4";"Kane"
"244031";"82";"61";"13";"";"1046";"7";"1";"0";"Kane"
"612537";"84";"53";"9";"";"1043";"5";"1";"0";"Kane"
"72514";"85";"47";"6";"";"1047";"2";"2";"4";"Sterling"
