"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
234;"Salah";"49.9";98;44516;44441;75;6033;8305;22
394;"Kane";"38.1";128;25870;25844;26;19452;3153;242
286;"Elliot";"26.3";42;25543;6572;18971;NA;65;NA
260;"de Gea";"42.0";58;25122;24939;183;124;2665;2
285;"Lukaku";"40.4";114;21196;21194;2;8498;7214;78
501;"Richarlison";"20.2";66;17401;17263;138;64;519;NA
255;"Sané";"27.7";90;17034;17029;5;2595;4475;18
70;"Groß";"21.7";60;16790;12031;4759;7;75;NA
472;"Morata";"32.1";107;15580;15538;42;831;2993;2
97;"Azpilicueta";"21.8";69;14683;13944;739;33;130;NA
78;"Ward";"23.2";51;14658;10381;4277;NA;18;NA
77;"Mee";"13.4";47;14159;9378;4781;NA;14;NA
247;"Sterling";"14.3";82;13771;13698;73;441;1063;2
252;"De Bruyne";"21.3";101;13405;13402;3;2290;3407;22
34;"Daniels";"13.1";50;11993;11448;545;4;25;NA
257;"Agüero";"19.2";117;10901;10888;13;4945;2562;45
374;"Abraham";"11.8";59;10705;6346;4359;6;105;NA
13;"Kolasinac";"13.8";61;10429;10245;184;13;57;NA
248;"David Silva";"18.1";83;10270;10263;7;195;1171;NA
259;"Jesus";"14.9";104;10217;10204;13;1596;2727;18
245;"Otamendi";"17.0";58;9986;9517;469;17;65;NA
381;"Davies";"16.9";56;8679;8312;367;10;34;NA
10;"Monreal";"12.4";57;8594;8246;348;2;26;NA
267;"Valencia";"15.8";68;8568;8553;15;62;159;1
379;"Walker";"15.5";67;8526;8514;12;29;92;1
264;"Jones";"8.0";54;8425;257;8168;1;9;NA
108;"Loftus-Cheek";"7.2";46;8422;6190;2232;NA;30;NA
414;"Doucouré";"15.7";54;8088;7050;1038;2;38;NA
209;"Vardy";"14.6";85;6898;6830;68;269;766;2
235;"Firmino";"17.2";84;6833;741;6092;92;712;NA
367;"Carroll";"5.2";45;6790;1742;5048;NA;1;NA
494;"Mbemba";"11.4";40;6697;54;6643;NA;NA;NA
382;"Trippier";"8.5";57;6596;6394;202;20;41;NA
282;"Pogba";"16.8";80;6539;6502;37;751;1255;1
216;"Moreno";"5.0";46;6335;3938;2397;NA;3;NA
100;"Alonso";"15.2";69;6136;5882;254;9;47;NA
353;"Rangel";"11.2";39;6083;24;6059;NA;NA;NA
497;"Choupo-Moting";"6.0";57;5953;5587;366;4;48;NA
387;"Eriksen";"17.5";94;5926;5915;11;291;919;2
350;"Fabianski";"7.9";46;5778;3747;2031;1;51;NA
41;"Surman";"8.5";48;5363;4108;1255;2;18;NA
104;"Hazard";"9.1";107;5196;5188;8;326;871;1
421;"Foster";"11.2";44;5145;462;4683;NA;25;NA
94;"Courtois";"13.4";54;5029;3636;1393;1;351;NA
352;"Naughton";"5.3";46;4586;3685;901;NA;1;NA
18;"Ramsey";"6.6";71;4567;4498;69;15;84;NA
548;"Niasse";"5.1";50;4551;82;4469;5;17;NA
48;"Callum Wilson";"5.7";61;4496;4404;92;66;306;1
310;"Cédric";"6.4";48;4246;3561;685;NA;5;NA
468;"Hegazi";"18.3";45;3972;1434;2538;NA;5;NA
479;"Hart";"8.0";44;3967;886;3081;NA;32;NA
380;"Vertonghen";"9.1";61;3870;3826;44;5;29;NA
290;"Lascelles";"7.3";47;3843;66;3777;NA;NA;NA
469;"Pope";"4.1";46;3826;1837;1989;NA;18;NA
263;"Smalling";"4.0";54;3715;3702;13;1;14;NA
218;"Gomez";"4.7";46;3544;1815;1729;NA;4;NA
388;"Alli";"15.2";92;3483;3456;27;225;431;1
107;"Matic";"12.2";50;3470;2960;510;1;19;NA
7;"Bellerín";"9.6";59;3448;3340;108;NA;17;NA
57;"Hünemeier";"7.1";39;3374;11;3363;NA;NA;NA
306;"Forster";"8.1";50;3368;2404;964;NA;97;NA
126;"Zaha";"5.4";69;3356;3324;32;42;242;NA
284;"Rashford";"9.2";77;3315;3253;62;74;314;NA
342;"Shaqiri";"6.9";60;3300;3221;79;17;56;NA
307;"Bertrand";"8.4";54;3234;2915;319;NA;8;NA
407;"Kiko Femenía";"5.3";46;3183;2536;647;NA;3;NA
250;"Fernandinho";"8.1";52;3151;2930;221;1;39;NA
198;"Maguire";"7.6";52;3018;2620;398;NA;9;NA
405;"Mariappa";"5.2";41;2955;1589;1366;NA;NA;NA
348;"Diouf";"5.3";55;2904;2141;763;3;25;NA
76;"Lowton";"4.5";47;2869;1709;1160;NA;6;NA
373;"Ayew";"3.9";51;2774;1500;1274;1;17;NA
111;"Kanté";"12.0";49;2663;2041;622;1;23;NA
193;"Simpson";"3.7";45;2564;1794;770;NA;1;NA
116;"Speroni";"4.0";40;2526;7;2519;NA;6;NA
55;"Dunk";"2.5";44;2372;579;1793;NA;1;NA
56;"Duffy";"2.9";46;2370;675;1695;NA;NA;NA
316;"Davis";"4.6";51;2359;1742;617;1;9;NA
161;"Rooney";"8.6";72;2281;315;1966;42;108;NA
186;"Quaner";"4.2";45;2232;313;1919;NA;NA;NA
29;"Begovic";"4.7";45;2211;1201;1010;NA;22;NA
295;"Ritchie";"3.1";57;2206;1816;390;NA;5;NA
28;"Lacazette";"9.9";103;2197;2187;10;161;483;NA
159;"Calvert-Lewin";"3.3";51;2180;1112;1068;1;9;NA
308;"Yoshida";"3.6";49;2098;1573;525;NA;4;NA
23;"Xhaka";"9.4";54;1942;1590;352;1;15;NA
420;"Myhill";"3.5";40;1909;NA;1909;NA;NA;NA
12;"Mustafi";"3.5";54;1905;1858;47;3;6;NA
242;"Stones";"4.9";56;1842;169;1673;NA;5;NA
90;"Cork";"3.7";46;1691;697;994;NA;4;NA
320;"Oriol Romeu";"2.6";44;1675;14;1661;NA;1;NA
71;"Murray";"3.9";58;1653;826;827;4;20;NA
271;"Bailly";"8.4";61;1646;136;1510;2;10;NA
487;"Chicharito";"8.0";68;1611;177;1434;2;35;NA
163;"Lössl";"9.7";46;1573;271;1302;1;10;NA
463;"Bakayoko";"3.3";51;1471;1048;423;NA;6;NA
101;"David Luiz";"10.5";58;1463;127;1336;2;13;NA
31;"Federici";"2.7";40;1447;NA;1447;NA;NA;NA
375;"Lloris";"9.3";55;1430;1038;392;2;75;NA
300;"Atsu";"1.7";49;1428;15;1413;NA;1;NA
172;"Mooy";"6.6";54;1409;861;548;NA;2;NA
38;"Aké";"4.1";49;1403;1231;172;NA;1;NA
60;"Rosenior";"3.4";39;1381;8;1373;NA;NA;NA
211;"Okazaki";"4.2";55;1370;95;1275;2;11;NA
226;"Coutinho";"5.2";88;1360;1342;18;48;141;NA
171;"Zanka";"6.8";46;1224;396;828;NA;NA;NA
293;"Gámez";"2.9";40;1220;6;1214;NA;NA;NA
127;"McArthur";"2.4";44;1200;481;719;NA;NA;NA
199;"Mahrez";"4.4";84;1191;1178;13;24;78;NA
165;"Löwe";"3.3";45;1189;267;922;NA;NA;NA
135;"Pickford";"5.8";48;1165;472;693;NA;24;NA
201;"King";"3.2";43;1130;20;1110;NA;NA;NA
240;"Ederson";"5.1";55;1099;1013;86;NA;50;NA
354;"Fernández";"2.5";45;1066;82;984;NA;1;NA
281;"Mkhitaryan";"9.2";78;1033;996;37;11;67;NA
105;"Fàbregas";"4.9";69;1021;980;41;5;19;NA
72;"Hemed";"1.4";49;1017;166;851;NA;2;NA
191;"Morgan";"2.7";45;1011;690;321;NA;1;NA
87;"Brady";"1.6";55;987;654;333;NA;4;NA
227;"Can";"4.5";48;987;65;922;NA;3;NA
80;"Long";"2.5";39;975;9;966;NA;NA;NA
230;"Mané";"7.7";93;927;912;15;35;109;NA
397;"Gomes";"2.2";45;927;423;504;NA;9;NA
262;"Joel Pereira";"3.2";39;919;1;918;NA;NA;NA
377;"Alderweireld";"6.5";59;894;55;839;1;6;NA
79;"Tarkowski";"1.7";46;871;502;369;NA;2;NA
347;"Crouch";"2.3";48;864;268;596;NA;NA;NA
32;"Francis";"1.2";44;863;10;853;1;1;NA
63;"Stephens";"1.6";45;859;217;642;NA;NA;NA
219;"Matip";"2.7";55;796;564;232;NA;4;NA
372;"McBurnie";"1.4";45;794;3;791;NA;1;NA
192;"Fuchs";"2.6";49;783;632;151;NA;NA;NA
162;"Coleman";"1.5";40;769;NA;769;NA;NA;NA
289;"Clark";"2.1";45;767;391;376;NA;NA;NA
37;"Brad Smith";"2.7";39;766;1;765;NA;NA;NA
239;"Solanke";"1.6";47;754;11;743;NA;4;NA
488;"Joselu";"0.8";55;747;451;296;NA;3;NA
477;"Manquillo";"1.4";44;745;428;317;NA;NA;NA
118;"Dann";"0.6";47;730;41;689;NA;NA;NA
505;"Ladapo";"1.7";45;707;1;706;NA;NA;NA
2;"Cech";"5.3";54;706;509;197;NA;52;NA
138;"Baines";"4.6";57;695;650;45;NA;1;NA
327;"Gabbiadini";"2.1";65;682;68;614;1;18;NA
30;"Boruc";"1.6";42;629;1;628;NA;2;NA
357;"Mawson";"1.2";50;625;518;107;NA;2;NA
384;"Dier";"2.8";48;618;447;171;NA;2;NA
164;"Schindler";"3.0";46;613;149;464;NA;NA;NA
22;"Elneny";"2.5";43;612;18;594;NA;3;NA
151;"Barry";"1.4";45;603;208;395;NA;NA;NA
189;"Schmeichel";"4.2";50;596;271;325;1;19;NA
351;"Nordfeldt";"1.1";40;594;NA;594;NA;1;NA
92;"Gray";"2.3";63;580;502;78;NA;9;NA
277;"Young";"2.1";50;579;531;48;1;2;NA
33;"Steve Cook";"1.9";49;571;522;49;NA;1;NA
288;"Yedlin";"0.8";44;570;433;137;NA;1;NA
54;"Ryan";"0.9";45;561;120;441;NA;5;NA
53;"Mäenpää";"1.1";40;534;NA;534;NA;NA;NA
311;"van Dijk";"2.0";54;534;497;37;NA;1;NA
223;"Alexander-Arnold";"1.1";42;516;15;501;NA;NA;NA
452;"Obiang";"1.2";44;515;174;341;NA;NA;NA
280;"Martial";"2.6";80;511;510;1;13;59;1
470;"Christensen";"1.5";54;509;400;109;NA;NA;NA
518;"Wood";"1.3";64;497;290;207;NA;5;NA
203;"Gray";"1.0";53;481;393;88;NA;4;NA
406;"Mason";"1.5";39;474;5;469;1;NA;NA
106;"Willian";"6.2";67;471;427;44;NA;7;NA
14;"Sánchez";"2.9";118;444;444;NA;122;107;NA
246;"Delph";"1.0";45;440;254;186;NA;NA;NA
443;"Cresswell";"0.8";50;440;308;132;NA;NA;NA
465;"Haidara";"1.4";39;433;3;430;NA;NA;NA
540;"Krul";"0.9";40;432;NA;432;NA;NA;NA
98;"Cahill";"3.4";62;418;365;53;NA;3;NA
272;"Tuanzebe";"1.7";39;410;5;405;NA;1;NA
112;"Chalobah";"1.0";43;401;2;399;NA;NA;NA
303;"Mitrovic";"1.0";48;398;104;294;NA;1;NA
220;"Klavan";"1.1";43;389;181;208;NA;2;NA
302;"Pérez";"0.9";54;386;167;219;NA;1;NA
299;"Colback";"1.4";43;382;5;377;NA;NA;NA
461;"Suttner";"0.5";43;375;6;369;NA;NA;NA
213;"Mignolet";"1.6";49;360;144;216;NA;8;NA
275;"Fellaini";"1.1";49;352;204;148;NA;2;NA
390;"Son";"1.5";79;352;339;13;9;30;NA
91;"Vokes";"2.5";58;321;16;305;NA;4;NA
424;"Dawson";"1.4";48;313;5;308;NA;1;NA
408;"Cleverley";"1.1";50;309;191;118;NA;NA;NA
140;"Jagielka";"2.9";48;308;145;163;NA;NA;NA
437;"Rodriguez";"0.9";56;296;146;150;NA;4;NA
61;"Goldson";"1.0";39;294;NA;294;NA;1;NA
146;"Keane";"5.3";53;290;203;87;NA;1;NA
58;"Bruno";"0.7";45;289;96;193;NA;NA;NA
383;"Wimmer";"0.4";44;289;159;130;NA;NA;NA
447;"Zabaleta";"1.7";49;287;180;107;NA;NA;NA
276;"Carrick";"1.1";43;276;1;275;NA;NA;NA
440;"Fonte";"1.3";48;271;3;268;NA;NA;NA
62;"Knockaert";"0.9";57;270;152;118;NA;NA;NA
99;"Zouma";"2.4";55;266;230;36;NA;2;NA
115;"Hennessey";"1.0";43;265;21;244;NA;1;NA
324;"Redmond";"2.2";61;255;12;243;NA;NA;NA
416;"Hughes";"1.1";46;253;192;61;NA;1;NA
244;"Kompany";"2.3";58;252;247;5;1;4;NA
103;"Rüdiger";"1.8";58;246;27;219;1;NA;NA
292;"Hanley";"0.6";40;246;NA;246;NA;NA;NA
74;"Heaton";"2.0";48;241;NA;241;NA;1;NA
46;"Lewis Cook";"0.9";44;237;66;171;NA;NA;NA
225;"Henderson";"1.7";55;237;164;73;1;NA;NA
132;"Milivojevic";"0.4";46;236;124;112;NA;1;NA
318;"Tadic";"1.9";63;231;207;24;NA;1;NA
345;"Sobhi";"0.4";46;230;142;88;NA;2;NA
520;"Sánchez";"0.7";60;229;224;5;NA;1;NA
187;"Depoitre";"0.6";52;227;101;126;NA;3;NA
51;"King";"1.5";70;221;199;22;2;8;NA
144;"Holgate";"0.6";42;212;7;205;NA;NA;NA
143;"Williams";"2.1";52;209;138;71;NA;NA;NA
464;"Martina";"0.3";43;209;2;207;NA;NA;NA
512;"Jesé";"3.0";55;206;127;79;1;1;NA
16;"Özil";"1.8";93;204;23;181;9;16;NA
109;"Pedro";"1.5";78;203;177;26;NA;6;NA
409;"Capoue";"1.6";50;201;5;196;NA;NA;NA
328;"Butland";"2.5";50;191;5;186;NA;2;NA
3;"Martinez";"0.7";40;184;NA;184;NA;NA;NA
401;"Holebas";"0.6";50;183;20;163;NA;NA;NA
196;"Chilwell";"0.3";43;180;79;101;NA;NA;NA
145;"Kenny";"0.3";43;173;106;67;NA;NA;NA
483;"Danilo";"1.9";51;173;13;160;NA;1;NA
174;"Hogg";"0.4";44;172;40;132;NA;NA;NA
200;"Albrighton";"1.4";55;172;117;55;NA;2;NA
337;"Allen";"1.3";52;164;95;69;NA;NA;NA
459;"Fletcher";"0.3";45;157;1;156;1;NA;NA
535;"Sanches";"0.5";47;157;42;115;NA;NA;NA
131;"Townsend";"0.9";57;155;129;26;1;3;NA
370;"Mesa";"0.5";43;152;39;113;NA;NA;NA
436;"Robson-Kanu";"0.4";49;147;40;107;NA;NA;NA
231;"Grujic";"0.7";43;146;NA;146;1;NA;NA
269;"Fosu-Mensah";"0.9";44;144;8;136;NA;NA;NA
432;"Phillips";"0.7";56;143;86;57;NA;NA;NA
93;"Barnes";"0.5";52;142;57;85;NA;1;NA
403;"Kabasele";"0.4";45;142;116;26;NA;NA;NA
4;"Koscielny";"1.1";60;139;132;7;2;4;NA
21;"Iwobi";"0.6";51;139;80;59;NA;1;NA
45;"Ibe";"0.4";49;139;69;70;NA;NA;NA
451;"Kouyaté";"0.5";50;139;88;51;NA;1;NA
385;"Dembélé";"1.6";49;138;77;61;NA;NA;NA
346;"Fletcher";"0.7";49;134;72;62;NA;1;NA
423;"Evans";"0.7";49;133;47;86;NA;NA;NA
532;"Aurier";"0.3";59;133;17;116;NA;1;NA
294;"Lejeune";"0.2";44;132;85;47;NA;NA;NA
19;"Chamberlain";"1.6";57;129;102;27;NA;1;NA
273;"Lindelöf";"1.1";49;127;101;26;NA;1;NA
543;"Zappacosta";"0.4";59;123;98;25;NA;NA;NA
66;"March";"0.4";50;121;30;91;NA;NA;NA
329;"Grant";"0.3";43;121;18;103;NA;NA;NA
222;"Milner";"2.5";61;120;98;22;NA;1;NA
422;"Nyom";"1.5";49;117;41;76;NA;NA;NA
457;"Carroll";"0.4";59;117;106;11;NA;3;NA
283;"McTominay";"0.5";43;116;NA;116;NA;NA;NA
402;"Britos";"0.9";45;114;82;32;NA;1;NA
117;"Tomkins";"0.4";43;112;38;74;NA;NA;NA
270;"Blind";"1.1";52;112;10;102;NA;NA;NA
498;"Walker-Peters";"0.9";41;106;1;105;NA;NA;NA
221;"Sakho";"0.5";49;105;95;10;NA;NA;NA
391;"Winks";"0.3";48;105;68;37;NA;NA;NA
475;"Robertson";"0.8";46;105;4;101;NA;NA;NA
128;"Lee Chung-yong";"0.4";44;104;NA;104;NA;NA;NA
274;"Mata";"2.1";69;104;100;4;NA;1;NA
