"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"2575352";"1";"82";"13";"";"1024";"14";"2";"4";"Salah"
"60026";"2";"97";"4";"";"1049";"17";"0";"0";"Salah"
"3614956";"3";"71";"2";"";"1034";"0";"2";"0";"Kane"
"8242";"4";"81";"19";"";"1054";"2";"1";"0";"Salah"
"21823";"5";"93";"8";"";"1064";"2";"2";"0";"Salah"
"8450";"6";"86";"5";"";"1048";"1";"0";"0";"Salah"
"616809";"7";"84";"7";"";"1048";"2";"1";"0";"Salah"
"64137";"8";"81";"2";"";"1047";"2";"1";"0";"Kane"
"875378";"9";"99";"8";"";"1039";"20";"1";"0";"Hazard"
"100121";"10";"93";"4";"";"1054";"0";"1";"0";"Salah"
"1577223";"11";"77";"7";"";"1052";"5";"1";"0";"Salah"
"724734";"12";"107";"10";"";"1041";"11";"0";"0";"Salah"
"1198623";"13";"72";"7";"";"1039";"4";"2";"4";"Kane"
"291017";"14";"121";"0";"bboost";"1030";"0";"0";"0";"Salah"
"2742939";"15";"111";"12";"";"1053";"6";"1";"0";"Salah"
"146156";"16";"87";"18";"";"1040";"0";"0";"0";"Hazard"
"53944";"17";"71";"22";"";"1051";"8";"0";"0";"Salah"
"2500855";"18";"87";"3";"";"1047";"4";"2";"0";"Salah"
"197850";"19";"55";"16";"";"1044";"5";"0";"0";"Salah"
"902198";"20";"101";"6";"";"1037";"5";"1";"0";"Salah"
"110179";"21";"70";"2";"";"1058";"17";"0";"0";"Salah"
"177877";"22";"105";"9";"";"1035";"2";"0";"0";"Salah"
"916319";"23";"79";"17";"";"1024";"1";"0";"0";"Salah"
"25171";"24";"109";"6";"wildcard";"1045";"1";"0";"0";"Salah"
"981588";"24";"82";"3";"";"1029";"3";"1";"0";"Hazard"
"1359421";"26";"90";"12";"";"1039";"3";"1";"0";"Salah"
"226251";"27";"65";"13";"";"1056";"8";"1";"0";"Salah"
"8349";"28";"82";"24";"";"1054";"2";"1";"0";"Salah"
"3184997";"29";"78";"13";"";"1050";"5";"2";"0";"Kane"
"1983043";"30";"90";"12";"";"1047";"6";"0";"0";"Hazard"
"2354468";"31";"100";"11";"";"1049";"9";"1";"0";"Hazard"
"2557010";"31";"72";"11";"";"1047";"12";"1";"0";"Son"
"31625";"33";"72";"4";"";"1048";"0";"0";"0";"Kane"
"252314";"34";"93";"26";"";"1037";"5";"2";"0";"Kane"
"2862023";"35";"87";"4";"";"1044";"10";"1";"0";"Kane"
"589232";"36";"80";"13";"";"1046";"7";"1";"0";"Kane"
"2063181";"37";"92";"3";"";"1041";"5";"0";"0";"Salah"
"10248";"38";"80";"30";"";"1048";"9";"3";"4";"Salah"
"1417";"39";"91";"2";"";"1057";"3";"2";"0";"Kane"
"66419";"40";"82";"3";"";"1045";"0";"1";"0";"Salah"
"377836";"41";"87";"12";"";"1063";"1";"3";"4";"Kane"
"1561884";"42";"83";"4";"";"1055";"37";"2";"4";"Kane"
"933770";"43";"81";"4";"";"1030";"1";"1";"0";"Pogba"
"891302";"44";"112";"2";"";"1031";"0";"2";"0";"Son"
"45996";"45";"84";"12";"";"1050";"2";"1";"0";"Kane"
"4130665";"45";"85";"9";"";"1034";"47";"1";"0";"Kane"
"995328";"47";"94";"12";"";"1047";"4";"1";"0";"Hazard"
"392756";"48";"109";"14";"wildcard";"1031";"1";"0";"0";"Salah"
"179200";"49";"94";"5";"";"1022";"2";"2";"0";"Kane"
"2166271";"50";"73";"8";"";"1051";"0";"2";"0";"Salah"
"1154428";"51";"101";"6";"";"1037";"0";"2";"0";"Salah"
"91481";"52";"96";"3";"";"1050";"5";"1";"0";"Salah"
"1335627";"53";"96";"6";"";"1049";"2";"1";"0";"Kane"
"2871148";"54";"87";"7";"";"1039";"4";"1";"0";"Salah"
"667";"55";"91";"5";"";"1041";"4";"0";"0";"Salah"
"575567";"56";"77";"4";"";"1049";"21";"1";"0";"Hazard"
"156054";"57";"67";"17";"";"1033";"1";"2";"0";"Snodgrass"
"3004955";"58";"95";"3";"";"1056";"1";"3";"4";"Kane"
"43605";"59";"76";"11";"";"1050";"0";"1";"0";"Salah"
"1508738";"59";"87";"1";"";"1032";"2";"1";"0";"Salah"
"389705";"61";"93";"11";"";"1045";"15";"1";"0";"Salah"
"665537";"61";"88";"5";"";"1039";"3";"2";"0";"Salah"
"525414";"63";"105";"2";"";"1039";"0";"1";"0";"Salah"
"612537";"63";"62";"4";"";"1047";"1";"0";"0";"Kane"
"667766";"65";"103";"3";"";"1045";"3";"0";"0";"Son"
"1016821";"66";"86";"4";"";"1048";"2";"2";"0";"Salah"
"20727";"67";"83";"2";"";"1053";"0";"3";"4";"Salah"
"267488";"67";"89";"6";"";"1036";"4";"1";"0";"Salah"
"2199241";"69";"84";"12";"";"1048";"12";"1";"0";"Kane"
"630616";"70";"96";"4";"";"1042";"8";"1";"0";"Salah"
"1351775";"71";"93";"2";"";"1031";"0";"1";"0";"Hazard"
"3852718";"71";"88";"15";"";"1039";"9";"1";"0";"Son"
"22689";"73";"76";"2";"";"1036";"0";"2";"4";"Kane"
"1813479";"73";"112";"12";"wildcard";"1038";"7";"0";"0";"Salah"
"172910";"75";"90";"5";"";"1042";"2";"1";"0";"Salah"
"67549";"76";"92";"4";"";"1045";"23";"0";"0";"Salah"
"615360";"76";"73";"7";"";"1041";"12";"2";"0";"Kane"
"244031";"78";"92";"23";"";"1052";"49";"1";"0";"Salah"
"246972";"78";"83";"11";"";"1050";"7";"2";"0";"Salah"
"489481";"80";"85";"2";"";"1047";"8";"1";"0";"Salah"
"97421";"81";"89";"19";"";"1052";"3";"1";"0";"Salah"
"530727";"82";"71";"10";"";"1048";"10";"2";"0";"Kane"
"2645314";"83";"119";"2";"";"1043";"37";"3";"4";"Pogba"
"304393";"84";"63";"10";"";"1068";"0";"0";"0";"Rashford"
"286618";"85";"78";"11";"";"1041";"13";"1";"0";"Kane"
"2558769";"85";"73";"20";"";"1033";"0";"3";"4";"Kane"
"465365";"87";"72";"12";"wildcard";"1043";"1";"0";"0";"Salah"
"3350648";"88";"92";"3";"";"1039";"4";"2";"0";"Salah"
"925417";"89";"94";"10";"";"1052";"4";"1";"0";"Salah"
"3499609";"90";"107";"4";"";"1025";"3";"1";"0";"Pogba"
"354091";"91";"99";"5";"";"1050";"1";"1";"0";"Hazard"
"313463";"92";"86";"26";"";"1049";"12";"0";"0";"Hazard"
"138561";"93";"73";"6";"";"1059";"1";"2";"0";"Salah"
"323478";"93";"60";"19";"";"1056";"2";"1";"0";"Kane"
"34590";"95";"89";"7";"";"1050";"3";"2";"0";"Salah"
"72362";"96";"98";"6";"";"1051";"2";"1";"0";"Salah"
"473996";"96";"81";"3";"";"1051";"12";"2";"0";"Salah"
"3806148";"98";"98";"0";"bboost";"1052";"0";"2";"0";"Son"
"1931795";"99";"105";"4";"";"1048";"1";"1";"0";"Salah"
"145649";"100";"71";"2";"";"1054";"1";"0";"0";"Hazard"
"213286";"100";"77";"12";"";"1028";"15";"1";"0";"Salah"
"271209";"102";"83";"3";"";"1046";"2";"1";"0";"Kane"
"978471";"102";"85";"4";"";"1043";"0";"1";"0";"Salah"
"1934636";"104";"84";"1";"";"1045";"12";"1";"0";"Salah"
"1030017";"105";"78";"14";"";"1052";"7";"3";"4";"Kane"
"360600";"106";"92";"4";"";"1060";"1";"2";"4";"Salah"
"302414";"107";"87";"13";"";"1042";"15";"3";"4";"Kane"
"64650";"108";"87";"13";"";"1050";"15";"1";"0";"Kane"
"3058891";"108";"78";"10";"";"1040";"41";"1";"0";"Rashford"
"69706";"110";"93";"8";"";"1040";"1";"1";"0";"Kane"
"801085";"111";"87";"11";"";"1031";"5";"1";"0";"Kane"
"352393";"112";"107";"0";"bboost";"1059";"3";"2";"4";"Salah"
"3516652";"113";"78";"12";"";"1046";"8";"0";"0";"Salah"
"64697";"114";"84";"2";"";"1056";"0";"2";"4";"Aubameyang"
"1697655";"114";"99";"3";"";"1046";"10";"2";"4";"Martial"
"2702629";"116";"84";"0";"";"1037";"7";"2";"4";"Kane"
"33174";"117";"76";"6";"";"1048";"9";"2";"4";"Kane"
"136566";"118";"97";"12";"";"1050";"3";"0";"0";"Salah"
"219346";"118";"51";"0";"";"1049";"6";"1";"0";"Salah"
"7524";"120";"90";"10";"";"1047";"15";"2";"0";"Kane"
"9392";"121";"71";"2";"";"1060";"0";"1";"0";"Martial"
"66259";"121";"75";"3";"";"1042";"5";"1";"0";"Kane"
"621603";"123";"84";"12";"";"1046";"3";"2";"0";"Salah"
"2954183";"124";"69";"6";"";"1053";"2";"1";"0";"Kane"
"2699874";"125";"99";"4";"";"1045";"52";"2";"4";"Salah"
"1556287";"126";"90";"2";"";"1067";"3";"0";"0";"Salah"
"433596";"127";"89";"4";"";"1043";"0";"0";"0";"Salah"
"155073";"128";"82";"7";"";"1053";"7";"2";"0";"Kane"
"771892";"129";"86";"21";"";"1042";"1";"2";"0";"Kane"
"926358";"129";"84";"4";"";"1055";"1";"2";"0";"Salah"
"215724";"131";"83";"2";"";"1035";"7";"1";"0";"Salah"
"3637106";"131";"95";"7";"";"1057";"7";"2";"0";"Hazard"
"2464871";"133";"73";"27";"";"1047";"3";"1";"0";"Kane"
"166523";"134";"74";"8";"";"1037";"1";"1";"0";"Salah"
"2068039";"135";"101";"2";"";"1041";"0";"2";"0";"Martial"
"134384";"136";"97";"10";"";"1030";"13";"3";"4";"Salah"
"400181";"136";"77";"5";"";"1052";"2";"2";"0";"Salah"
"1615290";"136";"87";"6";"";"1046";"8";"2";"4";"Son"
"2374265";"136";"82";"19";"";"1041";"4";"1";"0";"Kane"
"251720";"140";"108";"18";"";"1030";"7";"1";"0";"Agüero"
"606836";"140";"86";"6";"";"1055";"0";"2";"0";"Salah"
"2358829";"142";"99";"3";"";"1048";"2";"0";"0";"Kane"
"133426";"143";"82";"5";"";"1047";"3";"2";"0";"Salah"
"3940768";"144";"110";"6";"wildcard";"1037";"1";"0";"0";"Salah"
"1096510";"145";"99";"6";"";"1019";"9";"1";"0";"Kane"
"1397696";"145";"97";"4";"";"1042";"12";"1";"0";"Salah"
"231222";"147";"101";"3";"";"1044";"2";"1";"0";"Salah"
"274238";"147";"84";"12";"";"1045";"3";"0";"0";"Salah"
"1835643";"149";"85";"9";"";"1029";"2";"1";"0";"Kane"
"261327";"150";"96";"3";"";"1055";"0";"1";"0";"Kane"
"1167015";"150";"66";"28";"";"1049";"6";"0";"0";"Kane"
"32810";"152";"79";"0";"bboost";"1041";"0";"2";"0";"Lingard"
"3236420";"153";"67";"6";"";"1029";"4";"4";"8";"Son"
"22615";"154";"82";"10";"";"1028";"4";"0";"0";"Kane"
"2548564";"155";"107";"10";"";"1042";"2";"2";"0";"Kane"
"38923";"156";"113";"6";"";"1039";"6";"1";"0";"Kane"
"492281";"156";"107";"4";"";"1046";"9";"2";"0";"Kane"
"2556505";"158";"96";"6";"";"1036";"1";"0";"0";"Salah"
"2118657";"159";"99";"15";"";"1045";"4";"1";"0";"Kane"
"3591";"160";"99";"3";"";"1043";"3";"3";"8";"Salah"
"259176";"160";"88";"4";"";"1045";"1";"1";"0";"Salah"
"956537";"162";"81";"3";"";"1038";"1";"0";"0";"Kane"
"74558";"163";"73";"1";"";"1039";"3";"1";"0";"Kane"
"36973";"164";"92";"17";"";"1052";"37";"1";"0";"Son"
"121035";"165";"95";"10";"wildcard";"1042";"14";"0";"0";"Salah"
"437087";"165";"92";"2";"";"1057";"25";"1";"0";"Martial"
"15540";"167";"102";"10";"wildcard";"1030";"5";"0";"0";"Kane"
"714486";"168";"72";"17";"";"1046";"7";"1";"0";"Salah"
"4360547";"169";"79";"4";"";"1035";"5";"2";"0";"Salah"
"1093167";"170";"77";"5";"";"1039";"0";"0";"0";"Kane"
"3326";"171";"90";"10";"";"1051";"0";"2";"0";"Salah"
"2857346";"171";"85";"13";"";"1031";"0";"0";"0";"Salah"
"164452";"173";"75";"15";"";"1055";"15";"2";"0";"Salah"
"2213954";"174";"85";"12";"";"1053";"0";"1";"0";"Salah"
"2527";"175";"97";"8";"";"1047";"9";"1";"0";"Salah"
"263918";"175";"112";"8";"";"1042";"9";"1";"0";"Salah"
"65517";"177";"107";"5";"";"1042";"1";"0";"0";"Salah"
"91761";"177";"82";"3";"";"1050";"4";"0";"0";"Kane"
"223105";"179";"78";"10";"";"1051";"50";"2";"0";"Son"
"3718312";"180";"44";"2";"";"1022";"13";"0";"0";"Rashford"
"1919";"181";"88";"2";"";"1039";"0";"3";"4";"Salah"
"7392";"181";"102";"4";"";"1026";"7";"2";"0";"Salah"
"107827";"181";"69";"3";"";"1048";"3";"2";"0";"Kane"
"1330711";"181";"75";"0";"";"1041";"35";"1";"0";"Salah"
"111850";"185";"66";"18";"";"1042";"8";"2";"0";"Kane"
"3458854";"185";"74";"20";"";"1055";"0";"0";"0";"Kane"
