"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"3614956";"1";"98";"4";"";"1044";"10";"1";"0";"Salah"
"2575352";"2";"66";"1";"";"1031";"20";"1";"0";"Kane"
"1198623";"3";"109";"3";"";"1042";"16";"1";"0";"Salah"
"197850";"4";"83";"2";"";"1039";"1";"2";"0";"Salah"
"616809";"5";"100";"5";"";"1049";"4";"1";"0";"Salah"
"226251";"6";"81";"7";"";"1054";"10";"1";"0";"Salah"
"219346";"7";"106";"2";"";"1043";"17";"1";"0";"Salah"
"8242";"8";"81";"17";"wildcard";"1043";"10";"0";"0";"Salah"
"64137";"9";"80";"2";"";"1040";"0";"2";"4";"Lacazette"
"145649";"10";"91";"5";"";"1053";"7";"1";"0";"Salah"
"60026";"11";"112";"7";"";"1043";"0";"2";"4";"Salah"
"8450";"12";"69";"2";"";"1051";"5";"0";"0";"Kane"
"110179";"13";"96";"3";"";"1051";"12";"1";"0";"Salah"
"100121";"14";"98";"1";"";"1050";"1";"0";"0";"Salah"
"33174";"15";"107";"10";"";"1050";"1";"3";"8";"Salah"
"2862023";"16";"100";"3";"";"1044";"20";"1";"0";"Salah"
"53944";"17";"76";"5";"";"1045";"3";"1";"0";"Kane"
"875378";"18";"101";"5";"";"1044";"9";"2";"0";"Salah"
"21823";"19";"74";"4";"";"1062";"3";"2";"4";"Aubameyang"
"2393059";"20";"62";"7";"";"1038";"3";"0";"0";"Kane"
"1577223";"21";"75";"6";"";"1048";"6";"2";"0";"Aubameyang"
"3718312";"22";"57";"24";"";"1015";"2";"2";"0";"Aubameyang"
"1889818";"23";"93";"2";"";"1047";"10";"1";"0";"Salah"
"31625";"24";"81";"10";"";"1044";"1";"2";"0";"Salah"
"87787";"25";"88";"2";"";"1056";"0";"2";"0";"Salah"
"1561884";"26";"88";"0";"";"1058";"40";"1";"0";"Salah"
"547377";"27";"101";"5";"freehit";"1055";"3";"0";"0";"Aubameyang"
"212254";"28";"90";"4";"";"1057";"2";"1";"0";"Salah"
"138561";"29";"69";"1";"";"1060";"27";"2";"0";"Aubameyang"
"2166271";"30";"75";"8";"";"1049";"5";"2";"0";"Salah"
"2558769";"31";"89";"12";"";"1036";"13";"1";"0";"Salah"
