"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
285;"Lukaku";"55.7";117;36226;36219;7;22707;6543;359
234;"Salah";"34.7";92;25630;25555;75;2050;3779;35
260;"de Gea";"35.6";55;24504;23824;680;153;5950;1
387;"Eriksen";"27.0";97;19613;19598;15;1729;3650;28
388;"Alli";"30.6";95;19305;19289;16;998;3044;14
281;"Mkhitaryan";"33.3";85;19236;19214;22;472;2142;9
257;"Agüero";"26.6";117;18097;18094;3;11126;2799;451
235;"Firmino";"27.2";87;17333;17247;86;1542;3551;16
286;"Elliot";"23.7";41;16767;2647;14120;NA;176;NA
248;"David Silva";"19.5";83;15828;15818;10;283;1069;5
472;"Morata";"19.2";102;14568;14542;26;1957;3351;17
487;"Chicharito";"19.6";70;13402;12800;602;93;841;1
381;"Davies";"20.7";57;13177;1484;11693;126;170;3
101;"David Luiz";"16.5";60;12580;12269;311;13;177;NA
468;"Hegazi";"27.7";49;12021;11157;864;4;49;NA
111;"Kanté";"20.5";51;11716;10651;1065;14;139;NA
282;"Pogba";"14.3";81;11507;632;10875;518;1027;2
353;"Rangel";"13.0";40;10873;31;10842;NA;1;NA
97;"Azpilicueta";"11.2";65;10705;10568;137;32;90;1
267;"Valencia";"11.6";66;10361;10334;27;92;125;NA
421;"Foster";"16.7";45;9185;5428;3757;NA;499;NA
379;"Walker";"13.6";65;8847;8680;167;21;83;NA
271;"Bailly";"17.0";62;8709;8645;64;30;110;NA
310;"Cédric";"10.2";50;8671;8099;572;NA;14;NA
100;"Alonso";"20.5";71;7824;7789;35;17;123;NA
307;"Bertrand";"12.7";55;7745;7449;296;6;21;NA
245;"Otamendi";"12.8";56;7125;7018;107;5;35;NA
394;"Kane";"27.3";125;6962;6950;12;4498;1127;100
252;"De Bruyne";"18.5";100;6598;6594;4;197;1111;3
106;"Willian";"12.9";70;6596;6339;257;4;114;NA
108;"Loftus-Cheek";"7.2";45;6406;1929;4477;NA;11;NA
94;"Courtois";"14.0";55;6360;5197;1163;5;1185;NA
107;"Matic";"15.4";50;6300;5729;571;7;67;NA
377;"Alderweireld";"13.3";60;5910;5843;67;6;48;NA
34;"Daniels";"11.2";49;5602;4450;1152;NA;14;NA
77;"Mee";"7.3";45;5581;2489;3092;NA;4;NA
264;"Jones";"9.2";52;5575;5503;72;2;14;NA
479;"Hart";"9.1";45;5492;1069;4423;NA;139;NA
161;"Rooney";"14.8";75;5372;4719;653;31;404;NA
367;"Carroll";"6.2";45;5298;1431;3867;NA;7;NA
494;"Mbemba";"10.9";40;4814;2057;2757;NA;NA;NA
172;"Mooy";"11.4";57;4649;4071;578;6;47;NA
306;"Forster";"8.1";50;4595;3625;970;1;540;NA
209;"Vardy";"10.8";85;4398;4336;62;422;624;13
23;"Xhaka";"12.9";56;4392;3298;1094;5;40;NA
375;"Lloris";"12.8";55;4099;3547;552;8;867;NA
242;"Stones";"6.8";55;4039;3944;95;3;24;NA
227;"Can";"6.9";50;3987;3180;807;NA;30;NA
13;"Kolasinac";"12.2";60;3941;3568;373;4;14;NA
414;"Doucouré";"10.7";52;3897;2757;1140;1;25;NA
424;"Dawson";"5.0";50;3730;3516;214;3;9;NA
57;"Hünemeier";"5.6";39;3672;23;3649;NA;1;NA
380;"Vertonghen";"8.0";60;3477;3418;59;3;28;NA
171;"Zanka";"9.2";46;3435;2752;683;1;5;NA
31;"Federici";"3.7";40;3149;NA;3149;NA;2;NA
78;"Ward";"5.0";45;3029;1801;1228;NA;1;NA
483;"Danilo";"4.0";55;3016;412;2604;1;11;NA
