"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"2575352";"1";"77";"4";"";"1033";"7";"1";"0";"Salah"
"60026";"2";"62";"11";"wildcard";"1047";"3";"0";"0";"Salah"
"21823";"3";"66";"7";"";"1067";"5";"2";"0";"Salah"
"8242";"4";"77";"12";"";"1060";"1";"2";"0";"Salah"
"3614956";"5";"65";"2";"";"1029";"3";"1";"0";"Hazard"
"197850";"6";"81";"8";"";"1053";"10";"1";"0";"Salah"
"304393";"7";"87";"2";"";"1074";"5";"1";"0";"Salah"
"100121";"8";"75";"3";"";"1059";"1";"1";"0";"Salah"
"138561";"9";"81";"5";"";"1070";"10";"2";"0";"Salah"
"291017";"10";"72";"14";"";"1036";"3";"1";"0";"Salah"
"110179";"11";"79";"4";"";"1055";"13";"1";"0";"Hazard"
"2742939";"12";"79";"6";"";"1058";"25";"2";"0";"Salah"
"875378";"13";"63";"2";"";"1045";"3";"2";"0";"Hazard"
"20727";"14";"82";"3";"";"1061";"1";"0";"0";"Salah"
"226251";"15";"72";"5";"";"1054";"5";"1";"0";"Salah"
"3852718";"16";"79";"7";"";"1026";"5";"1";"0";"Salah"
"2199241";"17";"57";"7";"";"1050";"0";"0";"0";"Salah"
"616809";"18";"63";"14";"";"1046";"22";"2";"4";"Hazard"
"473996";"19";"68";"1";"";"1059";"9";"1";"0";"Salah"
"8450";"20";"76";"3";"";"1050";"0";"0";"0";"Salah"
"489481";"21";"78";"4";"";"1049";"0";"2";"0";"Salah"
"724734";"22";"75";"4";"";"1046";"28";"2";"0";"Hazard"
"902198";"23";"73";"9";"";"1043";"5";"2";"0";"Salah"
"3184997";"24";"69";"14";"";"1054";"13";"1";"0";"Salah"
"66419";"25";"77";"3";"";"1044";"17";"2";"0";"Salah"
"22689";"26";"75";"2";"";"1041";"27";"1";"0";"Salah"
"7392";"27";"61";"1";"";"1030";"13";"3";"4";"Hazard"
"25171";"28";"82";"11";"";"1058";"4";"1";"0";"Salah"
"64137";"29";"63";"1";"";"1048";"10";"1";"0";"Hazard"
"328368";"30";"71";"13";"";"1035";"5";"2";"0";"Salah"
"1577223";"31";"64";"4";"";"1044";"1";"2";"0";"Salah"
"925417";"32";"80";"5";"";"1060";"1";"0";"0";"Salah"
"53944";"33";"70";"9";"wildcard";"1052";"0";"0";"0";"Salah"
"2166271";"33";"61";"7";"";"1055";"0";"1";"0";"Hazard"
"10248";"35";"78";"9";"";"1052";"0";"3";"8";"Salah"
"3685767";"36";"84";"7";"";"1055";"8";"0";"0";"Salah"
"72362";"37";"71";"4";"";"1060";"9";"0";"0";"Salah"
"2477540";"38";"77";"2";"";"1070";"15";"2";"0";"Salah"
"995328";"39";"70";"1";"";"1052";"28";"1";"0";"Hazard"
"43605";"40";"69";"5";"";"1053";"0";"0";"0";"Salah"
"3228750";"40";"78";"16";"";"1046";"0";"1";"0";"Salah"
"121035";"42";"86";"7";"";"1050";"5";"1";"0";"Salah"
"4143649";"43";"68";"12";"";"1056";"11";"2";"0";"Salah"
"375618";"44";"82";"9";"wildcard";"1051";"8";"0";"0";"Salah"
"72514";"45";"78";"6";"";"1044";"0";"3";"8";"Salah"
"8349";"46";"76";"4";"";"1055";"2";"1";"0";"Salah"
"45996";"47";"64";"10";"";"1054";"4";"1";"0";"Salah"
"2862023";"48";"60";"1";"";"1047";"8";"1";"0";"Hazard"
"2236582";"49";"66";"24";"";"1043";"0";"1";"0";"Salah"
"31625";"50";"64";"5";"";"1049";"2";"1";"0";"Hazard"
"1417";"51";"73";"1";"";"1061";"7";"1";"0";"Salah"
"92420";"52";"84";"9";"";"1037";"18";"2";"0";"Salah"
"1813479";"52";"71";"1";"";"1049";"1";"0";"0";"Salah"
"181436";"54";"77";"8";"";"1053";"18";"1";"0";"Salah"
"1931795";"54";"72";"11";"";"1054";"13";"1";"0";"Hazard"
"695462";"56";"74";"4";"";"1034";"0";"2";"0";"Salah"
"981588";"56";"69";"13";"wildcard";"1021";"2";"0";"0";"Salah"
"2645314";"58";"66";"3";"";"1051";"30";"0";"0";"Hazard"
"146156";"59";"74";"4";"";"1049";"5";"1";"0";"Salah"
"164452";"60";"76";"8";"";"1058";"6";"0";"0";"Salah"
"267488";"60";"68";"17";"wildcard";"1034";"4";"0";"0";"Salah"
"465365";"62";"77";"1";"";"1049";"0";"2";"0";"Salah"
"553141";"63";"74";"2";"";"1037";"34";"1";"0";"Salah"
"1201148";"64";"79";"2";"";"1057";"0";"2";"0";"Salah"
"354091";"65";"77";"9";"";"1055";"16";"1";"0";"Salah"
"704007";"65";"79";"7";"";"1063";"27";"0";"0";"Salah"
"302414";"67";"65";"7";"";"1051";"3";"1";"0";"Hazard"
"204095";"68";"69";"4";"";"1038";"0";"2";"0";"Salah"
"270007";"69";"79";"5";"";"1054";"10";"2";"0";"Salah"
"2558769";"70";"61";"6";"";"1039";"5";"1";"0";"Salah"
"202950";"71";"78";"14";"";"1049";"4";"1";"0";"Salah"
"263918";"71";"75";"7";"";"1051";"6";"1";"0";"Hazard"
"10638";"73";"62";"2";"";"1047";"10";"2";"0";"Salah"
"525414";"74";"64";"3";"";"1044";"0";"1";"0";"Salah"
"567888";"74";"79";"2";"";"1054";"8";"1";"0";"Salah"
"3427300";"74";"73";"19";"";"1044";"8";"1";"0";"Salah"
"3436564";"77";"69";"11";"";"1035";"48";"2";"0";"Salah"
"3173287";"78";"68";"3";"";"1043";"3";"1";"0";"Salah"
"213286";"79";"80";"6";"";"1034";"6";"1";"0";"Salah"
"166943";"80";"75";"6";"";"1059";"7";"1";"0";"Salah"
"15540";"81";"62";"12";"";"1044";"1";"1";"0";"Hazard"
"34529";"82";"90";"4";"";"1054";"8";"1";"0";"Salah"
"78008";"83";"76";"6";"";"1045";"15";"2";"0";"Hazard"
"259176";"84";"74";"5";"wildcard";"1043";"7";"0";"0";"Hazard"
"449529";"84";"85";"10";"";"1045";"12";"3";"4";"Salah"
"1642790";"86";"70";"3";"";"1034";"1";"2";"0";"Salah"
"665537";"87";"71";"1";"";"1038";"12";"0";"0";"Salah"
"53963";"88";"79";"11";"";"1066";"3";"2";"0";"Salah"
"1561884";"88";"59";"4";"";"1062";"47";"0";"0";"Hazard"
"1016821";"90";"56";"10";"";"1049";"14";"1";"0";"Salah"
"1093167";"90";"77";"8";"";"1042";"6";"2";"0";"Salah"
"1968766";"90";"80";"8";"";"1050";"0";"1";"0";"Salah"
"307462";"93";"76";"16";"wildcard";"1049";"9";"0";"0";"Salah"
"569252";"93";"64";"0";"";"1043";"32";"1";"0";"Salah"
"1835643";"95";"57";"9";"";"1037";"1";"2";"0";"Salah"
"1022038";"96";"72";"4";"";"1056";"10";"1";"0";"Salah"
"4360547";"97";"60";"7";"";"1035";"0";"0";"0";"Salah"
"392756";"98";"70";"11";"";"1042";"0";"2";"0";"Salah"
"252314";"99";"61";"5";"";"1043";"1";"2";"0";"Hazard"
"275332";"99";"78";"6";"";"1040";"5";"0";"0";"Salah"
"307007";"99";"72";"6";"";"1046";"27";"1";"0";"Salah"
"1094439";"102";"70";"2";"";"1054";"8";"2";"0";"Salah"
"1515804";"102";"72";"9";"";"1042";"11";"1";"0";"Salah"
"10528";"104";"74";"5";"";"1057";"0";"2";"0";"Hazard"
"313463";"105";"61";"5";"";"1052";"4";"1";"0";"Hazard"
"166523";"106";"62";"3";"";"1039";"2";"0";"0";"Salah"
"1508738";"107";"64";"2";"";"1035";"0";"1";"0";"Hazard"
"2495753";"108";"80";"7";"";"1046";"3";"2";"0";"Salah"
"2645242";"108";"82";"5";"";"1049";"4";"0";"0";"Salah"
"994511";"110";"74";"4";"";"1046";"19";"1";"0";"Salah"
"2232842";"111";"74";"5";"";"1037";"10";"0";"0";"Salah"
"933770";"112";"60";"12";"";"1029";"1";"1";"0";"Hazard"
"978471";"112";"67";"3";"";"1039";"2";"1";"0";"Salah"
"102771";"114";"80";"5";"";"1060";"0";"1";"0";"Salah"
"172910";"114";"53";"2";"";"1040";"21";"1";"0";"Richarlison"
"177877";"114";"61";"11";"";"1038";"0";"2";"0";"Salah"
"2350048";"114";"71";"10";"";"1048";"12";"1";"0";"Salah"
"3488816";"114";"79";"10";"";"1048";"5";"0";"0";"Salah"
"96787";"119";"82";"5";"";"1056";"2";"2";"0";"Salah"
"2155961";"119";"72";"2";"";"1055";"11";"2";"0";"Sané"
"1198623";"121";"62";"10";"";"1038";"1";"0";"0";"Hazard"
"268316";"122";"68";"14";"";"1043";"0";"2";"0";"Salah"
"817584";"122";"62";"9";"";"1041";"17";"1";"0";"Richarlison"
"774427";"124";"60";"10";"";"1056";"1";"0";"0";"Hazard"
"2557010";"125";"72";"2";"";"1044";"0";"3";"4";"Salah"
"173015";"126";"88";"2";"";"1076";"24";"1";"0";"Salah"
"1951751";"127";"77";"4";"";"1046";"6";"2";"4";"Salah"
"339382";"128";"69";"5";"";"1040";"1";"0";"0";"Salah"
"246972";"129";"66";"7";"";"1064";"5";"0";"0";"Salah"
"853610";"130";"68";"7";"";"1047";"0";"2";"0";"Kane"
"145649";"131";"70";"5";"";"1057";"4";"2";"0";"Sterling"
"286618";"131";"67";"11";"";"1049";"8";"0";"0";"Salah"
"389705";"131";"73";"6";"";"1053";"5";"0";"0";"Hazard"
"1825420";"131";"69";"4";"";"1037";"5";"1";"0";"Hazard"
"180110";"135";"75";"14";"";"1052";"0";"1";"0";"Salah"
"271209";"135";"66";"5";"";"1046";"3";"2";"0";"Hazard"
"274238";"135";"66";"7";"";"1043";"0";"2";"0";"Salah"
"596989";"138";"75";"3";"";"1050";"1";"1";"0";"Salah"
"942471";"138";"82";"4";"";"1053";"1";"1";"0";"Salah"
"790161";"140";"89";"14";"";"1046";"7";"2";"0";"Salah"
"1422249";"140";"69";"0";"";"1045";"8";"2";"0";"Salah"
"4302342";"142";"81";"7";"";"1048";"3";"1";"0";"Salah"
"377836";"143";"59";"12";"";"1070";"27";"0";"0";"Hazard"
"940499";"143";"76";"3";"";"1022";"18";"2";"0";"Salah"
"1269874";"143";"78";"5";"";"1051";"5";"1";"0";"Hazard"
"1224174";"146";"74";"3";"";"1055";"2";"2";"0";"Salah"
"3522496";"147";"73";"6";"";"1056";"7";"2";"0";"Salah"
"3591";"148";"66";"5";"";"1051";"0";"2";"4";"Salah"
"96157";"149";"78";"8";"";"1047";"1";"2";"0";"Salah"
"360459";"149";"70";"10";"";"1067";"0";"1";"0";"Salah"
"1045538";"149";"75";"2";"";"1053";"2";"0";"0";"Salah"
"9392";"152";"76";"1";"wildcard";"1051";"3";"0";"0";"Salah"
"991152";"153";"67";"8";"";"1060";"2";"2";"0";"Salah"
"3420";"154";"50";"8";"";"1038";"9";"1";"0";"Hazard"
"1097997";"154";"69";"1";"";"1040";"12";"2";"0";"Salah"
"320348";"156";"69";"1";"";"1050";"37";"2";"4";"Salah"
"3048235";"157";"60";"14";"";"1044";"10";"1";"0";"Hazard"
"615360";"158";"63";"5";"";"1045";"25";"2";"0";"Aubameyang"
"15996";"159";"79";"0";"";"1045";"5";"2";"0";"Salah"
"65517";"160";"64";"14";"";"1049";"2";"0";"0";"Salah"
"97421";"161";"83";"1";"";"1051";"0";"3";"8";"Salah"
"2464871";"162";"60";"11";"";"1057";"1";"1";"0";"Hazard"
"671259";"163";"65";"4";"";"1052";"3";"2";"0";"Aubameyang"
"1279942";"163";"79";"11";"";"1049";"1";"1";"0";"Salah"
"176339";"165";"68";"5";"";"1043";"5";"2";"0";"Salah"
"78494";"166";"82";"7";"";"1053";"0";"0";"0";"Salah"
"159436";"166";"76";"5";"";"1061";"0";"1";"0";"Salah"
"217612";"166";"73";"2";"";"1043";"0";"2";"0";"Hazard"
"3726037";"169";"63";"10";"freehit";"1041";"18";"0";"0";"Sané"
"37762";"170";"67";"3";"";"1063";"10";"0";"0";"Hazard"
"137614";"171";"80";"5";"";"1045";"2";"2";"0";"Salah"
"992249";"171";"67";"12";"";"1050";"9";"1";"0";"Salah"
