"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"2575352";"1";"15";"1";"";"1027";"0";"1";"0";"Kane"
"3614956";"2";"17";"1";"";"1041";"2";"1";"0";"Kane"
"1198623";"3";"40";"1";"freehit";"1042";"9";"0";"0";"Kane"
"1074674";"4";"17";"3";"";"1041";"12";"2";"4";"Aubameyang"
"2557010";"5";"13";"4";"";"1041";"0";"2";"0";"Sterling"
"21823";"6";"34";"1";"";"1053";"25";"2";"0";"Salah"
"8450";"7";"28";"3";"";"1047";"5";"1";"0";"Kane"
"138561";"8";"22";"3";"";"1054";"3";"1";"0";"Salah"
"377836";"9";"30";"0";"";"1053";"18";"2";"0";"Kane"
"197850";"10";"22";"1";"";"1036";"8";"1";"0";"Sterling"
"9319";"11";"46";"3";"";"1056";"57";"2";"0";"Sané"
"1358";"12";"26";"0";"";"1042";"0";"0";"0";"Wilson"
"226251";"13";"33";"3";"";"1048";"0";"2";"0";"Kane"
"3718312";"14";"16";"2";"";"1007";"0";"0";"0";"Kane"
"64137";"15";"22";"6";"";"1039";"6";"2";"0";"Kane"
"110179";"16";"28";"1";"";"1047";"4";"2";"0";"Salah"
"616809";"17";"35";"1";"";"1043";"7";"1";"0";"Salah"
"3302692";"18";"26";"8";"";"1025";"6";"2";"4";"Kane"
"2393059";"19";"35";"0";"";"1031";"3";"2";"0";"Kane"
"3751525";"20";"29";"2";"";"1028";"0";"3";"4";"Sterling"
"3058891";"21";"10";"0";"";"1030";"41";"2";"4";"Arnautovic"
"711997";"22";"9";"-1";"";"1035";"21";"1";"0";"Sterling"
"72514";"23";"31";"1";"";"1041";"8";"2";"0";"Wilson"
"3304256";"24";"32";"9";"";"1042";"2";"0";"0";"Salah"
"8242";"25";"28";"3";"";"1040";"16";"2";"4";"Kane"
"9392";"26";"28";"0";"";"1055";"4";"1";"0";"Salah"
"87787";"26";"40";"7";"";"1048";"37";"0";"0";"Salah"
"857615";"28";"23";"1";"";"1035";"1";"2";"0";"Kane"
"307462";"29";"12";"1";"";"1050";"14";"1";"0";"Kane"
"232746";"30";"22";"1";"";"1042";"2";"1";"0";"Salah"
"78008";"31";"43";"0";"";"1034";"24";"1";"0";"Sané"
"286618";"32";"14";"3";"";"1035";"10";"2";"0";"Kane"
"145649";"33";"14";"0";"";"1049";"0";"1";"0";"Salah"
"589232";"34";"26";"8";"freehit";"1042";"15";"0";"0";"Kane"
"48995";"35";"14";"2";"";"1048";"5";"1";"0";"Kane"
