"entry";"rank";"gw_points";"points_on_bench";"chip_played";"team_value";"in_bank";"transfers_done";"transfers_cost"
"2416329";"1086";"0";"0";"";"1008";"3";"2";"0"
"2461764";"1086";"0";"0";"";"1007";"5";"0";"0"
"2499629";"1086";"0";"0";"";"1006";"0";"0";"0"
"2551184";"1086";"0";"0";"";"1007";"0";"0";"0"
"2559466";"1086";"0";"0";"";"1007";"0";"0";"0"
"2870712";"1086";"0";"0";"";"1007";"0";"0";"0"
"2909327";"1086";"0";"0";"";"1007";"9";"2";"0"
"2961653";"1086";"0";"0";"";"1005";"0";"0";"0"
"2974486";"1086";"0";"0";"";"1006";"0";"0";"0"
"3010518";"1086";"0";"0";"";"1009";"0";"0";"0"
"3018186";"1086";"0";"0";"bboost";"1005";"0";"0";"0"
"3027499";"1086";"0";"0";"";"1007";"0";"2";"0"
"3085121";"1086";"0";"0";"";"1002";"5";"0";"0"
"3114874";"1086";"0";"0";"";"1005";"0";"0";"0"
"3155120";"1086";"0";"0";"";"1005";"0";"1";"0"
"3219205";"1086";"0";"0";"";"1009";"0";"2";"0"
"3278552";"1086";"0";"0";"";"1006";"0";"0";"0"
"3300478";"1086";"0";"0";"";"1006";"4";"5";"12"
"3367777";"1086";"0";"0";"";"1006";"5";"0";"0"
"3380941";"1086";"0";"0";"";"1003";"0";"0";"0"
"3408894";"1086";"0";"0";"";"1007";"0";"2";"0"
"3430170";"1086";"0";"0";"";"1003";"4";"2";"0"
"3435747";"1086";"0";"0";"";"1007";"0";"0";"0"
"3511987";"1086";"0";"0";"";"1009";"10";"1";"0"
"3522022";"1086";"0";"0";"";"1004";"0";"0";"0"
"3524983";"1086";"0";"0";"";"1005";"0";"0";"0"
"3653580";"1086";"0";"0";"";"1006";"5";"0";"0"
"3711653";"1086";"0";"0";"";"1008";"0";"1";"0"
"3767992";"1086";"0";"0";"";"1005";"0";"1";"0"
"3789785";"1086";"0";"0";"";"1009";"0";"0";"0"
"3817793";"1086";"0";"0";"";"1006";"0";"1";"0"
"3835205";"1086";"0";"0";"";"1008";"0";"2";"0"
"24530";"1193";"0";"0";"";"1008";"15";"0";"0"
"32000";"1193";"0";"0";"";"1011";"4";"6";"20"
"46465";"1193";"0";"0";"";"1006";"0";"0";"0"
"56068";"1193";"0";"0";"";"1009";"5";"1";"0"
"70171";"1193";"0";"0";"";"1008";"15";"1";"0"
"106804";"1193";"0";"0";"";"1007";"18";"1";"0"
"115327";"1193";"0";"0";"";"1007";"14";"1";"0"
"130519";"1193";"0";"0";"3xc";"1008";"5";"0";"0"
"152781";"1193";"0";"0";"wildcard";"1007";"1";"0";"0"
"168166";"1193";"0";"0";"";"1010";"9";"1";"0"
"247869";"1193";"0";"0";"";"1005";"7";"1";"0"
"258823";"1193";"0";"0";"";"1007";"13";"1";"0"
"294640";"1193";"0";"0";"";"1003";"18";"0";"0"
"310360";"1193";"0";"0";"";"1006";"15";"1";"0"
"327820";"1193";"0";"0";"";"1003";"0";"0";"0"
"335120";"1193";"0";"0";"wildcard";"1006";"1";"0";"0"
"337055";"1193";"0";"0";"";"1005";"5";"0";"0"
"375607";"1193";"0";"0";"";"1009";"3";"1";"0"
"386849";"1193";"0";"0";"";"1007";"4";"2";"4"
"439884";"1193";"0";"0";"";"1006";"4";"0";"0"
"454984";"1193";"0";"0";"";"1009";"28";"1";"0"
"474299";"1193";"0";"0";"";"1007";"10";"1";"0"
"513357";"1193";"0";"0";"";"1006";"10";"0";"0"
"547112";"1193";"0";"0";"";"1005";"13";"1";"0"
"563271";"1193";"0";"0";"";"1009";"5";"1";"0"
"622148";"1193";"0";"0";"";"1009";"0";"1";"0"
"657503";"1193";"0";"0";"";"1005";"24";"1";"0"
"663503";"1193";"0";"0";"";"1007";"0";"0";"0"
"666734";"1193";"0";"0";"";"1008";"4";"1";"0"
"685768";"1193";"0";"0";"";"1008";"0";"1";"0"
"804006";"1193";"0";"0";"";"1004";"8";"1";"0"
"820004";"1193";"0";"0";"";"1002";"14";"1";"0"
"834211";"1193";"0";"0";"";"1007";"5";"0";"0"
"851223";"1193";"0";"0";"";"1007";"14";"2";"4"
"867153";"1193";"0";"0";"";"1007";"5";"0";"0"
"882303";"1193";"0";"0";"";"1005";"5";"1";"0"
"891675";"1193";"0";"0";"";"1007";"37";"1";"0"
"928150";"1193";"0";"0";"wildcard";"1007";"0";"0";"0"
"988066";"1193";"0";"0";"freehit";"1006";"3";"0";"0"
"997597";"1193";"0";"0";"";"1006";"9";"0";"0"
"1000117";"1193";"0";"0";"";"1008";"10";"0";"0"
"1003474";"1193";"0";"0";"";"1004";"0";"1";"0"
"1019594";"1193";"0";"0";"";"1006";"20";"0";"0"
"1035173";"1193";"0";"0";"";"1007";"0";"0";"0"
"1045770";"1193";"0";"0";"";"1010";"9";"1";"0"
"1196259";"1193";"0";"0";"";"1009";"19";"1";"0"
"1318833";"1193";"0";"0";"wildcard";"1008";"3";"0";"0"
"1346945";"1193";"0";"0";"";"1008";"8";"1";"0"
"1477597";"1193";"0";"0";"";"1009";"0";"1";"0"
"1516150";"1193";"0";"0";"";"1010";"0";"1";"0"
"1557817";"1193";"0";"0";"";"1007";"9";"0";"0"
"1626187";"1193";"0";"0";"";"1004";"10";"0";"0"
"1635408";"1193";"0";"0";"";"1004";"5";"0";"0"
"1699412";"1193";"0";"0";"";"1006";"15";"0";"0"
"1842035";"1193";"0";"0";"";"1007";"0";"0";"0"
"1859616";"1193";"0";"0";"bboost";"1008";"15";"0";"0"
"1874017";"1193";"0";"0";"";"1007";"0";"1";"0"
"1876749";"1193";"0";"0";"";"1007";"5";"0";"0"
"1943848";"1193";"0";"0";"3xc";"1007";"0";"1";"0"
"2025308";"1193";"0";"0";"";"1006";"15";"1";"0"
"2043970";"1193";"0";"0";"";"1008";"10";"1";"0"
"2071488";"1193";"0";"0";"";"1006";"44";"1";"0"
"2209612";"1193";"0";"0";"";"1007";"15";"1";"0"
"2222592";"1193";"0";"0";"";"1007";"0";"0";"0"
"2223961";"1193";"0";"0";"";"1007";"9";"1";"0"
"2245040";"1193";"0";"0";"";"1006";"0";"1";"0"
"2261523";"1193";"0";"0";"";"1008";"14";"1";"0"
"2268987";"1193";"0";"0";"";"1009";"9";"0";"0"
"2279930";"1193";"0";"0";"";"1007";"19";"3";"8"
"2297547";"1193";"0";"0";"";"1006";"20";"1";"0"
"2403569";"1193";"0";"0";"";"1003";"0";"0";"0"
"2442792";"1193";"0";"0";"";"1006";"9";"1";"0"
"2442948";"1193";"0";"0";"";"1010";"0";"1";"0"
"2482908";"1193";"0";"0";"";"1006";"6";"1";"0"
"2653194";"1193";"0";"0";"3xc";"1011";"0";"1";"0"
"2775472";"1193";"0";"0";"";"1004";"9";"0";"0"
"2859930";"1193";"0";"0";"";"1006";"4";"1";"0"
"2874962";"1193";"0";"0";"";"1006";"79";"1";"0"
"2890889";"1193";"0";"0";"";"1009";"10";"1";"0"
"2891015";"1193";"0";"0";"";"1004";"3";"1";"0"
"2953035";"1193";"0";"0";"";"1007";"0";"1";"0"
"3007459";"1193";"0";"0";"";"1008";"7";"1";"0"
"3062824";"1193";"0";"0";"";"1007";"18";"1";"0"
"3108998";"1193";"0";"0";"";"1007";"20";"0";"0"
"3115271";"1193";"0";"0";"";"1005";"10";"1";"0"
"3129858";"1193";"0";"0";"";"1007";"17";"1";"0"
"3250912";"1193";"0";"0";"";"1008";"0";"1";"0"
"3274964";"1193";"0";"0";"";"1008";"14";"1";"0"
"3297598";"1193";"0";"0";"";"1010";"10";"1";"0"
"3305296";"1193";"0";"0";"";"1007";"20";"1";"0"
"3318122";"1193";"0";"0";"";"1008";"4";"3";"8"
"3334268";"1193";"0";"0";"";"1007";"4";"0";"0"
"3501661";"1193";"0";"0";"freehit";"1008";"0";"0";"0"
"3503057";"1193";"0";"0";"bboost";"1004";"10";"3";"8"
"3538017";"1193";"0";"0";"";"1005";"4";"1";"0"
"3554257";"1193";"0";"0";"";"1006";"5";"1";"0"
"3577460";"1193";"0";"0";"";"1008";"8";"2";"4"
"3580997";"1193";"0";"0";"";"1006";"14";"0";"0"
"3612579";"1193";"0";"0";"3xc";"1008";"5";"1";"0"
"3622137";"1193";"0";"0";"";"1004";"0";"1";"0"
"3726008";"1193";"0";"0";"";"1007";"5";"0";"0"
"3738889";"1193";"0";"0";"";"1008";"5";"1";"0"
"3747859";"1193";"0";"0";"";"1008";"19";"1";"0"
"3751757";"1193";"0";"0";"";"1005";"5";"1";"0"
"3752511";"1193";"0";"0";"freehit";"1004";"12";"0";"0"
"3824678";"1193";"0";"0";"";"1008";"0";"0";"0"
"829383";"1299";"0";"0";"";"1006";"5";"0";"0"
"930169";"1299";"0";"0";"";"1007";"4";"1";"0"
"1558641";"1299";"0";"0";"";"1007";"1";"3";"8"
"2067306";"1299";"0";"0";"";"1005";"15";"1";"0"
"2201987";"1299";"0";"0";"";"1010";"5";"1";"0"
"2235368";"1299";"0";"0";"";"1005";"19";"1";"0"
"2787161";"1299";"0";"0";"";"1004";"4";"1";"0"
"3241894";"1299";"0";"0";"";"1008";"9";"1";"0"
"2671343";"1307";"0";"0";"";"1007";"4";"2";"4"
"902373";"1308";"0";"0";"";"1011";"0";"3";"8"
"1699097";"1309";"0";"0";"";"1009";"9";"0";"0"
"10064";"1310";"0";"0";"";"1006";"0";"0";"0"
"19161";"1310";"0";"0";"";"1007";"0";"1";"0"
"23673";"1310";"0";"0";"";"1005";"1";"1";"0"
"150578";"1310";"0";"0";"";"1012";"15";"1";"0"
"162000";"1310";"0";"0";"";"1007";"0";"0";"0"
"225782";"1310";"0";"0";"";"1009";"0";"0";"0"
"241983";"1310";"0";"0";"";"1006";"10";"2";"0"
"273669";"1310";"0";"0";"";"1006";"0";"1";"0"
"299308";"1310";"0";"0";"freehit";"1011";"2";"0";"0"
"307957";"1310";"0";"0";"";"1007";"5";"0";"0"
"308135";"1310";"0";"0";"";"1008";"0";"0";"0"
"408333";"1310";"0";"0";"";"1004";"0";"0";"0"
"412617";"1310";"0";"0";"";"1007";"7";"2";"0"
"507051";"1310";"0";"0";"";"1006";"1";"1";"0"
"517421";"1310";"0";"0";"";"1006";"24";"1";"0"
"520837";"1310";"0";"0";"";"1007";"0";"0";"0"
"534348";"1310";"0";"0";"";"1007";"0";"2";"0"
"539106";"1310";"0";"0";"";"1006";"4";"1";"0"
"693504";"1310";"0";"0";"";"1010";"2";"5";"16"
"735629";"1310";"0";"0";"";"1006";"2";"2";"0"
"752144";"1310";"0";"0";"";"1009";"10";"1";"0"
"778138";"1310";"0";"0";"";"1007";"0";"2";"0"
"796459";"1310";"0";"0";"";"1005";"0";"0";"0"
"827320";"1310";"0";"0";"";"1006";"9";"1";"0"
"840998";"1310";"0";"0";"";"1007";"0";"2";"0"
"847659";"1310";"0";"0";"";"1006";"8";"1";"0"
"885492";"1310";"0";"0";"";"1005";"12";"2";"0"
"892070";"1310";"0";"0";"";"1007";"5";"1";"0"
"944170";"1310";"0";"0";"";"1008";"0";"1";"0"
"1007397";"1310";"0";"0";"";"1007";"16";"3";"4"
"1015047";"1310";"0";"0";"";"1007";"0";"1";"0"
"1039108";"1310";"0";"0";"";"1005";"4";"1";"0"
"1095716";"1310";"0";"0";"";"1007";"19";"2";"0"
"1131222";"1310";"0";"0";"";"1005";"9";"1";"0"
"1178758";"1310";"0";"0";"";"1007";"3";"2";"0"
"1222380";"1310";"0";"0";"";"1007";"13";"2";"0"
"1260276";"1310";"0";"0";"";"1006";"5";"2";"0"
"1268795";"1310";"0";"0";"";"1004";"0";"0";"0"
"1292762";"1310";"0";"0";"freehit";"1006";"8";"0";"0"
"1352141";"1310";"0";"0";"";"1002";"0";"0";"0"
"1363669";"1310";"0";"0";"bboost";"1010";"2";"3";"8"
"1406235";"1310";"0";"0";"";"1008";"22";"2";"0"
"1443467";"1310";"0";"0";"wildcard";"1005";"2";"0";"0"
"1490449";"1310";"0";"0";"";"1007";"7";"2";"0"
"1525540";"1310";"0";"0";"wildcard";"1006";"0";"0";"0"
"1549813";"1310";"0";"0";"";"1007";"4";"2";"0"
"1587436";"1310";"0";"0";"";"1007";"0";"0";"0"
"1605377";"1310";"0";"0";"";"1007";"3";"1";"0"
"1626781";"1310";"0";"0";"";"1005";"13";"2";"0"
"1633000";"1310";"0";"0";"";"1005";"10";"2";"0"
"1705219";"1310";"0";"0";"wildcard";"1003";"0";"0";"0"
"1719919";"1310";"0";"0";"";"1005";"0";"0";"0"
"1723778";"1310";"0";"0";"";"1009";"3";"1";"0"
"1776189";"1310";"0";"0";"";"1007";"9";"2";"0"
"1777085";"1310";"0";"0";"";"1006";"10";"0";"0"
"1817056";"1310";"0";"0";"";"1008";"7";"2";"0"
"1832002";"1310";"0";"0";"";"1007";"0";"1";"0"
"1873570";"1310";"0";"0";"";"1006";"3";"2";"0"
"1904922";"1310";"0";"0";"";"1005";"0";"0";"0"
"1909040";"1310";"0";"0";"";"1008";"4";"1";"0"
"1929333";"1310";"0";"0";"bboost";"1006";"3";"2";"0"
"2020906";"1310";"0";"0";"bboost";"1006";"1";"2";"0"
"2039834";"1310";"0";"0";"";"1004";"15";"0";"0"
"2066376";"1310";"0";"0";"";"1005";"0";"0";"0"
"2093099";"1310";"0";"0";"";"1006";"0";"2";"0"
"2113849";"1310";"0";"0";"";"1001";"0";"0";"0"
"2133078";"1310";"0";"0";"";"1005";"0";"0";"0"
"2134082";"1310";"0";"0";"";"1007";"9";"1";"0"
"2139797";"1310";"0";"0";"";"1008";"0";"0";"0"
"2140315";"1310";"0";"0";"";"1005";"0";"0";"0"
"2148777";"1310";"0";"0";"";"1007";"10";"0";"0"
"2227672";"1310";"0";"0";"";"1007";"13";"1";"0"
"2232907";"1310";"0";"0";"";"1004";"4";"1";"0"
"2239375";"1310";"0";"0";"freehit";"1008";"4";"0";"0"
"2332124";"1310";"0";"0";"";"1006";"30";"0";"0"
"2360869";"1310";"0";"0";"";"1006";"5";"1";"0"
"2405584";"1310";"0";"0";"";"1005";"9";"1";"0"
"2458850";"1310";"0";"0";"";"1003";"0";"0";"0"
"2490098";"1310";"0";"0";"";"1008";"0";"1";"0"
"2534176";"1310";"0";"0";"";"1009";"5";"0";"0"
"2539426";"1310";"0";"0";"";"1006";"0";"0";"0"
"2614348";"1310";"0";"0";"";"1007";"0";"0";"0"
"2619369";"1310";"0";"0";"";"1009";"29";"2";"0"
"2671210";"1310";"0";"0";"";"1007";"13";"1";"0"
"2711649";"1310";"0";"0";"";"1007";"0";"0";"0"
"2830000";"1310";"0";"0";"";"1005";"7";"2";"0"
"2872093";"1310";"0";"0";"wildcard";"1007";"1";"0";"0"
"2919980";"1310";"0";"0";"";"1005";"10";"0";"0"
"2938738";"1310";"0";"0";"";"1007";"5";"2";"0"
"2968566";"1310";"0";"0";"";"1008";"8";"2";"0"
"2991382";"1310";"0";"0";"";"1004";"4";"5";"16"
"3001366";"1310";"0";"0";"bboost";"1008";"0";"2";"0"
"3044227";"1310";"0";"0";"";"1007";"5";"0";"0"
"3056614";"1310";"0";"0";"";"1003";"13";"2";"0"
"3060541";"1310";"0";"0";"";"1007";"4";"2";"0"
"3125595";"1310";"0";"0";"";"1008";"25";"2";"0"
"3130019";"1310";"0";"0";"";"1007";"0";"1";"0"
"3138286";"1310";"0";"0";"";"1006";"0";"0";"0"
"3152650";"1310";"0";"0";"";"1006";"0";"0";"0"
"3156535";"1310";"0";"0";"";"1005";"9";"1";"0"
"3162135";"1310";"0";"0";"";"1005";"0";"0";"0"
"3196557";"1310";"0";"0";"";"1008";"5";"1";"0"
"3243437";"1310";"0";"0";"";"1007";"0";"0";"0"
"3266533";"1310";"0";"0";"";"1005";"0";"0";"0"
"3278068";"1310";"0";"0";"";"1007";"0";"0";"0"
"3282098";"1310";"0";"0";"";"1007";"19";"1";"0"
"3294386";"1310";"0";"0";"";"1006";"0";"1";"0"
"3381427";"1310";"0";"0";"";"1009";"10";"0";"0"
"3386906";"1310";"0";"0";"";"1005";"0";"2";"0"
"3388436";"1310";"0";"0";"";"1006";"7";"2";"0"
"3405566";"1310";"0";"0";"";"1008";"12";"2";"0"
"3423204";"1310";"0";"0";"3xc";"1007";"4";"1";"0"
"3433117";"1310";"0";"0";"";"1008";"0";"2";"0"
"3501443";"1310";"0";"0";"";"1007";"0";"0";"0"
"3542833";"1310";"0";"0";"";"1001";"5";"0";"0"
"3576908";"1310";"0";"0";"";"1007";"12";"2";"0"
"3589665";"1310";"0";"0";"";"1006";"0";"0";"0"
"3594019";"1310";"0";"0";"";"1006";"0";"0";"0"
"3653525";"1310";"0";"0";"";"1009";"5";"3";"4"
"3653999";"1310";"0";"0";"";"1012";"10";"1";"0"
"3796465";"1310";"0";"0";"";"1007";"4";"1";"0"
"3844632";"1310";"0";"0";"";"1005";"0";"0";"0"
"3850793";"1310";"0";"0";"";"1006";"4";"1";"0"
"3855579";"1310";"0";"0";"bboost";"1004";"0";"1";"0"
"8812";"1434";"0";"0";"";"1008";"0";"0";"0"
"39076";"1434";"0";"0";"";"1006";"5";"0";"0"
"49594";"1434";"0";"0";"";"1010";"8";"2";"4"
"52744";"1434";"0";"0";"";"1010";"14";"1";"0"
"92365";"1434";"0";"0";"";"1006";"0";"0";"0"
"92958";"1434";"0";"0";"";"1005";"2";"1";"0"
"106770";"1434";"0";"0";"";"1010";"5";"1";"0"
"110591";"1434";"0";"0";"";"1009";"3";"2";"4"
"160641";"1434";"0";"0";"";"1006";"14";"1";"0"
"194458";"1434";"0";"0";"";"1011";"5";"2";"4"
"211511";"1434";"0";"0";"";"1009";"19";"1";"0"
"252039";"1434";"0";"0";"";"1009";"3";"1";"0"
"270470";"1434";"0";"0";"";"1008";"9";"1";"0"
"307702";"1434";"0";"0";"";"1009";"24";"1";"0"
"326129";"1434";"0";"0";"freehit";"1001";"6";"0";"0"
"333700";"1434";"0";"0";"wildcard";"1011";"4";"0";"0"
"334832";"1434";"0";"0";"freehit";"1004";"0";"0";"0"
"342299";"1434";"0";"0";"";"1010";"4";"1";"0"
"354140";"1434";"0";"0";"";"1006";"14";"2";"4"
"362268";"1434";"0";"0";"";"1007";"0";"0";"0"
"400009";"1434";"0";"0";"";"1011";"0";"2";"4"
"407693";"1434";"0";"0";"";"1006";"17";"2";"4"
"486646";"1434";"0";"0";"";"1006";"10";"1";"0"
"488769";"1434";"0";"0";"";"1010";"9";"1";"0"
"492154";"1434";"0";"0";"";"1009";"4";"0";"0"
"492438";"1434";"0";"0";"";"1008";"9";"1";"0"
"502510";"1434";"0";"0";"";"1007";"14";"1";"0"
"556519";"1434";"0";"0";"";"1005";"14";"1";"0"
"578098";"1434";"0";"0";"";"1004";"0";"1";"0"
"693668";"1434";"0";"0";"";"1007";"18";"1";"0"
"694137";"1434";"0";"0";"freehit";"1003";"3";"0";"0"
"709393";"1434";"0";"0";"wildcard";"1008";"1";"0";"0"
"726206";"1434";"0";"0";"3xc";"1007";"6";"1";"0"
"762109";"1434";"0";"0";"";"1009";"19";"2";"4"
"807362";"1434";"0";"0";"";"1006";"4";"0";"0"
"826699";"1434";"0";"0";"wildcard";"1005";"0";"0";"0"
"828495";"1434";"0";"0";"";"1007";"0";"0";"0"
"842710";"1434";"0";"0";"";"1010";"4";"1";"0"
"882402";"1434";"0";"0";"";"1009";"10";"1";"0"
"885493";"1434";"0";"0";"freehit";"1007";"14";"0";"0"
"898932";"1434";"0";"0";"wildcard";"1003";"1";"0";"0"
"909845";"1434";"0";"0";"";"1009";"9";"4";"12"
"919665";"1434";"0";"0";"";"1009";"15";"1";"0"
"933291";"1434";"0";"0";"";"1006";"15";"0";"0"
"955460";"1434";"0";"0";"";"1008";"0";"1";"0"
"980129";"1434";"0";"0";"";"1009";"19";"0";"0"
"984533";"1434";"0";"0";"";"1004";"0";"0";"0"
"996529";"1434";"0";"0";"";"1004";"19";"1";"0"
"1037373";"1434";"0";"0";"";"1007";"24";"1";"0"
"1074729";"1434";"0";"0";"";"1004";"9";"1";"0"
"1090194";"1434";"0";"0";"";"1007";"0";"0";"0"
"1128240";"1434";"0";"0";"";"1005";"0";"0";"0"
"1214712";"1434";"0";"0";"";"1009";"0";"0";"0"
"1217043";"1434";"0";"0";"";"1007";"0";"1";"0"
"1224141";"1434";"0";"0";"";"1006";"0";"1";"0"
"1231203";"1434";"0";"0";"";"1004";"0";"0";"0"
"1276567";"1434";"0";"0";"freehit";"1006";"3";"0";"0"
"1310776";"1434";"0";"0";"";"1008";"10";"0";"0"
"1326403";"1434";"0";"0";"";"1006";"4";"1";"0"
"1335770";"1434";"0";"0";"freehit";"1003";"3";"0";"0"
"1405730";"1434";"0";"0";"";"1011";"9";"1";"0"
"1425639";"1434";"0";"0";"";"1009";"25";"1";"0"
"1452441";"1434";"0";"0";"";"1006";"10";"0";"0"
"1496204";"1434";"0";"0";"";"1007";"10";"1";"0"
"1529203";"1434";"0";"0";"";"1006";"5";"1";"0"
"1535837";"1434";"0";"0";"";"1005";"5";"0";"0"
"1549006";"1434";"0";"0";"";"1002";"9";"1";"0"
"1552977";"1434";"0";"0";"";"1005";"13";"1";"0"
"1564789";"1434";"0";"0";"";"1009";"24";"1";"0"
"1606486";"1434";"0";"0";"";"1007";"6";"1";"0"
"1613437";"1434";"0";"0";"";"1007";"9";"0";"0"
"1619618";"1434";"0";"0";"";"1004";"4";"1";"0"
"1622425";"1434";"0";"0";"";"1007";"5";"1";"0"
"1741022";"1434";"0";"0";"";"1008";"5";"0";"0"
"1766231";"1434";"0";"0";"";"1009";"0";"0";"0"
"1815897";"1434";"0";"0";"";"1006";"5";"0";"0"
"1833752";"1434";"0";"0";"";"1005";"9";"1";"0"
"1834508";"1434";"0";"0";"";"1004";"9";"0";"0"
"1870307";"1434";"0";"0";"";"1007";"5";"0";"0"
"1880460";"1434";"0";"0";"";"1009";"0";"0";"0"
"1942381";"1434";"0";"0";"";"1009";"0";"0";"0"
"1986266";"1434";"0";"0";"";"1005";"8";"2";"4"
"2003242";"1434";"0";"0";"";"1009";"0";"1";"0"
"2034832";"1434";"0";"0";"";"1007";"19";"1";"0"
"2061470";"1434";"0";"0";"freehit";"1008";"17";"0";"0"
"2077678";"1434";"0";"0";"";"1009";"15";"0";"0"
"2085161";"1434";"0";"0";"";"1006";"1";"1";"0"
"2105756";"1434";"0";"0";"";"1008";"0";"0";"0"
"2179501";"1434";"0";"0";"wildcard";"1006";"0";"0";"0"
"2183749";"1434";"0";"0";"";"1006";"15";"0";"0"
"2184108";"1434";"0";"0";"";"1009";"0";"1";"0"
"2188632";"1434";"0";"0";"";"1007";"20";"1";"0"
"2197257";"1434";"0";"0";"";"1010";"0";"0";"0"
"2220372";"1434";"0";"0";"";"1006";"5";"1";"0"
"2234990";"1434";"0";"0";"";"1005";"39";"1";"0"
"2297474";"1434";"0";"0";"";"1009";"10";"1";"0"
"2315695";"1434";"0";"0";"";"1009";"10";"1";"0"
"2328876";"1434";"0";"0";"";"1004";"14";"3";"8"
"2366514";"1434";"0";"0";"";"1007";"5";"1";"0"
"2406306";"1434";"0";"0";"freehit";"1008";"1";"0";"0"
"2422453";"1434";"0";"0";"";"1006";"0";"0";"0"
"2423871";"1434";"0";"0";"";"1008";"0";"2";"4"
"2454188";"1434";"0";"0";"";"1008";"0";"2";"4"
"2458045";"1434";"0";"0";"";"1006";"0";"1";"0"
"2497861";"1434";"0";"0";"";"1007";"18";"0";"0"
"2505106";"1434";"0";"0";"";"1008";"0";"0";"0"
"2553111";"1434";"0";"0";"";"1008";"19";"2";"4"
"2583502";"1434";"0";"0";"";"1006";"54";"1";"0"
"2599783";"1434";"0";"0";"";"1007";"0";"1";"0"
"2620313";"1434";"0";"0";"";"1007";"0";"1";"0"
"2638536";"1434";"0";"0";"";"1007";"5";"1";"0"
"2678732";"1434";"0";"0";"";"1005";"0";"2";"4"
"2681219";"1434";"0";"0";"";"1007";"4";"1";"0"
"2749471";"1434";"0";"0";"freehit";"1007";"6";"0";"0"
"2751638";"1434";"0";"0";"";"1007";"6";"1";"0"
"2753854";"1434";"0";"0";"";"1008";"0";"0";"0"
"2826266";"1434";"0";"0";"";"1009";"3";"1";"0"
"3020062";"1434";"0";"0";"wildcard";"1007";"3";"0";"0"
"3023208";"1434";"0";"0";"";"1007";"13";"2";"4"
"3025688";"1434";"0";"0";"";"1005";"9";"1";"0"
"3037991";"1434";"0";"0";"";"1009";"0";"1";"0"
"3055384";"1434";"0";"0";"";"1009";"5";"0";"0"
"3176787";"1434";"0";"0";"";"1006";"14";"1";"0"
"3212970";"1434";"0";"0";"";"1007";"22";"1";"0"
"3303748";"1434";"0";"0";"";"1003";"9";"0";"0"
"3320858";"1434";"0";"0";"";"1009";"8";"1";"0"
"3337620";"1434";"0";"0";"";"1007";"9";"1";"0"
"3355625";"1434";"0";"0";"";"1006";"14";"0";"0"
"3360749";"1434";"0";"0";"";"1007";"0";"1";"0"
"3368554";"1434";"0";"0";"";"1006";"10";"0";"0"
"3381069";"1434";"0";"0";"";"1007";"5";"1";"0"
"3399058";"1434";"0";"0";"";"1006";"0";"0";"0"
"3421859";"1434";"0";"0";"";"1008";"18";"1";"0"
"3488983";"1434";"0";"0";"";"1004";"20";"0";"0"
"3527815";"1434";"0";"0";"";"1004";"4";"1";"0"
"3532060";"1434";"0";"0";"3xc";"1006";"14";"1";"0"
"3707909";"1434";"0";"0";"";"1007";"9";"0";"0"
"3714395";"1434";"0";"0";"";"1005";"19";"1";"0"
"372764";"1572";"0";"0";"freehit";"1006";"0";"0";"0"
"482764";"1572";"0";"0";"";"1009";"10";"1";"0"
"509080";"1572";"0";"0";"";"1006";"58";"0";"0"
"634990";"1572";"0";"0";"";"1009";"9";"4";"12"
"1310612";"1572";"0";"0";"";"1006";"40";"2";"4"
"1555263";"1572";"0";"0";"wildcard";"1007";"20";"0";"0"
"1651802";"1572";"0";"0";"";"1009";"5";"1";"0"
"1902299";"1572";"0";"0";"";"1006";"3";"2";"4"
"2757882";"1572";"0";"0";"";"1009";"39";"9";"32"
"3111150";"1572";"0";"0";"";"1011";"35";"1";"0"
"925047";"1582";"0";"0";"";"1007";"2";"1";"0"
"982582";"1582";"0";"0";"";"1010";"29";"3";"8"
"3607055";"1582";"0";"0";"";"1009";"10";"1";"0"
"2820738";"1585";"0";"0";"";"1010";"4";"1";"0"
"2469499";"1586";"0";"0";"";"1007";"34";"5";"16"
"7258";"1587";"0";"0";"";"1005";"5";"2";"0"
"13634";"1587";"0";"0";"";"1009";"0";"0";"0"
"20902";"1587";"0";"0";"";"1007";"0";"0";"0"
"48874";"1587";"0";"0";"";"1007";"14";"3";"4"
"67060";"1587";"0";"0";"";"1006";"3";"2";"0"
"70915";"1587";"0";"0";"";"1007";"0";"1";"0"
"162216";"1587";"0";"0";"";"1003";"3";"2";"4"
"174055";"1587";"0";"0";"";"1007";"0";"2";"0"
"187011";"1587";"0";"0";"";"1008";"0";"0";"0"
"195574";"1587";"0";"0";"";"1003";"10";"0";"0"
"232902";"1587";"0";"0";"";"1008";"3";"2";"0"
"248200";"1587";"0";"0";"";"1008";"1";"2";"0"
"297892";"1587";"0";"0";"";"1011";"0";"0";"0"
"307881";"1587";"0";"0";"";"1001";"0";"0";"0"
"367966";"1587";"0";"0";"";"1008";"12";"2";"0"
"370397";"1587";"0";"0";"";"1007";"0";"2";"0"
"376521";"1587";"0";"0";"";"1007";"0";"0";"0"
"379780";"1587";"0";"0";"";"1005";"0";"2";"0"
"421965";"1587";"0";"0";"bboost";"1006";"4";"2";"0"
"428402";"1587";"0";"0";"";"1007";"0";"1";"0"
"432443";"1587";"0";"0";"";"1010";"14";"2";"0"
"446621";"1587";"0";"0";"";"1006";"5";"0";"0"
"495790";"1587";"0";"0";"";"1006";"0";"2";"0"
