"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
179;"Button";"1.7";40;536;NA;536;NA;NA;NA
524;"Success";"3.9";46;515;255;260;NA;1;NA
464;"Balbuena";"1.3";44;454;230;224;NA;NA;NA
47;"Ryan";"5.4";46;446;202;244;NA;NA;NA
116;"David Luiz";"8.6";57;411;407;4;NA;1;NA
504;"Camarasa";"1.6";46;371;55;316;NA;NA;NA
4;"Bellerín";"12.5";55;348;338;10;NA;1;NA
468;"Alisson";"21.5";57;321;293;28;NA;1;NA
445;"Foster";"4.0";45;312;277;35;NA;NA;NA
490;"Hart";"8.7";45;312;55;257;NA;NA;NA
135;"Hennessey";"6.6";45;289;20;269;NA;NA;NA
246;"van Dijk";"21.6";62;287;273;14;NA;2;NA
202;"Billing";"1.9";45;274;16;258;NA;NA;NA
155;"Stekelenburg";"3.7";40;254;NA;254;NA;NA;NA
493;"Rondón";"3.3";58;250;242;8;1;NA;NA
192;"Schindler";"3.5";44;248;201;47;NA;NA;NA
391;"Pereyra";"15.5";62;226;219;7;4;7;NA
378;"Holebas";"11.5";47;220;211;9;NA;2;NA
458;"Kenedy";"1.3";49;210;53;157;NA;NA;NA
450;"Torreira";"8.4";51;204;174;30;NA;NA;NA
221;"Pereira";"6.7";51;203;158;45;NA;NA;NA
48;"Dunk";"4.8";45;200;19;181;NA;NA;NA
251;"Mané";"21.7";96;192;190;2;5;5;NA
357;"Trippier";"17.3";61;188;167;21;NA;2;NA
364;"Eriksen";"5.8";93;182;182;NA;10;37;NA
56;"Stephens";"3.7";44;180;1;179;NA;NA;NA
301;"Martial";"6.8";74;180;98;82;NA;2;NA
101;"Paterson";"1.5";53;179;121;58;NA;1;NA
95;"Peltier";"3.1";38;178;17;161;NA;NA;NA
42;"Brooks";"2.8";51;173;2;171;NA;NA;NA
136;"Speroni";"9.5";40;168;NA;168;NA;NA;NA
25;"Boruc";"6.0";40;158;NA;158;NA;NA;NA
383;"Kiko Femenía";"1.7";42;151;128;23;NA;NA;NA
131;"Hudson-Odoi";"2.1";42;150;NA;150;NA;NA;NA
233;"Maddison";"6.0";68;146;145;1;NA;NA;NA
62;"Murray";"4.6";66;134;58;76;NA;NA;NA
102;"Gunnarsson";"0.8";44;133;7;126;NA;NA;NA
305;"Rashford";"8.3";69;124;95;29;NA;2;NA
439;"Steele";"1.4";40;119;NA;119;NA;NA;NA
410;"Masuaku";"2.0";43;117;12;105;NA;NA;NA
539;"Diangana";"0.2";45;116;5;111;NA;NA;NA
219;"Chilwell";"2.9";52;115;3;112;NA;NA;NA
258;"Ings";"3.0";54;115;31;84;NA;1;NA
24;"Begovic";"3.9";45;114;51;63;NA;NA;NA
49;"Duffy";"4.7";46;111;NA;111;NA;NA;NA
106;"Murphy";"0.6";48;110;13;97;NA;NA;NA
409;"Diop";"0.8";43;107;55;52;NA;NA;NA
162;"Keane";"4.5";51;105;8;97;NA;NA;NA
351;"Lloris";"4.5";54;103;103;NA;NA;1;NA
276;"Bernardo Silva";"7.5";75;101;100;1;NA;1;NA
105;"Ward";"0.3";43;99;NA;99;NA;NA;NA
365;"Alli";"3.7";89;99;99;NA;2;20;NA
154;"Pickford";"15.3";50;94;24;70;NA;NA;NA
353;"Alderweireld";"3.7";59;94;94;NA;NA;1;NA
498;"Kepa";"5.9";56;91;90;1;NA;NA;NA
405;"Zabaleta";"2.7";43;86;49;37;NA;NA;NA
265;"Walker";"13.6";65;85;85;NA;NA;NA;NA
335;"Bednarek";"3.9";39;85;7;78;NA;NA;NA
280;"Agüero";"22.7";112;81;1;80;17;15;NA
328;"McCarthy";"3.1";45;81;19;62;NA;NA;NA
433;"Neves";"13.2";50;77;28;49;NA;NA;NA
239;"Lovren";"2.0";49;76;71;5;NA;NA;NA
191;"Lössl";"1.6";44;74;54;20;NA;NA;NA
310;"Yedlin";"1.2";45;71;NA;71;NA;NA;NA
462;"Shaqiri";"3.1";71;71;62;9;NA;NA;NA
172;"Sigurdsson";"7.1";74;70;42;28;NA;3;NA
126;"Kanté";"17.0";49;67;27;40;NA;NA;NA
193;"Löwe";"0.2";44;64;63;1;NA;NA;NA
209;"Quaner";"3.4";43;63;NA;63;NA;NA;NA
57;"Kayal";"0.8";44;61;NA;61;NA;NA;NA
332;"Cédric";"4.4";44;60;NA;60;NA;NA;NA
269;"Delph";"0.6";53;55;51;4;NA;NA;NA
370;"Lucas Moura";"10.1";70;55;55;NA;1;4;NA
80;"Westwood";"1.5";45;51;2;49;NA;NA;NA
147;"McArthur";"2.2";48;51;26;25;NA;NA;NA
223;"Mahrez";"3.5";85;51;51;NA;2;11;NA
417;"Arnautovic";"7.8";69;51;1;50;NA;NA;NA
478;"Schürrle";"4.0";58;50;45;5;NA;NA;NA
2;"Leno";"2.3";48;47;43;4;NA;NA;NA
394;"Deulofeu";"0.6";54;47;42;5;NA;1;NA
413;"Obiang";"1.0";44;47;NA;47;NA;NA;NA
262;"Stones";"5.9";53;45;2;43;NA;NA;NA
356;"Davies";"2.5";56;45;45;NA;1;NA;NA
113;"Azpilicueta";"10.0";63;44;43;1;NA;NA;NA
431;"Vinagre";"0.1";43;43;1;42;NA;NA;NA
257;"Firmino";"17.2";92;42;41;1;NA;6;NA
451;"Guendouzi";"1.8";45;39;4;35;NA;NA;NA
522;"Stankovic";"3.7";39;39;NA;39;NA;NA;NA
423;"Boly";"4.8";46;38;26;12;NA;NA;NA
274;"Gündogan";"2.3";54;34;29;5;NA;1;NA
27;"Steve Cook";"7.8";46;33;6;27;NA;NA;NA
157;"Coleman";"1.5";52;33;3;30;NA;NA;NA
88;"Etheridge";"5.5";45;32;10;22;NA;NA;NA
118;"Rüdiger";"5.2";60;32;30;2;NA;NA;NA
182;"Cairney";"0.6";47;32;8;24;NA;NA;NA
201;"Hogg";"0.4";44;31;1;30;NA;NA;NA
339;"Oriol Romeu";"1.7";43;31;NA;31;NA;NA;NA
140;"Kelly";"5.7";39;30;2;28;NA;NA;NA
9;"Chambers";"0.9";42;29;14;15;NA;NA;NA
28;"Daniels";"4.3";42;29;6;23;NA;NA;NA
58;"March";"1.3";50;29;8;21;NA;NA;NA
195;"Zanka";"3.1";44;27;23;4;NA;NA;NA
45;"King";"3.1";63;25;21;4;NA;NA;NA
448;"Gibbs-White";"0.6";43;25;5;20;NA;NA;NA
125;"Pedro";"4.7";63;24;24;NA;NA;NA;NA
149;"Townsend";"2.0";57;24;22;2;NA;NA;NA
151;"Zaha";"11.6";67;24;NA;24;NA;NA;NA
167;"Schneiderlin";"1.3";43;24;NA;24;NA;NA;NA
213;"Schmeichel";"4.9";50;24;16;8;NA;NA;NA
303;"McTominay";"0.6";43;24;NA;24;NA;NA;NA
127;"Barkley";"3.4";56;22;7;15;NA;NA;NA
345;"Armstrong";"0.9";51;22;9;13;NA;NA;NA
392;"Hughes";"0.8";50;22;NA;22;NA;NA;NA
396;"Deeney";"2.7";58;22;21;1;NA;1;NA
527;"Mendy";"1.3";45;22;1;21;NA;NA;NA
52;"Suttner";"5.0";38;21;NA;21;NA;NA;NA
76;"Gudmundsson";"2.2";58;20;NA;20;NA;NA;NA
502;"Lucas";"0.3";62;19;1;18;NA;NA;NA
18;"Mkhitaryan";"5.0";67;18;18;NA;1;NA;NA
225;"Gray";"1.1";54;18;9;9;NA;NA;NA
422;"Norris";"2.2";40;18;NA;18;NA;NA;NA
533;"Schofield";"0.1";40;18;NA;18;NA;NA;NA
355;"Vertonghen";"4.4";59;17;2;15;NA;NA;NA
109;"Madine";"1.1";44;16;NA;16;NA;NA;NA
309;"Dubravka";"0.6";50;16;13;3;NA;NA;NA
16;"Elneny";"2.2";43;15;NA;15;NA;NA;NA
53;"Schelotto";"1.7";38;15;NA;15;NA;NA;NA
66;"Andone";"0.4";50;15;NA;15;NA;NA;NA
84;"Vokes";"1.6";53;15;1;14;NA;NA;NA
124;"Willian";"5.1";73;15;14;1;NA;NA;NA
286;"Shaw";"4.8";49;15;NA;15;NA;NA;NA
406;"Rice";"0.5";44;15;9;6;NA;NA;NA
91;"Bamba";"1.9";45;14;8;6;NA;NA;NA
271;"David Silva";"5.3";86;14;NA;14;NA;NA;NA
327;"Joselu";"3.0";49;14;NA;14;NA;NA;NA
459;"Jorginho";"7.5";48;14;4;10;NA;NA;NA
549;"Foyth";"0.5";50;14;NA;14;NA;NA;NA
138;"Tomkins";"2.5";43;13;NA;13;NA;NA;NA
206;"Pritchard";"0.1";48;13;6;7;NA;NA;NA
516;"Fernández";"0.5";44;13;NA;13;NA;NA;NA
234;"Vardy";"3.0";88;12;11;1;NA;NA;NA
254;"Milner";"4.6";56;12;1;11;NA;NA;NA
390;"Doucouré";"1.9";59;12;12;NA;NA;1;NA
483;"Jonny";"1.4";43;12;2;10;NA;NA;NA
93;"Connolly";"1.2";38;11;NA;11;NA;NA;NA
178;"Bettinelli";"0.5";44;11;NA;11;NA;NA;NA
183;"McDonald";"0.2";43;11;NA;11;NA;NA;NA
208;"Bacuna";"0.2";43;11;NA;11;NA;NA;NA
537;"Brian Murphy";"0.2";40;11;NA;11;NA;NA;NA
387;"Chalobah";"0.1";45;10;NA;10;NA;NA;NA
506;"Mina";"0.9";54;10;2;8;NA;NA;NA
142;"van Aanholt";"3.7";54;9;7;2;NA;NA;NA
146;"Puncheon";"0.7";43;9;NA;9;NA;NA;NA
272;"Fernandinho";"5.1";54;9;8;1;NA;NA;NA
312;"Lascelles";"3.2";47;9;7;2;NA;NA;NA
553;"Woodman";"0.1";40;9;NA;9;NA;NA;NA
331;"Yoshida";"0.8";41;8;1;7;NA;NA;NA
376;"Cathcart";"1.0";45;8;5;3;NA;NA;NA
432;"Jota";"1.0";59;8;7;1;NA;NA;NA
456;"Seri";"2.0";51;8;2;6;NA;NA;NA
494;"Lerma";"0.4";45;8;NA;8;NA;NA;NA
6;"Holding";"0.6";44;7;NA;7;NA;NA;NA
15;"Iwobi";"1.1";55;7;5;2;NA;NA;NA
55;"Knockaert";"0.8";55;7;NA;7;NA;NA;NA
110;"Reid";"0.6";52;7;1;6;NA;NA;NA
267;"Mendy";"7.4";62;7;NA;7;NA;NA;NA
281;"Jesus";"1.7";101;7;7;NA;1;NA;NA
358;"Walker-Peters";"0.4";42;7;NA;7;NA;NA;NA
435;"Costa";"0.5";48;7;2;5;NA;NA;NA
542;"Martínez";"0.3";40;7;NA;7;NA;NA;NA
31;"Aké";"4.6";50;6;4;2;NA;NA;NA
72;"Tarkowski";"4.2";47;6;1;5;NA;NA;NA
83;"Lennon";"0.7";50;6;NA;6;NA;NA;NA
96;"Jazz Richards";"0.6";39;6;NA;6;NA;NA;NA
150;"Milivojevic";"2.8";60;6;6;NA;NA;NA;NA
164;"Walcott";"3.9";62;6;1;5;NA;NA;NA
198;"Kongolo";"0.3";43;6;4;2;NA;NA;NA
282;"De Gea";"14.9";57;6;4;2;NA;NA;NA
292;"Lindelöf";"0.7";48;6;NA;6;NA;NA;NA
293;"Young";"1.4";57;6;3;3;NA;NA;NA
12;"Sokratis";"1.1";51;5;NA;5;NA;NA;NA
29;"Adam Smith";"0.5";44;5;NA;5;NA;NA;NA
199;"Mooy";"1.6";51;5;NA;5;NA;NA;NA
348;"Austin";"0.5";55;5;3;2;NA;NA;NA
5;"Monreal";"0.9";54;4;4;NA;NA;NA;NA
141;"Schlupp";"2.0";44;4;NA;4;NA;NA;NA
184;"Sessegnon";"2.4";60;4;NA;4;NA;NA;NA
242;"Gomez";"1.8";50;4;NA;4;NA;NA;NA
347;"Long";"0.9";47;4;NA;4;NA;NA;NA
354;"Rose";"0.8";58;4;4;NA;NA;NA;NA
455;"Le Marchand";"0.2";42;4;NA;4;NA;NA;NA
538;"Whiteman";"0.2";40;4;NA;4;NA;NA;NA
17;"Xhaka";"2.9";53;3;2;1;NA;NA;NA
32;"Simpson";"4.0";39;3;NA;3;NA;NA;NA
34;"Pugh";"0.4";43;3;NA;3;NA;NA;NA
94;"Bennett";"0.5";45;3;2;1;NA;NA;NA
186;"Ayité";"0.1";43;3;NA;3;NA;NA;NA
210;"Depoitre";"0.5";51;3;2;1;NA;NA;NA
300;"Lingard";"2.1";67;3;3;NA;NA;NA;NA
311;"Clark";"0.2";45;3;2;1;NA;NA;NA
326;"Pérez";"1.4";61;3;3;NA;NA;NA;NA
343;"Redmond";"0.3";52;3;1;2;NA;NA;NA
361;"Dier";"1.7";48;3;NA;3;NA;NA;NA
369;"Sissoko";"0.3";49;3;2;1;NA;NA;NA
474;"Fabri";"0.3";43;3;NA;3;NA;NA;NA
509;"Rico";"0.2";44;3;1;2;NA;NA;NA
519;"Dendoncker";"0.4";43;3;NA;3;NA;NA;NA
7;"Mustafi";"1.3";54;2;NA;2;NA;NA;NA
70;"Mee";"2.0";47;2;NA;2;NA;NA;NA
74;"Taylor";"0.3";44;2;1;1;NA;NA;NA
90;"Morrison";"0.5";47;2;1;1;NA;NA;NA
132;"Loftus-Cheek";"0.7";52;2;1;1;NA;1;NA
133;"Giroud";"2.2";77;2;2;NA;NA;NA;NA
175;"Calvert-Lewin";"0.7";53;2;NA;2;NA;NA;NA
188;"Fonte";"0.2";44;2;NA;2;NA;NA;NA
197;"Hadergjonaj";"0.1";44;2;NA;2;NA;NA;NA
205;"Sabiri";"0.1";43;2;NA;2;NA;NA;NA
215;"Morgan";"0.9";45;2;1;1;NA;NA;NA
220;"Maguire";"9.2";54;2;1;1;NA;NA;NA
252;"Wijnaldum";"1.3";55;2;1;1;NA;NA;NA
273;"De Bruyne";"3.2";97;2;2;NA;NA;1;NA
298;"Fellaini";"0.6";49;2;NA;2;NA;NA;NA
306;"Lukaku";"4.4";107;2;2;NA;NA;NA;NA
313;"Dummett";"0.2";44;2;1;1;NA;NA;NA
324;"Ki Sung-yueng";"0.1";47;2;NA;2;NA;NA;NA
382;"Mariappa";"0.2";42;2;NA;2;NA;NA;NA
395;"Gray";"0.7";60;2;NA;2;NA;NA;NA
399;"Adrián";"0.3";43;2;NA;2;NA;NA;NA
475;"Moutinho";"2.4";53;2;NA;2;NA;NA;NA
512;"Zambo Anguissa";"0.1";44;2;NA;2;NA;NA;NA
518;"Carlos Sánchez";"0.2";44;2;NA;2;NA;NA;NA
556;"Valery";"0.1";40;2;NA;2;NA;NA;NA
14;"Ramsey";"1.0";73;1;NA;1;NA;NA;NA
26;"Francis";"0.5";44;1;NA;1;NA;NA;NA
35;"Surman";"0.2";46;1;NA;1;NA;NA;NA
50;"Bruno";"0.6";44;1;NA;1;NA;NA;NA
54;"Balogun";"0.2";42;1;NA;1;NA;NA;NA
73;"Long";"0.4";42;1;NA;1;NA;NA;NA
85;"Barnes";"0.4";56;1;NA;1;NA;NA;NA
86;"Wells";"1.0";45;1;NA;1;NA;NA;NA
87;"Wood";"0.2";62;1;1;NA;NA;NA;NA
89;"Smithies";"0.1";43;1;NA;1;NA;NA;NA
98;"Ralls";"0.1";47;1;NA;1;NA;NA;NA
99;"Hoilett";"0.1";50;1;1;NA;NA;NA;NA
103;"Pilkington";"0.1";44;1;NA;1;NA;NA;NA
137;"Guaita";"0.1";42;1;1;NA;NA;NA;NA
143;"Sakho";"1.4";49;1;NA;1;NA;NA;NA
174;"Baningime";"0.1";43;1;NA;1;NA;NA;NA
181;"Odoi";"0.1";44;1;NA;1;NA;NA;NA
196;"Malone";"1.4";40;1;NA;1;NA;NA;NA
211;"Mounie";"0.1";58;1;NA;1;NA;NA;NA
218;"Benalouane";"1.0";39;1;NA;1;NA;NA;NA
226;"Amartey";"0.2";43;1;NA;1;NA;NA;NA
227;"Ndidi";"0.9";49;1;NA;1;NA;NA;NA
230;"Choudhury";"0.1";43;1;NA;1;NA;NA;NA
235;"Okazaki";"0.6";52;1;1;NA;NA;NA;NA
236;"Iheanacho";"1.2";59;1;NA;1;NA;NA;NA
243;"Matip";"0.2";49;1;NA;1;NA;NA;NA
264;"Otamendi";"2.6";61;1;NA;1;NA;NA;NA
284;"Smalling";"1.5";57;1;NA;1;NA;NA;NA
291;"Bailly";"1.4";50;1;1;NA;NA;NA;NA
297;"Mata";"1.2";62;1;NA;1;NA;NA;NA
299;"Herrera";"0.3";50;1;NA;1;NA;NA;NA
307;"Elliot";"0.2";43;1;NA;1;NA;NA;NA
315;"Manquillo";"0.1";43;1;1;NA;NA;NA;NA
318;"Shelvey";"0.4";53;1;NA;1;NA;NA;NA
329;"Forster";"0.7";43;1;NA;1;NA;NA;NA
330;"Bertrand";"2.7";48;1;NA;1;NA;NA;NA
344;"Lemina";"0.2";48;1;NA;1;NA;NA;NA
349;"Gabbiadini";"0.2";56;1;NA;1;NA;NA;NA
363;"Lamela";"0.5";62;1;1;NA;NA;NA;NA
380;"Kabasele";"0.3";44;1;1;NA;NA;NA;NA
389;"Capoue";"0.6";49;1;NA;1;NA;NA;NA
411;"Noble";"0.2";49;1;NA;1;NA;NA;NA
412;"Kouyaté";"0.3";47;1;1;NA;NA;NA;NA
418;"Carroll";"0.1";54;1;1;NA;NA;NA;NA
428;"Batth";"0.8";40;1;NA;1;NA;NA;NA
434;"Cavaleiro";"0.1";52;1;NA;1;NA;NA;NA
438;"Bonatini";"0.5";47;1;NA;1;NA;NA;NA
461;"Durm";"0.1";44;1;1;NA;NA;NA;NA
466;"Bissouma";"0.0";47;1;NA;1;NA;NA;NA
511;"Fosu-Mensah";"0.4";45;1;NA;1;NA;NA;NA
513;"Vietto";"0.5";55;1;NA;1;NA;NA;NA
535;"Harris";"0.0";45;1;NA;1;NA;NA;NA
