"id";"position";"is_captain";"is_vice_captain";"multiplier";"web_name";"now_cost";"selected_by_percent"
154;1;FALSE;FALSE;1;"Pickford";50;"14.5"
247;2;FALSE;FALSE;1;"Robertson";66;"35.1"
115;3;FALSE;FALSE;1;"Alonso";69;"42.6"
425;4;FALSE;FALSE;1;"Doherty";52;"23.6"
484;5;FALSE;FALSE;1;"Digne";51;"9.0"
302;6;FALSE;FALSE;1;"Pogba";80;"17.2"
450;7;FALSE;FALSE;1;"Torreira";51;"7.8"
253;8;TRUE;FALSE;2;"Salah";132;"39.8"
475;9;FALSE;FALSE;1;"Moutinho";52;"2.1"
372;10;FALSE;TRUE;1;"Kane";125;"31.6"
305;11;FALSE;FALSE;1;"Rashford";72;"18.4"
24;12;FALSE;FALSE;1;"Begovic";45;"3.8"
391;13;FALSE;FALSE;1;"Pereyra";62;"15.9"
378;14;FALSE;FALSE;1;"Holebas";48;"12.9"
493;15;FALSE;FALSE;1;"Rondón";58;"3.0"
400;1;FALSE;FALSE;1;"Fabianski";47;"18.3"
115;2;FALSE;FALSE;1;"Alonso";69;"42.6"
247;3;FALSE;FALSE;1;"Robertson";66;"35.1"
484;4;FALSE;FALSE;1;"Digne";51;"9.0"
145;5;FALSE;FALSE;1;"Wan-Bissaka";44;"31.1"
367;6;FALSE;FALSE;1;"Son";87;"14.7"
393;7;FALSE;FALSE;1;"Richarlison";70;"30.8"
122;8;FALSE;FALSE;1;"Hazard";110;"36.8"
275;9;FALSE;TRUE;1;"Sané";96;"13.8"
253;10;TRUE;FALSE;2;"Salah";132;"39.8"
305;11;FALSE;FALSE;1;"Rashford";72;"18.4"
190;12;FALSE;FALSE;1;"Hamer";40;"8.5"
419;13;FALSE;FALSE;1;"Chicharito";64;"5.0"
427;14;FALSE;FALSE;1;"Bennett";41;"10.5"
189;15;FALSE;FALSE;1;"Kamara";44;"10.3"
191;1;FALSE;FALSE;1;"Lössl";44;"1.7"
247;2;FALSE;FALSE;1;"Robertson";66;"35.1"
115;3;FALSE;FALSE;1;"Alonso";69;"42.6"
245;4;FALSE;FALSE;1;"Alexander-Arnold";51;"18.5"
8;5;FALSE;FALSE;1;"Kolasinac";50;"4.2"
253;6;FALSE;TRUE;1;"Salah";132;"39.8"
122;7;FALSE;FALSE;1;"Hazard";110;"36.8"
393;8;FALSE;FALSE;1;"Richarlison";70;"30.8"
305;9;FALSE;FALSE;1;"Rashford";72;"18.4"
480;10;FALSE;FALSE;1;"Mitrovic";67;"17.6"
372;11;TRUE;FALSE;2;"Kane";125;"31.6"
439;12;FALSE;FALSE;1;"Steele";40;"1.4"
101;13;FALSE;FALSE;1;"Paterson";52;"1.1"
