"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
280;"Agüero";"40.8";111;4986;4985;1;4648;198;421
393;"Richarlison";"33.4";67;4657;4648;9;9;97;1
251;"Mané";"32.3";98;4609;4609;NA;68;680;1
267;"Mendy";"25.1";62;4350;4350;NA;32;255;1
253;"Salah";"54.5";130;3942;3942;NA;221;2961;NA
145;"Wan-Bissaka";"21.7";41;3902;292;3610;NA;NA;NA
247;"Robertson";"17.9";60;3812;3801;11;NA;3;NA
151;"Zaha";"31.7";70;2372;2097;275;NA;12;NA
276;"Bernardo Silva";"11.9";76;2177;2177;NA;1;102;NA
417;"Arnautovic";"20.2";70;1804;1796;8;4;84;NA
400;"Fabianski";"16.9";45;1706;1056;650;NA;12;NA
286;"Shaw";"10.7";51;1624;1615;9;NA;1;NA
45;"King";"5.7";64;1612;1473;139;NA;8;NA
445;"Foster";"4.9";45;1600;665;935;NA;12;NA
260;"Ederson";"20.9";55;1434;1431;3;1;67;NA
95;"Peltier";"3.7";40;1387;NA;1387;NA;NA;NA
433;"Neves";"22.6";51;1049;789;260;NA;1;NA
56;"Stephens";"9.4";45;948;16;932;NA;NA;NA
115;"Alonso";"24.9";66;917;908;9;NA;6;NA
189;"Kamara";"11.2";45;792;31;761;NA;NA;NA
28;"Daniels";"15.3";45;759;335;424;NA;NA;NA
432;"Jota";"4.2";64;737;642;95;NA;1;NA
142;"van Aanholt";"5.8";55;721;506;215;NA;NA;NA
138;"Tomkins";"7.7";45;648;98;550;NA;NA;NA
257;"Firmino";"33.5";95;622;622;NA;NA;69;NA
177;"Tosun";"6.2";70;613;608;5;NA;29;NA
136;"Speroni";"13.5";40;579;NA;579;NA;NA;NA
357;"Trippier";"23.7";60;572;558;14;NA;1;NA
72;"Tarkowski";"9.8";50;563;524;39;NA;NA;NA
155;"Stekelenburg";"4.5";40;561;NA;561;NA;NA;NA
18;"Mkhitaryan";"15.5";70;538;493;45;NA;NA;NA
190;"Hamer";"5.4";40;509;2;507;NA;NA;NA
454;"Patrício";"5.7";45;505;130;375;NA;4;NA
335;"Bednarek";"4.5";40;502;NA;502;NA;NA;NA
468;"Alisson";"15.2";55;432;395;37;NA;46;NA
182;"Cairney";"2.5";50;421;40;381;NA;NA;NA
125;"Pedro";"6.7";66;417;404;13;NA;3;NA
370;"Lucas Moura";"2.3";70;407;403;4;NA;3;NA
282;"De Gea";"27.6";60;401;390;11;NA;20;NA
131;"Hudson-Odoi";"1.9";44;398;NA;398;NA;NA;NA
154;"Pickford";"19.3";50;378;334;44;NA;11;NA
245;"Alexander-Arnold";"16.6";50;371;347;24;NA;NA;NA
