"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
234;"Salah";"53.3";98;45416;45412;4;10343;8910;196
286;"Elliot";"25.7";42;26569;840;25729;NA;49;NA
260;"de Gea";"41.6";58;26193;25718;475;95;2274;NA
472;"Morata";"34.1";107;26191;26182;9;10410;6741;118
394;"Kane";"37.8";128;24714;24700;14;9090;6897;44
70;"Groß";"21.4";60;17346;17127;219;108;319;NA
501;"Richarlison";"20.4";66;16227;14929;1298;10;140;NA
255;"Sané";"22.9";89;15887;2960;12927;1035;3029;6
78;"Ward";"23.6";51;15338;14175;1163;NA;18;NA
97;"Azpilicueta";"22.3";69;14592;2356;12236;139;271;3
77;"Mee";"14.3";48;14550;13082;1468;NA;17;NA
247;"Sterling";"19.2";83;14186;14161;25;484;1253;6
104;"Hazard";"10.9";108;14079;14074;5;7951;2652;94
285;"Lukaku";"36.5";114;13489;13478;11;2362;3660;6
34;"Daniels";"13.3";50;12572;12301;271;1;17;NA
252;"De Bruyne";"22.3";102;11150;11149;1;1597;2673;26
108;"Loftus-Cheek";"7.6";46;10779;8876;1903;1;31;NA
245;"Otamendi";"17.6";58;10367;10259;108;13;37;NA
13;"Kolasinac";"14.8";62;10292;10269;23;68;118;NA
235;"Firmino";"17.1";84;9535;9472;63;287;962;1
267;"Valencia";"15.6";68;9426;9386;40;25;107;NA
10;"Monreal";"12.6";57;8581;8546;35;2;45;NA
374;"Abraham";"11.6";59;8528;401;8127;2;23;NA
259;"Jesus";"14.9";104;8287;8274;13;1264;1926;6
248;"David Silva";"16.3";82;8273;8260;13;74;675;NA
379;"Walker";"15.4";67;7937;7927;10;16;63;NA
257;"Agüero";"19.7";117;7662;7653;9;2742;1836;14
381;"Davies";"15.7";56;7421;1123;6298;2;15;NA
282;"Pogba";"15.4";80;7403;7383;20;248;690;NA
216;"Moreno";"5.9";47;7133;6384;749;NA;4;NA
100;"Alonso";"15.7";69;6990;6978;12;131;163;3
414;"Doucouré";"15.9";54;6678;5611;1067;1;18;NA
494;"Mbemba";"11.3";40;6653;2766;3887;NA;NA;NA
382;"Trippier";"7.9";56;6127;1019;5108;2;15;NA
264;"Jones";"6.6";54;6070;315;5755;1;2;NA
209;"Vardy";"16.5";86;6044;5900;144;60;356;NA
367;"Carroll";"4.9";45;5958;2116;3842;NA;1;NA
353;"Rangel";"11.1";39;5828;25;5803;NA;NA;NA
48;"Callum Wilson";"5.5";61;5633;5365;268;27;197;NA
497;"Choupo-Moting";"5.2";56;5613;4840;773;1;15;NA
421;"Foster";"11.0";44;5593;3276;2317;NA;37;NA
350;"Fabianski";"8.2";46;5466;3460;2006;NA;24;NA
18;"Ramsey";"7.5";71;5270;5261;9;48;166;1
468;"Hegazi";"18.1";45;5251;4562;689;NA;10;NA
41;"Surman";"8.4";48;5158;4213;945;NA;20;NA
94;"Courtois";"14.2";55;4959;4678;281;3;292;NA
548;"Niasse";"5.7";50;4885;100;4785;2;4;NA
387;"Eriksen";"15.6";93;4875;4859;16;70;527;NA
352;"Naughton";"5.5";46;4840;2292;2548;NA;NA;NA
342;"Shaqiri";"8.1";61;4440;4238;202;9;49;NA
469;"Pope";"4.3";46;4128;3618;510;NA;18;NA
159;"Calvert-Lewin";"3.9";51;4070;3371;699;6;20;NA
405;"Mariappa";"5.5";41;3714;1995;1719;NA;1;NA
263;"Smalling";"3.9";54;3699;3620;79;NA;7;NA
407;"Kiko Femenía";"5.5";46;3622;2375;1247;NA;1;NA
126;"Zaha";"5.1";69;3577;3507;70;7;82;NA
218;"Gomez";"4.9";46;3567;3086;481;1;5;NA
479;"Hart";"7.5";44;3564;987;2577;NA;16;NA
198;"Maguire";"7.9";52;3478;2467;1011;NA;6;NA
57;"Hünemeier";"7.1";39;3375;18;3357;NA;NA;NA
310;"Cédric";"5.3";48;3358;2086;1272;NA;NA;NA
348;"Diouf";"5.3";56;3243;2372;871;3;13;NA
380;"Vertonghen";"8.7";61;3233;3149;84;NA;15;NA
7;"Bellerín";"9.6";59;3230;3207;23;4;27;NA
76;"Lowton";"3.9";47;3172;411;2761;NA;7;NA
290;"Lascelles";"6.5";47;3010;44;2966;NA;NA;NA
12;"Mustafi";"4.1";54;2961;2944;17;6;23;NA
250;"Fernandinho";"7.9";52;2902;2703;199;1;18;NA
193;"Simpson";"3.8";45;2901;1746;1155;NA;1;NA
226;"Coutinho";"5.9";88;2896;683;2213;220;318;NA
284;"Rashford";"8.3";76;2843;2758;85;11;163;NA
71;"Murray";"3.5";58;2783;2616;167;28;82;1
373;"Ayew";"3.8";51;2696;1485;1211;1;7;NA
56;"Duffy";"3.0";46;2682;2404;278;1;5;NA
388;"Alli";"14.2";91;2676;2659;17;36;202;NA
307;"Bertrand";"8.4";54;2631;1963;668;NA;2;NA
107;"Matic";"10.8";49;2627;2267;360;NA;9;NA
55;"Dunk";"2.6";44;2610;2170;440;NA;4;NA
