"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"2575352";"1";"0";"0";"";"1039";"19";"1";"0";"Salah"
"60026";"2";"0";"0";"";"1055";"5";"1";"0";"Agüero"
"21823";"3";"0";"0";"";"1069";"46";"2";"4";"Salah"
"8242";"4";"0";"0";"";"1066";"50";"1";"0";"Salah"
"3614956";"5";"0";"0";"wildcard";"1032";"2";"0";"0";"Salah"
"197850";"6";"0";"0";"";"1059";"12";"2";"0";"Salah"
"304393";"7";"0";"0";"";"1080";"0";"2";"0";"Salah"
"100121";"8";"0";"0";"";"1065";"40";"2";"0";"Salah"
"138561";"9";"0";"0";"";"1080";"23";"1";"0";"Salah"
"291017";"10";"0";"0";"";"1036";"5";"1";"0";"Salah"
"110179";"11";"0";"0";"";"1063";"11";"1";"0";"Salah"
"2742939";"12";"0";"0";"";"1065";"15";"1";"0";"Salah"
"875378";"13";"0";"0";"";"1046";"48";"2";"4";"Pogba"
"20727";"14";"0";"0";"";"1068";"33";"1";"0";"Salah"
"226251";"15";"0";"0";"";"1059";"0";"2";"0";"Salah"
"3852718";"16";"0";"0";"";"1026";"6";"1";"0";"Salah"
"2199241";"17";"0";"0";"";"1053";"6";"2";"0";"Salah"
"616809";"18";"0";"0";"";"1052";"0";"2";"4";"Salah"
"473996";"19";"0";"0";"wildcard";"1063";"22";"0";"0";"Salah"
"8450";"20";"0";"0";"";"1055";"2";"2";"0";"Salah"
"489481";"21";"0";"0";"";"1054";"51";"1";"0";"Salah"
"724734";"22";"0";"0";"";"1050";"42";"1";"0";"Salah"
"902198";"23";"0";"0";"";"1049";"6";"1";"0";"Salah"
"3184997";"24";"0";"0";"";"1058";"38";"2";"0";"Salah"
"66419";"25";"0";"0";"";"1046";"2";"1";"0";"Salah"
"22689";"26";"0";"0";"";"1046";"77";"1";"0";"Salah"
"7392";"27";"0";"0";"";"1033";"2";"2";"4";"Sané"
"25171";"28";"0";"0";"";"1064";"5";"1";"0";"Salah"
"64137";"29";"0";"0";"";"1051";"13";"2";"4";"Salah"
"328368";"30";"0";"0";"";"1039";"37";"2";"4";"Sterling"
"1577223";"31";"0";"0";"wildcard";"1045";"14";"0";"0";"Salah"
"925417";"32";"0";"0";"";"1066";"4";"2";"0";"Salah"
"53944";"33";"0";"0";"";"1058";"50";"1";"0";"Salah"
"2166271";"33";"0";"0";"";"1060";"2";"2";"0";"Salah"
"10248";"35";"0";"0";"";"1057";"0";"0";"0";"Salah"
"3685767";"36";"0";"0";"";"1058";"12";"2";"0";"Salah"
"72362";"37";"0";"0";"";"1064";"26";"3";"4";"Salah"
"2477540";"38";"0";"0";"";"1074";"2";"2";"4";"Salah"
"995328";"39";"0";"0";"";"1056";"1";"1";"0";"Salah"
"43605";"40";"0";"0";"";"1060";"32";"3";"4";"Salah"
"3228750";"40";"0";"0";"";"1047";"30";"2";"0";"Salah"
"121035";"42";"0";"0";"";"1060";"1";"2";"0";"Salah"
"4143649";"43";"0";"0";"";"1062";"22";"1";"0";"Salah"
"375618";"44";"0";"0";"";"1057";"11";"1";"0";"Sterling"
"72514";"45";"0";"0";"";"1054";"1";"1";"0";"Salah"
"8349";"46";"0";"0";"";"1057";"54";"2";"0";"Salah"
"45996";"47";"0";"0";"";"1056";"43";"3";"4";"Salah"
"2862023";"48";"0";"0";"wildcard";"1051";"0";"0";"0";"Salah"
"2236582";"49";"0";"0";"wildcard";"1038";"8";"0";"0";"Salah"
"31625";"50";"0";"0";"";"1054";"39";"2";"0";"Salah"
"1417";"51";"0";"0";"";"1067";"6";"2";"0";"Salah"
"92420";"52";"0";"0";"";"1044";"18";"0";"0";"Salah"
"1813479";"52";"0";"0";"";"1055";"37";"2";"0";"Salah"
"181436";"54";"0";"0";"";"1060";"6";"2";"0";"Salah"
"1931795";"54";"0";"0";"";"1059";"5";"1";"0";"Salah"
"695462";"56";"0";"0";"";"1042";"0";"0";"0";"Agüero"
"981588";"56";"0";"0";"";"1026";"3";"1";"0";"Salah"
"2645314";"58";"0";"0";"";"1057";"34";"2";"0";"Salah"
"146156";"59";"0";"0";"";"1053";"40";"2";"4";"Salah"
"164452";"60";"0";"0";"";"1064";"13";"2";"0";"Salah"
"267488";"60";"0";"0";"";"1039";"7";"3";"8";"Agüero"
"465365";"62";"0";"0";"";"1053";"0";"0";"0";"Salah"
"553141";"63";"0";"0";"";"1041";"24";"1";"0";"Pogba"
"1201148";"64";"0";"0";"";"1066";"0";"0";"0";"Salah"
"354091";"65";"0";"0";"wildcard";"1057";"0";"0";"0";"Salah"
"704007";"65";"0";"0";"";"1070";"17";"1";"0";"Salah"
"302414";"67";"0";"0";"";"1057";"2";"2";"0";"Salah"
"204095";"68";"0";"0";"";"1045";"10";"2";"4";"Salah"
"270007";"69";"0";"0";"";"1063";"42";"1";"0";"Salah"
"2558769";"70";"0";"0";"";"1040";"31";"2";"0";"Salah"
"202950";"71";"0";"0";"";"1059";"3";"2";"0";"Salah"
"263918";"71";"0";"0";"";"1056";"10";"2";"4";"Salah"
"10638";"73";"0";"0";"";"1051";"41";"1";"0";"Salah"
"525414";"74";"0";"0";"";"1043";"49";"3";"4";"Salah"
"567888";"74";"0";"0";"";"1062";"22";"2";"0";"Salah"
"3427300";"74";"0";"0";"";"1047";"9";"2";"0";"Salah"
"3436564";"77";"0";"0";"";"1043";"58";"3";"8";"Salah"
"3173287";"78";"0";"0";"wildcard";"1037";"53";"0";"0";"Salah"
