"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
425;"Doherty";"24.1";52;80;40;40;NA;NA;NA
145;"Wan-Bissaka";"30.9";44;77;1;76;NA;NA;NA
247;"Robertson";"35.2";66;74;74;NA;NA;NA;NA
253;"Salah";"39.4";132;73;73;NA;14;24;1
393;"Richarlison";"30.8";70;70;64;6;NA;NA;NA
372;"Kane";"30.8";125;65;65;NA;8;10;NA
115;"Alonso";"43.6";69;64;64;NA;1;1;NA
437;"Jiménez";"20.5";62;60;38;22;NA;NA;NA
400;"Fabianski";"18.0";47;55;51;4;NA;NA;NA
465;"Felipe Anderson";"17.6";73;53;53;NA;NA;1;NA
122;"Hazard";"35.3";110;47;47;NA;18;22;NA
270;"Sterling";"17.2";115;47;47;NA;35;7;NA
43;"Wilson";"33.1";68;44;43;1;NA;1;NA
40;"Fraser";"25.9";63;40;40;NA;NA;NA;NA
275;"Sané";"15.3";97;39;39;NA;11;14;NA
190;"Hamer";"8.5";40;37;NA;37;NA;NA;NA
484;"Digne";"6.7";50;37;17;20;NA;NA;NA
23;"Aubameyang";"36.9";115;34;34;NA;13;13;NA
8;"Kolasinac";"4.5";50;30;30;NA;NA;NA;NA
367;"Son";"11.9";86;27;27;NA;NA;3;NA
260;"Ederson";"24.1";57;21;21;NA;NA;NA;NA
454;"Patrício";"8.8";46;21;5;16;NA;NA;NA
189;"Kamara";"9.9";44;17;1;16;NA;NA;NA
480;"Mitrovic";"17.8";67;16;15;1;NA;NA;NA
489;"Snodgrass";"3.8";54;16;16;NA;NA;1;NA
340;"Højbjerg";"3.5";44;15;1;14;NA;NA;NA
419;"Chicharito";"5.6";64;15;15;NA;NA;1;NA
245;"Alexander-Arnold";"17.7";52;14;NA;14;NA;NA;NA
493;"Rondón";"3.1";58;14;14;NA;NA;1;NA
305;"Rashford";"17.4";71;13;13;NA;NA;NA;NA
427;"Bennett";"10.6";42;13;1;12;NA;NA;NA
268;"Laporte";"14.9";61;12;12;NA;NA;NA;NA
246;"van Dijk";"25.6";63;11;11;NA;NA;NA;NA
116;"David Luiz";"10.1";58;10;10;NA;NA;NA;NA
464;"Balbuena";"1.4";45;10;9;1;NA;NA;NA
258;"Ings";"8.5";56;9;9;NA;NA;NA;NA
47;"Ryan";"5.0";45;8;4;4;NA;NA;NA
504;"Camarasa";"1.9";46;8;1;7;NA;NA;NA
135;"Hennessey";"5.3";45;7;NA;7;NA;NA;NA
179;"Button";"1.7";40;7;NA;7;NA;NA;NA
95;"Peltier";"3.5";38;6;NA;6;NA;NA;NA
155;"Stekelenburg";"3.7";40;6;NA;6;NA;NA;NA
357;"Trippier";"18.9";61;6;6;NA;NA;NA;NA
383;"Kiko Femenía";"1.8";42;6;3;3;NA;NA;NA
102;"Gunnarsson";"0.9";44;5;NA;5;NA;NA;NA
192;"Schindler";"3.4";44;5;4;1;NA;NA;NA
391;"Pereyra";"14.9";62;5;3;2;NA;NA;NA
445;"Foster";"4.2";45;5;3;2;NA;NA;NA
468;"Alisson";"23.6";59;5;5;NA;NA;NA;NA
524;"Success";"3.6";46;5;NA;5;NA;NA;NA
22;"Lacazette";"8.4";95;4;4;NA;NA;NA;NA
24;"Begovic";"3.8";45;4;3;1;NA;NA;NA
