"id";"web_name";"selected_by_percent";"now_cost";"selected_by";"started_by";"benched_by";"captained_by";"vice_captained_by";"triple_captained_by"
394;"Kane";"41.4";127;36139;36139;NA;32371;2251;731
285;"Lukaku";"54.9";117;31921;31889;32;4951;13218;23
286;"Elliot";"26.1";42;24337;5878;18459;NA;115;NA
260;"de Gea";"39.0";56;24038;22145;1893;85;3602;2
381;"Davies";"21.3";58;22367;2320;20047;122;320;2
248;"David Silva";"27.2";86;20894;20885;9;660;2897;6
387;"Eriksen";"25.7";97;18737;18732;5;1073;3193;11
234;"Salah";"32.1";91;18254;18166;88;139;1631;4
259;"Jesus";"21.8";107;17027;17023;4;6204;5770;101
245;"Otamendi";"18.1";58;16458;16413;45;19;105;1
281;"Mkhitaryan";"23.0";83;14316;14245;71;37;950;NA
388;"Alli";"21.5";93;11314;11312;2;342;1777;3
70;"Groß";"15.5";58;9993;9284;709;1;69;NA
264;"Jones";"10.7";53;9938;8715;1223;NA;16;NA
494;"Mbemba";"13.6";40;9847;235;9612;1;6;NA
367;"Carroll";"7.0";45;9642;5782;3860;NA;16;NA
252;"De Bruyne";"19.5";100;9638;9634;4;837;2229;12
10;"Monreal";"9.7";56;9457;9326;131;1;40;NA
97;"Azpilicueta";"15.6";66;8913;8891;22;49;179;NA
247;"Sterling";"14.9";82;8594;8588;6;393;989;6
374;"Abraham";"12.8";58;8529;8209;320;22;159;NA
421;"Foster";"13.8";45;8309;268;8041;NA;165;NA
414;"Doucouré";"15.4";54;8090;6717;1373;NA;41;NA
267;"Valencia";"14.4";67;8082;7826;256;28;122;1
78;"Ward";"13.0";47;7930;7517;413;3;29;NA
353;"Rangel";"12.3";39;7789;44;7745;2;4;NA
310;"Cédric";"8.9";50;7721;7323;398;1;15;NA
255;"Sané";"12.4";86;7062;7061;1;330;818;5
379;"Walker";"14.6";66;6949;6946;3;25;94;NA
382;"Trippier";"7.6";56;6920;6893;27;14;52;NA
468;"Hegazi";"23.7";48;6861;5257;1604;1;14;NA
242;"Stones";"9.5";56;6498;6471;27;3;49;NA
77;"Mee";"7.0";45;6378;5548;830;NA;11;NA
290;"Lascelles";"12.1";47;6304;4695;1609;1;13;NA
107;"Matic";"15.5";50;6171;5372;799;3;55;NA
111;"Kanté";"13.9";50;6166;482;5684;2;29;NA
108;"Loftus-Cheek";"5.6";45;5966;27;5939;2;NA;NA
209;"Vardy";"14.5";86;5932;5904;28;251;1286;NA
306;"Forster";"9.2";51;5806;5140;666;NA;306;NA
487;"Chicharito";"14.6";69;5735;5529;206;14;227;NA
501;"Richarlison";"12.2";63;5551;5211;340;1;51;NA
13;"Kolasinac";"11.2";60;5138;4781;357;NA;24;NA
271;"Bailly";"11.5";61;5117;727;4390;5;35;NA
226;"Coutinho";"10.8";90;5001;4983;18;54;518;1
350;"Fabianski";"8.4";46;4989;3801;1188;NA;145;NA
497;"Choupo-Moting";"6.6";57;4825;2827;1998;NA;9;NA
23;"Xhaka";"12.1";55;4736;4451;285;1;28;NA
377;"Alderweireld";"12.2";60;4538;4531;7;6;35;NA
307;"Bertrand";"10.3";55;4475;4261;214;NA;5;NA
352;"Naughton";"5.9";46;4410;4067;343;NA;7;NA
28;"Lacazette";"11.7";103;4402;4399;3;379;1541;2
479;"Hart";"9.1";44;4391;1722;2669;NA;108;NA
300;"Atsu";"4.6";51;4329;2593;1736;NA;5;NA
295;"Ritchie";"4.8";60;4185;3170;1015;1;12;NA
235;"Firmino";"17.5";85;4174;4054;120;22;450;NA
308;"Yoshida";"4.5";51;4069;3949;120;1;7;NA
57;"Hünemeier";"6.5";39;4042;1561;2481;NA;NA;NA
7;"Bellerín";"10.6";59;3992;3942;50;2;26;NA
34;"Daniels";"9.7";49;3936;2517;1419;NA;3;NA
284;"Rashford";"8.7";76;3812;3736;76;45;346;NA
94;"Courtois";"13.0";54;3703;3359;344;8;365;2
100;"Alonso";"15.6";70;3334;3324;10;16;97;NA
18;"Ramsey";"4.0";70;3248;558;2690;6;81;NA
41;"Surman";"5.1";46;3168;1400;1768;NA;6;NA
375;"Lloris";"11.6";55;3012;2802;210;6;419;NA
316;"Davis";"4.7";51;2991;2478;513;1;12;NA
193;"Simpson";"4.1";45;2881;2513;368;NA;4;NA
172;"Mooy";"8.3";56;2866;2232;634;3;9;NA
472;"Morata";"16.4";102;2834;436;2398;161;260;NA
198;"Maguire";"7.4";51;2804;2718;86;2;7;NA
373;"Ayew";"3.7";50;2792;2146;646;2;26;NA
161;"Rooney";"9.9";73;2780;2713;67;42;215;NA
380;"Vertonghen";"7.5";60;2760;2749;11;1;20;NA
101;"David Luiz";"13.2";59;2615;2470;145;11;39;NA
211;"Okazaki";"5.1";56;2601;410;2191;10;55;NA
106;"Willian";"8.7";69;2580;2514;66;4;53;NA
227;"Can";"6.2";50;2528;1716;812;1;8;NA
186;"Quaner";"3.4";45;2489;8;2481;NA;1;NA
320;"Oriol Romeu";"3.1";44;2451;1155;1296;NA;4;NA
201;"King";"3.7";45;2416;1113;1303;NA;4;NA
420;"Myhill";"3.6";40;2385;239;2146;NA;5;NA
104;"Hazard";"4.9";106;2210;2209;1;301;634;1
424;"Dawson";"3.7";50;2210;1661;549;NA;3;NA
