"id";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"F8";"F9";"F10";"FDR1";"FDR2";"FDR3";"FDR4";"FDR5";"FDR6";"FDR7";"FDR8";"FDR9";"FDR10"
"113";113;"SWA(H)";"NEW(H)";"WHU(A)";"HUD(A)";"SOU(H)";"EVE(A)";"BHA(H)";"STK(H)";"ARS(A)";"LEI(H)";"2";"2";"2";"2";"2";"3";"2";"2";"4";"2"
"114";114;"SWA(H)";"NEW(H)";"WHU(A)";"HUD(A)";"SOU(H)";"EVE(A)";"BHA(H)";"STK(H)";"ARS(A)";"LEI(H)";"2";"2";"2";"2";"2";"3";"2";"2";"4";"2"
"115";115;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"116";116;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"117";117;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"118";118;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"119";119;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"120";120;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"121";121;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"122";122;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"123";123;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"124";124;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"125";125;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"126";126;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"127";127;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"128";128;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"129";129;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"130";130;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"131";131;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"132";132;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"133";133;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"134";134;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"135";135;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"136";136;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"137";137;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"138";138;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"139";139;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"140";140;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"141";141;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"142";142;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"143";143;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"144";144;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"145";145;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"146";146;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"147";147;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"148";148;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"149";149;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"150";150;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"151";151;"NEW(H)";"CRY(H)";"SWA(A)";"LIV(A)";"MUN(H)";"STK(A)";"EVE(H)";"ARS(H)";"WHU(A)";"BHA(H)";"2";"2";"2";"4";"4";"2";"2";"4";"2";"2"
"152";152;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"153";153;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"154";154;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"155";155;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"156";156;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"157";157;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"158";158;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"159";159;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"160";160;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"161";161;"SOU(A)";"WHU(H)";"HUD(H)";"LIV(A)";"NEW(A)";"SWA(H)";"CHE(H)";"WBA(A)";"BOU(A)";"MUN(H)";"2";"2";"2";"4";"2";"2";"4";"2";"2";"4"
"162";162;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"163";163;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"164";164;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"165";165;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"166";166;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"167";167;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"168";168;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"169";169;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"170";170;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"171";171;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"172";172;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"173";173;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"174";174;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"175";175;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"176";176;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"177";177;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"178";178;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"179";179;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"180";180;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"181";181;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"182";182;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"183";183;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"184";184;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"185";185;"ARS(H)";"BOU(A)";"LEI(A)";"WAT(H)";"STK(H)";"BHA(A)";"TOT(H)";"MUN(A)";"HUD(A)";"LIV(H)";"4";"2";"3";"2";"2";"2";"4";"4";"2";"4"
"186";186;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"187";187;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"188";188;"MCI(H)";"ARS(A)";"EVE(A)";"BHA(H)";"CHE(H)";"WAT(A)";"SOU(A)";"STK(H)";"BUR(H)";"LEI(A)";"5";"4";"3";"2";"4";"2";"2";"2";"2";"3"
"189";189;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"190";190;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"191";191;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"192";192;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"193";193;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"194";194;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"195";195;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"196";196;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"197";197;"MUN(H)";"TOT(H)";"BUR(A)";"CRY(A)";"HUD(H)";"BHA(A)";"LEI(H)";"SWA(H)";"MCI(A)";"SOU(H)";"4";"4";"3";"2";"2";"2";"2";"2";"5";"2"
"198";198;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"199";199;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"200";200;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"201";201;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"202";202;"SWA(H)";"NEW(H)";"WHU(A)";"HUD(A)";"SOU(H)";"EVE(A)";"BHA(H)";"STK(H)";"ARS(A)";"LEI(H)";"2";"2";"2";"2";"2";"3";"2";"2";"4";"2"
"203";203;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"204";204;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"205";205;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"206";206;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"207";207;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"208";208;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"209";209;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"210";210;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"211";211;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"212";212;"TOT(H)";"BUR(H)";"NEW(A)";"SOU(A)";"CRY(H)";"MUN(H)";"WAT(A)";"LIV(A)";"HUD(H)";"CHE(A)";"4";"2";"2";"2";"2";"4";"2";"4";"2";"4"
"213";213;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"214";214;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"215";215;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"216";216;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"217";217;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"218";218;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"219";219;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"220";220;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"221";221;"BHA(A)";"WBA(A)";"BOU(H)";"WAT(H)";"LEI(A)";"SWA(A)";"ARS(H)";"MCI(H)";"SOU(A)";"BUR(H)";"2";"2";"2";"2";"3";"2";"4";"5";"2";"2"
"222";222;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"223";223;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"224";224;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"225";225;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"226";226;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"227";227;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"228";228;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"229";229;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"230";230;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"231";231;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
"232";232;"STK(A)";"BHA(A)";"EVE(H)";"WBA(H)";"BOU(A)";"ARS(A)";"SWA(H)";"LEI(H)";"BUR(A)";"MCI(H)";"2";"2";"2";"2";"2";"4";"2";"2";"3";"5"
